iter	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
2700	0.836225	1.3318	0.536117	1.17137	0.949137	2.49119	3.26044	0.971905	1.0716	0.544629	0.754894	0.375851	0.769245	1.01706	0.580773	0.581595	0.650776	0.500371	-1.55599	2.00446	-0.592523	0.585357	0.152569	5.95424	-2.18922	1.91334	-0.729622	-1.93725	2.32812	-0.696999	-1.41386	2.14785	1.35839	-1.83947	1.19617	-2.84689	-4.169500e+01	-3.684915e+02	-4.101865e+02
2800	0.780413	0.72446	1.00409	1.90898	1.93441	3.29233	3.21727	1.03699	1.11388	0.740083	0.769222	0.568185	0.80596	0.606896	0.316948	0.400888	0.789862	0.440167	-1.53118	1.26949	-0.597009	0.145441	0.439665	6.82972	-2.24486	2.00314	-0.0788906	-1.26601	1.61114	0.720752	-2.30638	2.26573	-0.0420498	-1.30289	0.941842	0.326788	-4.420853e+01	-3.519049e+02	-3.961134e+02
2900	1.27375	0.87145	1.41712	1.36621	1.51584	2.13691	2.45426	1.09722	1.04965	0.678459	0.718871	0.912291	0.827255	0.731534	0.308507	0.542578	0.900391	0.446222	-1.62272	1.62325	0.895762	0.161363	0.0623172	0.56147	-1.80013	1.43637	0.895152	-1.12157	2.07823	0.426427	-2.07335	1.77101	1.12413	-2.09973	1.18346	0.518088	-3.447307e+01	-3.617144e+02	-3.961874e+02
3000	0.683891	2.21472	1.63515	2.12119	2.54117	1.27356	3.04274	1.17035	1.05803	0.613119	0.749732	0.617077	0.953941	0.733887	0.355222	0.349482	0.922522	0.374102	-1.8145	1.60847	1.15772	0.437283	0.104658	2.24966	-2.03577	1.11868	1.08883	-1.1663	1.23157	0.954874	-1.9233	1.88991	1.20061	-1.5796	1.31399	0.675587	-3.720867e+01	-3.621427e+02	-3.993514e+02
3100	0.828345	1.00969	0.626857	2.39956	1.21022	2.31172	3.06608	0.97602	1.05468	0.577878	0.537351	0.600148	0.758452	0.832261	0.316437	0.44596	0.559302	0.587436	-2.25031	0.698593	1.23849	0.400096	0.112224	3.37389	-2.21559	0.684284	1.2938	-1.72779	0.909949	0.809894	-2.75133	0.309822	1.84607	-1.16776	0.885087	0.536372	-3.608059e+01	-3.553839e+02	-3.914645e+02
3200	1.29108	0.530543	0.640161	2.8665	1.41374	1.85017	3.23476	1.00102	1.14703	0.66558	0.696769	0.476589	0.737181	0.868246	0.389535	0.476195	1.03435	0.465887	-1.50636	1.22678	2.13906	0.0857703	0.379626	0.729522	-1.36721	0.764651	2.27505	-1.35075	0.297002	2.14738	-1.44622	0.902792	2.36027	-1.31649	0.599305	1.794	-3.307818e+01	-3.596902e+02	-3.927684e+02
3300	2.53202	0.588173	0.714542	1.36263	1.07232	3.21949	3.0838	0.918295	1.04445	0.801603	0.859348	0.530179	0.889192	0.7674	0.378797	0.36869	0.862852	0.516104	-1.36382	0.0745675	2.63637	0.217322	0.190706	2.52685	-1.94658	0.564122	1.76633	-1.02411	0.455132	1.80602	-2.47198	0.394614	2.08475	-1.46159	-0.198354	0.763412	-3.826669e+01	-3.572928e+02	-3.955595e+02
3400	1.0973	0.476363	0.823802	1.48463	1.18453	1.95922	3.23967	1.04404	1.15274	0.821793	0.781596	0.482639	0.693452	0.833874	0.219591	0.410122	0.885566	0.419018	-1.73774	0.0363861	1.79048	0.217227	0.162663	0.876125	-2.4168	0.315982	1.91986	-1.37797	0.264018	2.04026	-1.77364	0.386881	2.6196	-1.50506	1.00946	1.36612	-3.374843e+01	-3.568866e+02	-3.906350e+02
3500	0.629636	1.20576	0.882012	1.87636	1.01121	2.82476	3.03078	1.24827	1.23417	0.676873	0.970581	0.500276	0.718215	0.458212	0.46014	0.560532	0.633939	0.550693	-1.79002	0.272009	1.60368	0.195717	0.137493	1.28683	-2.39017	0.0317902	1.43467	-1.63538	0.285651	1.50071	-2.2707	0.631478	2.69797	-1.74863	0.412527	1.82817	-3.167688e+01	-3.659412e+02	-3.976181e+02
3600	0.962636	0.47115	0.744568	1.86405	1.11627	2.02602	3.077	1.14722	1.1293	0.691541	0.527965	0.716595	0.768709	0.93749	0.71522	0.464527	0.921699	0.868503	-2.2457	2.18107	-1.05741	0.24088	0.610996	1.29446	-1.87185	2.5154	-0.932751	-1.97413	1.17274	-0.202296	-3.24382	2.21629	-0.896183	-1.94466	1.89311	-1.98201	-4.060177e+01	-3.633673e+02	-4.039691e+02
3700	0.47498	0.652724	0.716261	2.18501	0.601031	1.72185	3.22379	1.16155	1.12481	0.650569	0.768163	0.616554	0.983883	0.94513	0.331798	0.437685	0.940521	0.40077	-1.8921	2.07002	0.0201511	0.21196	0.0431077	1.2001	-2.27918	1.82429	0.480479	-1.49173	1.9301	0.504823	-1.98385	2.23723	0.566083	-2.09324	2.07073	-0.687192	-2.898678e+01	-3.590869e+02	-3.880737e+02
3800	0.620154	0.491571	0.949966	1.06095	1.53139	2.91093	3.22854	0.974264	0.953208	0.791497	0.821464	0.46845	0.724429	0.803475	0.48248	0.381797	0.951429	0.275249	-2.3618	1.79715	-1.72318	0.160832	0.100764	1.76949	-2.14267	1.66875	0.691892	-1.68171	1.5302	0.284922	-2.87715	1.59438	0.129142	-2.21805	1.51288	-3.04271	-3.415912e+01	-3.612733e+02	-3.954324e+02
3900	1.44653	1.52244	0.993638	1.1713	0.623198	2.36427	3.24615	0.979494	1.12042	0.653463	0.653668	0.695252	0.985841	0.749707	0.347393	0.619387	1.10147	0.454452	-2.44697	1.02892	0.248436	0.169482	0.217934	1.75197	-2.7118	1.08151	0.36457	-2.0261	1.29812	0.198317	-2.53803	1.28065	1.07132	-2.5559	1.43918	0.0415258	-3.289216e+01	-3.639018e+02	-3.967940e+02
4000	0.754502	1.18009	0.582802	2.10839	1.16989	3.03614	3.118	1.17414	1.0747	0.499416	0.831007	0.800154	0.874421	0.630528	0.314945	0.419668	0.810626	0.487968	-1.96583	-0.36904	3.34798	0.100163	0.202888	1.24516	-2.06516	-0.839791	2.9027	-1.67419	-0.882978	2.32056	-1.80073	0.2284	2.93644	-1.92378	-0.880044	2.92393	-3.145546e+01	-3.588538e+02	-3.903093e+02
4100	0.56476	0.913724	1.19289	2.82036	1.09599	2.13787	3.28421	0.931971	1.11487	0.716966	1.01789	0.46105	0.749523	0.520286	0.4074	0.517132	0.683036	0.419167	-1.72785	-0.475302	2.13696	0.20969	0.197907	1.03759	-2.39717	-0.423625	2.35475	-1.8665	0.204601	1.90839	-2.62367	-0.302165	1.94558	-1.60041	-1.03063	2.54801	-3.495841e+01	-3.608988e+02	-3.958572e+02
4200	0.852963	1.16303	0.85048	2.48885	0.850395	2.5582	3.08837	0.946099	0.923793	0.639308	0.684782	0.611299	1.02985	0.737936	0.514496	0.391082	0.867278	0.414366	-1.95241	-0.875713	4.47115	0.344389	0.108923	2.92928	-2.31002	-1.36411	3.60666	-1.09259	-0.324187	2.4713	-2.00754	-1.0853	3.96338	-1.21064	-0.769978	1.04364	-3.789628e+01	-3.557617e+02	-3.936580e+02
4300	0.866492	1.24072	0.442457	1.7803	1.0719	2.14129	2.85914	1.06459	1.14167	0.573559	0.775175	0.522867	0.808141	0.784426	0.324161	0.410997	0.93216	0.72146	-1.85147	-1.41001	3.84882	0.225989	0.219645	0.815821	-2.15449	-1.64873	3.37311	-1.3233	-1.39236	3.56543	-2.45728	-1.13447	3.46341	-2.04217	-2.02016	3.2745	-3.270762e+01	-3.563908e+02	-3.890984e+02
4400	1.08178	1.49743	1.15485	1.21473	1.03731	2.32236	2.92205	1.1911	1.03162	0.502297	0.662113	0.635813	0.980502	0.617968	0.418745	0.449195	0.827318	0.850951	-1.66513	-1.30887	3.7303	0.215362	0.282901	0.879216	-2.20709	-1.81268	3.54529	-1.92152	-2.36173	3.82944	-2.16187	-1.61594	4.10587	-1.32716	-1.88492	3.84078	-3.653166e+01	-3.629428e+02	-3.994744e+02
4500	1.0704	1.05886	0.494884	2.17613	1.39729	2.88256	3.17378	1.04913	1.10748	0.737859	0.515892	0.484455	0.913163	0.751663	0.285168	0.478595	0.741846	0.689271	-1.58889	-1.08328	3.03096	0.169063	0.24741	3.72503	-1.94583	-1.79538	3.98756	-1.31554	-0.453005	2.62287	-2.06121	-1.08237	3.43028	-1.38516	-1.80476	1.58659	-3.721731e+01	-3.560546e+02	-3.932719e+02
4600	0.468095	0.421932	1.18535	1.20122	0.990395	2.27788	2.83228	1.01112	1.14639	0.6177	0.775978	0.459768	0.693395	0.558877	0.261184	0.357522	0.818507	0.721188	-2.23643	-0.541053	2.47605	0.0685499	0.17659	4.75428	-1.98793	-0.581967	2.59349	-1.94899	-0.655771	2.04084	-2.53438	-0.444174	3.15428	-2.28138	-0.424566	-0.0402893	-3.018160e+01	-3.642108e+02	-3.943924e+02
4700	0.484856	0.587299	0.599092	2.90664	1.1673	1.84813	3.02189	0.960521	1.21739	0.526985	0.70829	0.637586	0.672319	0.730201	0.637894	0.69532	0.670573	0.867308	-2.36939	-1.44161	1.61446	0.419287	0.227032	3.49013	-2.76856	-2.18351	0.34822	-2.13011	-0.79754	1.59383	-2.54011	-2.1595	2.04032	-1.06595	-1.42496	4.18389	-4.273106e+01	-3.680266e+02	-4.107576e+02
4800	0.823718	0.667989	0.478909	1.99581	0.891704	2.62801	3.2411	0.981656	1.02097	0.61806	0.645925	0.57823	0.838212	0.618134	0.334284	0.317668	0.944666	0.625577	-1.97699	0.970368	-0.807438	0.0923953	0.5958	2.58521	-2.26117	0.963523	1.2122	-1.67351	1.92328	-0.402901	-2.28254	1.76228	1.1717	-1.68556	0.635082	-4.4821	-4.011338e+01	-3.521134e+02	-3.922268e+02
4900	0.94512	0.404382	1.40822	2.3484	1.29728	2.14753	2.76487	1.02008	1.12155	0.546318	0.774596	0.559441	1.06548	0.67272	0.575615	0.432196	0.833317	1.00543	-2.32097	0.934175	0.00583042	0.368273	0.138022	4.55265	-2.83557	0.965858	-0.587439	-1.80775	0.933605	-1.20824	-3.08959	0.479481	-0.294166	-2.16279	1.19976	-4.11456	-4.068540e+01	-3.652149e+02	-4.059003e+02
5000	0.965527	0.95833	0.417397	1.39405	1.12837	2.61755	2.56277	1.00424	1.01951	0.689956	0.526652	0.74802	0.745413	0.874341	0.456051	0.400826	0.627831	0.871219	-2.60083	2.02507	-4.4017	0.207042	0.319594	2.86106	-2.73736	2.60127	-0.831446	-1.97949	2.90055	-1.95394	-2.40757	2.69505	-3.05407	-2.00364	2.26305	-3.9756	-3.912583e+01	-3.684858e+02	-4.076116e+02
5100	0.724701	1.01871	1.14314	2.41931	1.26216	2.93131	3.02066	1.05057	0.995478	0.866314	0.880443	0.834832	0.7715	0.693179	0.216283	0.462013	0.981722	0.366901	-2.16392	3.31453	-1.2102	0.235079	0.144214	2.32526	-2.41911	3.66046	-1.58518	-1.50936	2.90057	-0.901945	-2.05755	3.50727	-0.61642	-1.49083	3.37683	-2.08762	-3.508557e+01	-3.573843e+02	-3.924699e+02
5200	1.00541	0.509371	0.510814	1.54963	1.54472	2.96247	3.24398	1.10755	1.04402	0.585925	0.902775	0.727967	0.728255	0.87272	0.515604	0.3803	0.821797	0.528215	-1.95508	4.41469	-2.33922	0.0645931	0.0964242	1.71668	-2.39175	4.46635	-2.28992	-1.50695	4.5058	-2.4723	-2.16676	4.13962	-1.28915	-2.15206	3.67152	-3.34466	-3.199579e+01	-3.557213e+02	-3.877171e+02
5300	0.75339	1.22486	0.946911	2.38577	2.38806	3.06499	3.15786	1.01981	0.911065	0.656383	0.96853	0.438651	0.755399	0.834935	0.351547	0.439491	0.694327	0.617612	-1.77497	3.9443	-2.67051	0.179331	0.107066	2.1292	-1.92969	3.69272	-1.61278	-1.84391	3.54283	-1.87095	-1.90117	3.64216	-0.166866	-2.021	3.68812	-2.46614	-3.364609e+01	-3.625393e+02	-3.961854e+02
5400	0.981671	1.49819	1.49779	1.36162	0.977431	2.63165	3.21097	0.921334	1.12874	0.754543	0.726013	0.485616	0.696523	0.6505	0.502044	0.527704	0.748192	0.681659	-1.91364	3.85956	-2.12713	0.262983	0.37118	0.632554	-2.15807	3.97324	-2.05612	-0.977215	4.32845	-2.04633	-2.79666	4.36114	-2.1193	-2.03849	3.64708	-2.71521	-3.884172e+01	-3.574243e+02	-3.962660e+02
5500	0.591538	0.98924	0.903427	2.788	1.28272	2.4003	2.96644	0.984182	1.0543	0.646255	0.553693	0.54733	0.851859	0.583148	0.620871	0.514682	0.768381	0.961754	-2.1526	2.45226	-1.13256	0.0550974	0.433575	1.09292	-1.88999	2.55451	-0.498752	-1.93747	1.45481	-1.70433	-2.23757	3.65078	0.912765	-2.18676	2.53336	-2.34011	-3.812672e+01	-3.628761e+02	-4.010028e+02
5600	1.39492	0.391237	0.63138	2.31283	1.21114	2.70904	3.03142	1.16589	0.989343	0.629781	0.691711	0.501925	0.851268	0.733873	0.421967	0.446765	0.810209	0.693434	-2.61679	3.55415	-1.17654	0.0502137	0.301604	2.19633	-2.53408	3.4268	-1.56567	-2.02208	3.31276	-1.80556	-2.68322	3.5488	-1.41368	-2.66219	3.10394	-2.91731	-3.501103e+01	-3.587151e+02	-3.937261e+02
5700	0.496181	0.877582	0.89813	1.07799	1.71668	2.82047	2.61619	1.04057	1.0074	0.592753	0.826275	0.587694	0.930332	0.776586	0.297012	0.482533	0.740087	0.650195	-2.14453	4.07952	-4.4095	0.10365	0.138884	1.74866	-2.28863	3.78372	-2.56946	-1.98854	3.91921	-2.45694	-2.33635	4.59999	-2.04028	-1.88368	4.13108	-4.03784	-3.001053e+01	-3.624466e+02	-3.924572e+02
