iter	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnPKidNDCVCC(1)	M_lnPBrnNDCVCC(1)	M_lnPBodNDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnPKidNDCVCC(1)	V_lnPBrnNDCVCC(1)	V_lnPBodNDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnPKidNDCVCC(1.1)	lnPBrnNDCVCC(1.1)	lnPBodNDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnPKidNDCVCC(1.2)	lnPBrnNDCVCC(1.2)	lnPBodNDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnPKidNDCVCC(1.3)	lnPBrnNDCVCC(1.3)	lnPBodNDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnPKidNDCVCC(1.4)	lnPBrnNDCVCC(1.4)	lnPBodNDCVCC(1.4)	LnPrior	LnData	LnPosterior
6000	0.829056	1.31111	2.93149	2.79253	2.14628	1.3483	3.00664	0.9991	0.99934	0.633087	0.724588	0.523208	0.692729	0.597798	0.964006	1.02895	1.26492	0.0121762	-0.619269	0.520012	-0.635782	-0.251565	0.0482656	3.54115	-4.29327	0.165407	-0.229458	-0.0297281	0.0717474	-0.300931	-0.226381	0.170245	-0.0345419	0.600348	-0.176641	0.155529	0.534792	-9.10877	-1.23324	3.93943	0.18731	0.0327315	0.0604121	0.0439472	0.163487	0.0800335	0.216025	0.0318362	0.262804	0.176493	0.0870684	0.0872008	0.0794685	0.179463	0.107918	0.605215	0.121135	0.0493152	0.160164	0.122412	0.144526	3.19164	-8.81172	-1.26534	3.14703	-0.40047	0.598046	-0.408883	-0.54358	0.0202001	3.40788	-4.19047	0.345108	-0.413907	0.0554367	-0.131179	-0.676132	-0.111292	0.0741372	0.0578478	0.682046	-0.55505	0.164826	0.0750015	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	3.69055	-4.44658	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380346	0.0568521	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25678	3.3756	-0.256184	0.488064	-0.958281	-0.321477	-0.12778	3.48952	-4.32479	0.141517	-0.500078	-0.0740132	0.490871	-0.590445	-0.716825	0.170013	0.348045	1.00285	-0.307866	0.244175	0.226873	-8.70372	-0.883181	4.37103	-0.357524	0.333469	-0.814682	0.0154669	-0.157676	4.17955	-4.24846	0.389369	-0.433139	0.834147	0.499711	-0.146399	-0.0589551	-0.219767	-0.120032	0.435471	-0.377903	0.106198	0.352757	-2.411553e+01	-3.608099e+02	-3.849255e+02
6100	1.29571	1.46563	2.066	1.51852	1.91412	1.82093	3.21861	1.08588	1.04743	0.685929	0.472682	0.589551	0.66111	0.576635	1.05308	0.796221	1.13309	0.0148655	-0.754071	0.402945	-0.469887	-0.592612	0.218691	1.77089	-4.40996	0.0982437	-0.277569	0.175068	-0.0364925	-0.433398	-0.176245	0.17624	0.265325	0.969107	-0.124455	0.00832574	0.064583	-9.02109	-1.23257	3.60663	0.29807	0.0356524	0.0769143	0.100937	0.0963057	0.122697	0.084384	0.105014	0.133327	0.0926374	0.0977065	0.0858326	0.184052	0.0758262	0.0474359	0.0940026	0.10658	0.052208	0.185095	0.145537	0.0800874	3.0872	-8.81176	-1.26542	3.14702	-0.400444	0.598004	-0.408888	-0.543599	0.0201959	0.977269	-3.93094	0.345138	-0.414045	0.0554203	-0.131176	-0.676145	-0.111249	0.0741041	0.0578364	0.682028	-0.55497	0.164887	0.07499	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	1.27475	-4.49124	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380346	0.0568519	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25679	3.37579	-0.256186	0.488063	-0.958281	-0.321477	-0.127784	1.5756	-4.15123	0.141517	-0.500042	-0.0741002	0.490871	-0.590445	-0.716821	0.170011	0.348174	1.00284	-0.307864	0.244162	0.22687	-8.75839	-0.806666	2.52685	-0.227359	0.603474	-0.90072	-0.106022	0.237219	1.61225	-4.29896	-0.0346841	-0.307821	0.0969836	0.0690492	-0.202912	0.139575	0.631722	0.355953	0.959333	-0.153684	-0.201487	0.337106	-1.640343e+01	-3.627629e+02	-3.791663e+02
6200	1.12343	0.669721	1.32074	1.64544	0.905595	2.7161	2.87204	1.01824	1.10715	0.711387	0.556741	0.390874	0.947136	  1.1	0.955327	0.787313	1.07062	0.0158888	-0.515567	0.362162	-0.983343	-0.200699	0.174207	1.86936	-2.2916	0.288194	-0.21041	0.273921	0.135791	-0.403175	-0.44563	-0.185748	-0.00296919	0.433417	-0.645963	0.275278	-0.109799	-8.80255	-1.51864	4.36924	0.159937	0.20985	0.138783	0.0689441	0.254633	0.0999151	0.166726	0.0302069	0.162974	0.0764832	0.0540962	0.04765	0.172543	0.16677	0.0516731	0.125428	0.124591	0.0550171	0.155598	0.0799886	0.110815	1.99302	-8.81174	-1.26504	3.14709	-0.400395	0.597992	-0.408941	-0.543591	0.0201815	2.04527	-2.88336	0.345138	-0.413903	0.055359	-0.131161	-0.676246	-0.11138	0.0741144	0.0577686	0.682012	-0.554945	0.164887	0.0749785	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	1.87191	-2.59622	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380346	0.0568519	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25684	3.37604	-0.256186	0.488063	-0.9583	-0.321478	-0.127783	1.39099	-2.57482	0.141516	-0.500045	-0.0739554	0.49087	-0.590446	-0.716821	0.170057	0.348211	1.00284	-0.307873	0.244163	0.226866	-8.49334	-1.852	4.48643	-0.321188	0.872245	-0.925145	-0.0788475	0.793761	1.86099	-1.84342	0.387472	-0.273498	0.432699	0.104692	-0.215773	0.0729849	-0.711415	-0.0847366	0.266001	-0.18247	0.237505	-0.450864	-2.303467e+01	-3.595799e+02	-3.826145e+02
6300	0.745183	1.15511	0.96566	3.01414	0.986444	1.60897	2.9274	0.966216	1.0566	0.618922	0.711929	0.674036	0.757351	0.904263	1.07051	0.94265	1.29099	0.0102506	-0.588559	0.86896	-0.55085	-0.400238	-0.148447	1.46596	-4.41801	0.267906	-0.451476	0.171488	0.403671	-0.444928	-0.604647	0.0853043	0.215481	0.964822	-0.352125	0.147104	0.034616	-8.86892	-1.11113	4.56503	0.122143	0.169163	0.188167	0.0569656	0.155679	0.0596359	0.0795428	0.0749728	0.0216763	0.0921777	0.0847342	0.0523662	0.287687	0.0523654	0.666155	0.65992	0.0822012	0.118775	0.0283594	0.0468902	0.0854878	1.14941	-8.81173	-1.26477	3.14707	-0.400422	0.598023	-0.408937	-0.543631	0.020165	1.15014	-4.42886	0.345158	-0.413859	0.0553212	-0.131137	-0.676223	-0.111454	0.0740924	0.057694	0.68201	-0.554973	0.164837	0.0749957	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	1.2525	-4.53178	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380346	0.0568519	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25689	3.37639	-0.256193	0.488063	-0.958303	-0.321477	-0.127782	1.52796	-4.2007	0.141516	-0.50003	-0.0740443	0.49087	-0.590446	-0.716823	0.170089	0.348489	1.00283	-0.30786	0.244155	0.226862	-8.84687	-1.15831	3.57557	-0.47845	0.654704	-0.826491	-0.499286	0.269945	1.42102	-4.48189	0.323959	-0.396569	-0.254138	0.361828	-0.54848	0.157954	0.421228	0.367368	0.861	-0.247634	-0.219132	0.00468906	-2.169333e+01	-3.509524e+02	-3.726457e+02
6400	1.8055	1.0979	1.04052	2.48161	0.947453	1.64844	3.13698	0.987023	1.03338	0.716448	0.499635	0.578601	0.895458	0.506572	0.885781	0.844237	1.20394	0.0106338	-0.451792	0.761367	-0.402079	-0.337786	-0.0645088	1.46926	-4.4353	0.376965	-0.468345	0.132653	0.20692	-0.282857	-0.268775	0.123757	-0.328964	0.458212	-0.282238	0.264243	0.134899	-8.83631	-1.10238	3.82319	0.119356	0.0865178	0.240346	0.0590041	0.137441	0.130102	0.491836	0.042707	0.0534823	0.075962	0.0737572	0.169692	0.0588987	0.0312467	0.0692552	0.240212	0.0721423	0.0814333	0.0487747	0.0773173	0.329181	3.2522	-8.81172	-1.26447	3.14703	-0.400406	0.59801	-0.40893	-0.543642	0.0202004	1.12719	-3.48456	0.345144	-0.413829	0.0554456	-0.131149	-0.676252	-0.111399	0.0741318	0.0577743	0.682001	-0.554972	0.164835	0.074993	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	1.43564	-4.34454	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380346	0.0568519	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25684	3.37639	-0.256206	0.488062	-0.958304	-0.321478	-0.127784	1.68376	-4.14246	0.141516	-0.50007	-0.0740501	0.490872	-0.590447	-0.716841	0.170066	0.348122	1.00283	-0.307888	0.244164	0.22686	-8.18927	-1.80215	3.43029	-0.18503	0.738771	-0.832337	-0.631566	-0.341477	1.65252	-3.48131	0.274645	-0.637153	0.0426013	0.162868	-0.376088	0.238534	0.0985463	-0.0900235	0.599065	0.0200108	0.592011	-0.123456	-2.086876e+01	-3.555834e+02	-3.764522e+02
6500	1.83393	0.908409	0.565328	1.77293	1.37154	1.0717	3.07674	1.05351	1.20683	0.813525	0.695924	0.532108	0.76492	0.609381	1.17488	1.02549	1.49109	0.0124407	0.337211	0.576311	-0.381528	-0.261356	-0.236173	1.59029	-3.80455	0.350354	-0.423933	0.0096838	0.495081	-0.346934	-0.327554	-0.287392	0.101708	0.684864	-0.213612	0.108376	0.0530727	-8.99678	-1.21237	3.57232	0.629279	0.0239527	0.0571621	0.0597892	0.123792	0.119062	0.154148	0.124989	0.0548323	0.119197	0.510529	0.0780978	0.177034	0.329124	0.0361431	0.238545	0.0831976	0.0937216	0.0558852	0.121413	0.194876	2.28366	-8.81184	-1.26466	3.14701	-0.400482	0.598039	-0.408968	-0.543652	0.0201932	1.86965	-3.58283	0.345169	-0.413766	0.0553878	-0.131136	-0.676188	-0.111413	0.0741367	0.0577829	0.681962	-0.554915	0.164926	0.0749648	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	0.976196	-3.41526	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380346	0.0568517	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25688	3.37659	-0.256203	0.488062	-0.958294	-0.321477	-0.127782	1.78668	-3.53234	0.141515	-0.500058	-0.0740314	0.490871	-0.590447	-0.716845	0.170037	0.348101	1.00283	-0.307817	0.244156	0.226866	-8.96539	-1.51268	2.937	0.27529	0.507435	-0.623693	-0.0844852	-0.0475169	1.7127	-3.56734	0.444105	-0.488352	0.121759	0.153204	-0.710157	0.316322	0.275505	-0.109485	0.958408	-0.157763	0.302113	0.267957	-2.689464e+01	-3.609662e+02	-3.878608e+02
6600	0.799761	1.11664	1.52838	2.85226	0.770202	1.97217	3.05845	1.04802	0.936658	0.720215	0.638712	0.519389	0.84104	0.749398	0.968183	0.835734	1.12128	0.0131166	-0.584812	0.0782615	-0.377647	-0.420588	-0.179335	2.86983	-3.74221	0.546937	-0.256258	-0.0363613	0.143271	-0.140872	-0.394925	0.43854	0.321869	0.771973	-0.230747	0.20825	0.24134	-9.16556	-1.31376	4.31534	0.050124	0.275611	1.03086	0.114832	0.11098	0.0557158	0.0992009	0.04789	0.0500615	0.116883	0.0369223	0.171754	0.111032	0.0390457	0.0675656	0.150524	0.0754683	0.182018	0.0438283	0.0567244	0.0763195	1.33904	-8.81187	-1.26462	3.14697	-0.400514	0.598036	-0.408955	-0.543645	0.0201792	3.02383	-3.12969	0.34519	-0.413879	0.0554409	-0.13104	-0.676033	-0.111428	0.0741559	0.0577838	0.68196	-0.554928	0.164881	0.0749463	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	3.05589	-4.1928	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380352	0.0568517	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25684	3.37681	-0.256188	0.488064	-0.958292	-0.321477	-0.127784	3.03448	-3.47341	0.141515	-0.50007	-0.0740176	0.490871	-0.590446	-0.716866	0.170033	0.348037	1.0028	-0.307819	0.244154	0.226854	-8.96353	-1.72073	2.677	-0.64575	-0.128717	-0.971222	-0.266702	0.0138994	2.70618	-3.83552	0.646165	-0.0116989	-0.459763	-0.181273	0.354168	-0.484376	0.306382	0.324511	0.879476	-0.122193	0.422297	0.215465	-2.697011e+01	-3.554988e+02	-3.824690e+02
6700	0.801074	0.757888	0.975662	2.07973	0.672737	1.4824	2.94518	1.04856	1.06395	0.724416	0.716338	0.488618	0.756901	0.572571	0.962785	1.11872	1.08312	0.0210385	0.00395328	0.408103	-0.443599	-0.570241	0.17941	1.96181	-4.44732	0.313935	-0.261708	0.164407	0.287152	-0.389434	-0.671069	-0.0150199	0.0563609	0.831745	-0.508225	0.266252	0.0433672	-9.14947	-1.2853	3.3236	0.724244	0.0453539	0.153558	0.0605166	0.118328	0.0947451	0.0640027	0.0538831	0.178352	0.0752586	0.361207	0.120862	0.105723	0.0696312	0.0779222	0.0780742	0.139656	0.0693153	0.104928	0.10704	0.0333023	1.16944	-8.81191	-1.26437	3.14692	-0.400498	0.598028	-0.408985	-0.543654	0.0201924	1.90879	-4.37543	0.345172	-0.414003	0.0553168	-0.13106	-0.676026	-0.111422	0.0741568	0.0577092	0.681998	-0.554914	0.164884	0.0749546	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	1.5068	-4.39389	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380352	0.0568517	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25693	3.37681	-0.256197	0.488064	-0.958296	-0.321478	-0.127786	1.5379	-4.12928	0.141515	-0.500061	-0.074254	0.490871	-0.590446	-0.71687	0.170043	0.348035	1.00282	-0.307878	0.244147	0.226841	-9.05767	-1.28812	2.78642	-1.02667	0.495758	-0.322612	-0.449423	0.370669	1.96993	-4.60335	-0.128717	-0.33478	0.488549	-0.0343402	-0.0399878	-0.61054	-0.134422	0.0253078	0.993533	-0.815092	-0.37037	-0.0473168	-1.273333e+01	-3.569223e+02	-3.696556e+02
6800	1.02407	0.487984	0.709687	3.2156	1.79314	1.54494	2.46503	1.15243	1.00338	0.627496	0.596705	0.669624	0.919581	1.14316	0.773905	1.22119	1.41857	0.0143697	0.0431217	0.49077	-0.573729	-0.39128	-0.0842938	4.3356	-4.07382	0.221879	-0.480747	0.324745	0.355607	-0.488327	-0.435211	-0.268735	-0.0796197	0.824724	-0.358977	0.0466747	0.0378262	-8.91191	-1.32416	3.66521	0.283671	0.0405289	0.0826569	0.0575406	0.240642	0.176275	0.170077	0.0345312	0.070316	0.0489666	0.205815	0.187075	0.0634375	0.167804	0.231617	0.027685	0.0952184	0.0345131	0.0269413	0.0706099	0.286921	2.32848	-8.81198	-1.26455	3.14695	-0.400492	0.59806	-0.408993	-0.543608	0.0201493	3.73916	-3.49933	0.345179	-0.414083	0.0553608	-0.131069	-0.676026	-0.111432	0.0741625	0.0576429	0.681979	-0.554936	0.164835	0.0749482	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	3.87158	-3.59072	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380352	0.0568517	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25686	3.377	-0.256194	0.488065	-0.958302	-0.321478	-0.127783	4.20218	-3.79839	0.141515	-0.500072	-0.0740225	0.49087	-0.590448	-0.716886	0.17005	0.348129	1.00284	-0.307888	0.244137	0.226818	-9.17086	-1.18097	3.73206	-0.402169	0.305694	-0.550934	-0.182531	0.733371	3.79569	-4.27071	0.154343	-0.207035	0.52815	0.457903	-0.746443	-0.639683	-0.262645	0.0397613	0.748938	-0.0604511	-0.297283	0.101253	-2.232156e+01	-3.685007e+02	-3.908223e+02
6900	0.655988	1.97745	0.683726	2.43449	1.57888	3.22968	3.25493	0.915882	0.916983	0.793328	0.754373	0.723533	0.778466	0.717786	1.09302	1.017	1.16867	0.0126881	-0.366482	0.295054	-0.574651	-0.267256	-0.327984	3.25716	-2.97085	0.775941	-0.346587	0.136326	0.130669	-0.253315	-0.608294	0.175103	-0.0142857	0.258482	-0.096013	0.227904	0.0522947	-9.16469	-1.66828	3.49931	0.0884049	0.0867014	0.0460403	0.039669	0.400393	0.213068	0.172485	0.115325	0.0625549	0.0663184	0.0752524	0.0948397	0.161052	0.0329965	0.0819613	0.805719	0.0867522	0.0964734	0.0407567	0.14796	0.333191	1.6567	-8.81205	-1.26433	3.14697	-0.400494	0.598064	-0.409003	-0.543631	0.020113	3.97538	-3.92625	0.345151	-0.4141	0.0553996	-0.131109	-0.675914	-0.111357	0.0741303	0.057707	0.681985	-0.554917	0.164804	0.0749637	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	2.94863	-3.14776	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380352	0.0568517	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25691	3.377	-0.256186	0.488065	-0.958299	-0.321477	-0.127783	3.63754	-2.65286	0.141514	-0.500075	-0.074059	0.49087	-0.590448	-0.716877	0.170046	0.348736	1.00282	-0.307886	0.244137	0.226802	-8.81927	-1.95612	3.34474	-0.0325783	0.432868	-0.657735	-0.740996	-0.852862	2.77849	-2.66399	0.938685	-0.249112	0.375438	-0.0149684	-0.342836	-0.682275	0.104424	-0.0986078	0.67631	0.295256	0.605366	-0.188407	-3.124148e+01	-3.564850e+02	-3.877265e+02
7000	1.52595	1.50917	1.12777	2.7753	1.60167	1.69192	3.29314	1.05114	0.968627	0.665188	0.695421	0.60006	0.726063	0.706344	1.11719	0.872582	1.04791	0.0150506	-1.10495	0.494522	-0.548557	-0.243556	0.252131	1.82826	-1.94047	0.309418	-0.166152	0.0462142	0.251129	-0.2372	-0.187327	0.174108	-0.0299737	0.469235	-0.223087	0.233606	0.334386	-8.86888	-1.27699	4.29595	0.430997	0.0193645	0.219806	0.116713	0.138211	0.0695047	0.136124	0.0510646	0.101443	0.0978596	0.257015	0.0549589	0.0808973	0.231614	0.0476969	0.181025	0.0360296	0.027966	0.105296	0.113826	0.117547	1.93079	-8.81195	-1.26429	3.14693	-0.400522	0.598022	-0.409012	-0.543629	0.0201539	1.98064	-1.11672	0.345153	-0.414181	0.0552451	-0.131104	-0.675917	-0.111498	0.0740472	0.0576009	0.682017	-0.5549	0.164727	0.0749868	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	1.86166	-2.93341	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380352	0.0568516	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25687	3.37707	-0.256195	0.488067	-0.9583	-0.321478	-0.127781	1.90365	-2.04209	0.141514	-0.500084	-0.0740925	0.490871	-0.590448	-0.716874	0.170029	0.348676	1.00281	-0.307974	0.244157	0.226807	-9.20691	-1.66846	4.35045	-1.00747	0.492103	-1.00611	0.228149	0.813037	1.57324	-1.87194	0.499428	-0.536531	0.226049	-0.62278	-0.128506	-0.274784	-0.319757	0.385252	0.380913	-0.280171	0.141455	0.271759	-2.675823e+01	-3.518999e+02	-3.786581e+02
7100	1.07475	0.911842	0.985015	1.52222	0.723241	1.70572	3.23796	1.08697	0.98749	0.709349	0.489444	0.611252	0.792037	0.738747	0.799273	0.921613	1.10836	0.0100532	-0.691432	0.473639	-0.322412	-0.275352	0.420825	2.67475	-2.99553	0.274549	-0.129912	0.229113	0.234619	-0.315094	-0.389538	0.0117374	0.0943963	0.975921	-0.295108	0.154735	0.0409348	-8.84874	-1.24037	4.11567	0.254206	0.0598414	0.249411	0.148695	0.180159	0.161324	0.0571878	0.0480782	0.086032	0.0675835	0.126337	0.124137	0.0886573	0.0289841	0.0956458	0.0771641	0.0242848	0.0460389	0.132815	0.177876	0.191905	2.17199	-8.81196	-1.26418	3.14692	-0.400543	0.598007	-0.408944	-0.543654	0.020151	2.45524	-2.87069	0.34514	-0.414195	0.0551625	-0.131129	-0.675923	-0.111342	0.0740887	0.0575507	0.682017	-0.554942	0.16469	0.0750028	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	2.78328	-2.94201	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380352	0.0568516	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25688	3.37706	-0.256177	0.488065	-0.958292	-0.321475	-0.127782	2.44905	-2.99909	0.141515	-0.500072	-0.0742938	0.490872	-0.590449	-0.716852	0.170027	0.348422	1.00281	-0.308009	0.244147	0.226758	-8.81258	-1.34916	3.61719	-0.620792	0.592659	-0.761355	-0.242051	0.506279	2.30371	-2.95827	0.303023	-0.205745	0.71974	1.0023	-0.431751	-0.621151	-0.035315	-0.00016647	0.739847	-0.165101	-0.109816	0.443517	-9.260618e+00	-3.521157e+02	-3.613763e+02
7200	0.511711	0.809529	0.54042	2.29406	1.50556	3.20793	2.63362	0.975062	0.940123	0.708917	0.713514	0.490942	0.835377	0.828922	1.04966	0.931578	1.17261	0.0103646	-0.129414	0.255984	-0.16676	-0.487219	0.0375621	2.75121	-3.53067	0.288437	-0.184801	0.00630025	0.0894963	-0.308094	-0.837968	0.424716	0.324583	0.591786	-0.438	0.148765	0.00506383	-8.85353	-0.955584	3.48729	0.13442	0.076738	0.149144	0.0523302	0.114003	0.0951775	0.0542074	0.0535264	0.0674894	0.0671142	0.0525908	0.126499	0.495679	0.221158	0.15137	0.613569	0.0506778	0.0578474	0.0639511	0.233575	0.138179	1.31968	-8.8121	-1.26421	3.1469	-0.400565	0.597981	-0.408946	-0.543637	0.0201424	2.34022	-3.50922	0.345123	-0.414258	0.0550668	-0.131102	-0.675915	-0.111477	0.0740398	0.0575433	0.681977	-0.55489	0.16458	0.0750042	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	2.72391	-2.98179	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380352	0.0568516	-0.137282	0.717417	-0.257063	0.255729	-0.00780001	-8.78025	-1.25683	3.37711	-0.256185	0.48807	-0.958286	-0.321475	-0.127783	2.56984	-3.48894	0.141515	-0.500085	-0.0745203	0.490873	-0.590449	-0.716848	0.170022	0.348426	1.00282	-0.308032	0.244157	0.226749	-8.49461	-0.942967	3.0779	-0.0757282	0.338858	-0.499503	-0.706122	0.0758258	3.04265	-3.85586	0.259108	-0.350155	0.131264	-0.127609	-0.101156	-0.127709	0.871711	0.124507	0.765786	-0.447254	0.0479877	-0.162963	-2.028121e+01	-3.522209e+02	-3.725021e+02
