iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnVMaxDCVGC(1)	M_lnClDCVGC(1)	M_lnPeffDCVG(1)	M_lnPeffDCVC(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnVMaxDCVGC(1)	V_lnClDCVGC(1)	V_lnPeffDCVG(1)	V_lnPeffDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnVMaxDCVGC(1.1)	lnPeffDCVG(1.1)	lnPeffDCVC(1.1)	lnClDCVGC(1.1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnVMaxDCVGC(1.1.1)	lnPeffDCVG(1.1.1)	lnPeffDCVC(1.1.1)	lnClDCVGC(1.1.1)	lnkDCVGC(1.1.1)	lnkDCVCC(1.1.1)	lnkElimDCVCC(1.1.1)	lnkElimNDCVCC(1.1.1)	lnISkDCVG(1.1.1)	lnISkDCVC(1.1.1)	lnISkNDCVC(1.1.1)	lnVMaxDCVGC(1.1.2)	lnPeffDCVG(1.1.2)	lnPeffDCVC(1.1.2)	lnClDCVGC(1.1.2)	lnkDCVGC(1.1.2)	lnkDCVCC(1.1.2)	lnkElimDCVCC(1.1.2)	lnkElimNDCVCC(1.1.2)	lnISkDCVG(1.1.2)	lnISkDCVC(1.1.2)	lnISkNDCVC(1.1.2)	lnVMaxDCVGC(1.2)	lnPeffDCVG(1.2)	lnPeffDCVC(1.2)	lnClDCVGC(1.2)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnVMaxDCVGC(1.2.1)	lnPeffDCVG(1.2.1)	lnPeffDCVC(1.2.1)	lnClDCVGC(1.2.1)	lnkDCVGC(1.2.1)	lnkDCVCC(1.2.1)	lnkElimDCVCC(1.2.1)	lnkElimNDCVCC(1.2.1)	lnISkDCVG(1.2.1)	lnISkDCVC(1.2.1)	lnISkNDCVC(1.2.1)	lnVMaxDCVGC(1.2.2)	lnPeffDCVG(1.2.2)	lnPeffDCVC(1.2.2)	lnClDCVGC(1.2.2)	lnkDCVGC(1.2.2)	lnkDCVCC(1.2.2)	lnkElimDCVCC(1.2.2)	lnkElimNDCVCC(1.2.2)	lnISkDCVG(1.2.2)	lnISkDCVC(1.2.2)	lnISkNDCVC(1.2.2)	lnVMaxDCVGC(1.3)	lnPeffDCVG(1.3)	lnPeffDCVC(1.3)	lnClDCVGC(1.3)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnVMaxDCVGC(1.3.1)	lnPeffDCVG(1.3.1)	lnPeffDCVC(1.3.1)	lnClDCVGC(1.3.1)	lnkDCVGC(1.3.1)	lnkDCVCC(1.3.1)	lnkElimDCVCC(1.3.1)	lnkElimNDCVCC(1.3.1)	lnISkDCVG(1.3.1)	lnISkDCVC(1.3.1)	lnISkNDCVC(1.3.1)	lnVMaxDCVGC(1.3.2)	lnPeffDCVG(1.3.2)	lnPeffDCVC(1.3.2)	lnClDCVGC(1.3.2)	lnkDCVGC(1.3.2)	lnkDCVCC(1.3.2)	lnkElimDCVCC(1.3.2)	lnkElimNDCVCC(1.3.2)	lnISkDCVG(1.3.2)	lnISkDCVC(1.3.2)	lnISkNDCVC(1.3.2)	lnVMaxDCVGC(1.4)	lnPeffDCVG(1.4)	lnPeffDCVC(1.4)	lnClDCVGC(1.4)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	lnVMaxDCVGC(1.4.1)	lnPeffDCVG(1.4.1)	lnPeffDCVC(1.4.1)	lnClDCVGC(1.4.1)	lnkDCVGC(1.4.1)	lnkDCVCC(1.4.1)	lnkElimDCVCC(1.4.1)	lnkElimNDCVCC(1.4.1)	lnISkDCVG(1.4.1)	lnISkDCVC(1.4.1)	lnISkNDCVC(1.4.1)	lnVMaxDCVGC(1.4.2)	lnPeffDCVG(1.4.2)	lnPeffDCVC(1.4.2)	lnClDCVGC(1.4.2)	lnkDCVGC(1.4.2)	lnkDCVCC(1.4.2)	lnkElimDCVCC(1.4.2)	lnkElimNDCVCC(1.4.2)	lnISkDCVG(1.4.2)	lnISkDCVC(1.4.2)	lnISkNDCVC(1.4.2)	LnPrior	LnData	LnPosterior
10950	0.618704	1.04717	0.955521	0.714903	0.816051	0.33605	0.012624	0.803552	0.943834	0.952599	0.0119552	-2.25954	-6.62295	3.59682	-4.03028	-2.87233	-0.758575	-1.08016	0.0914214	3.60768	2.79932	2.80276	0.0511655	0.0799421	0.232834	0.484388	0.298472	0.193659	0.118181	0.203836	1.09654	3.9595	3.41336	-2.01767	3.3599	-3.76502	-6.68669	-3.76701	-1.04713	-0.660103	-0.726571	4.19375	2.90106	4.03514	-1.98573	4.26858	-2.77802	-6.62311	-3.00444	-1.53058	-0.790524	-0.23487	4.1388	1.65722	1.86898	-2.10317	3.57345	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283932	3.81196	-1.16221	2.14466	-2.40653	3.56326	-4.05865	-6.29863	-2.85087	-0.532145	-1.14574	-0.136132	3.81597	1.02201	2.0137	-2.34962	4.02679	-4.70075	-6.14264	-2.59504	-0.899889	-0.587196	-0.165479	3.65108	0.572584	1.87908	-2.38449	4.2183	-3.92778	-5.92442	-3.52375	-0.926237	-1.19567	-0.383679	3.45118	0.644791	0.55073	-2.408	3.51285	-2.77713	-6.66626	-3.74383	-0.599187	-1.7168	-0.0898323	2.1999	2.1971	-0.234222	-1.97019	3.36849	-3.08349	-6.88839	-3.99249	0.455981	-1.99073	0.0303262	2.93365	-0.841783	-1.19503	-2.56886	3.64168	-1.29842	-6.74231	-3.41936	-0.668598	-1.41566	-0.226619	2.67079	0.0204881	1.08851	-2.21117	3.78922	-4.21737	-6.88899	-3.88519	-0.968719	-1.3952	0.0563945	2.29042	-1.22973	2.29219	-2.14759	3.81731	-4.9145	-6.37233	-4.79734	-0.705041	-1.36964	1.17908	3.56486	-1.58556	1.60422	-2.10891	4.15697	-5.30983	-6.8488	-3.81265	-1.07383	-0.583103	0.111957	1.84335	-2.58048	2.27716	-1.370135e+02	-5.428676e+02	-6.798811e+02
11000	0.365534	1.08493	0.946819	0.862969	0.857486	0.412452	0.0113865	0.823233	0.87484	0.814653	0.010494	-1.90911	-6.75173	3.86378	-3.66132	-3.92347	-0.667899	-1.20509	-0.0097991	3.93692	0.312676	1.26632	0.137624	0.0949565	0.0620479	0.248912	0.488353	0.200714	0.0741262	0.0853764	1.20127	1.30317	0.858013	-2.27543	3.60519	-3.80354	-6.56192	-4.17105	-1.19849	-1.22953	-0.345893	4.47291	0.374481	1.69525	-2.19483	3.9865	-4.42931	-6.48291	-3.06827	-1.84097	-1.18311	-0.361416	3.77889	1.81108	2.02251	-2.10317	3.57346	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283932	3.81196	-1.16221	2.14466	-1.7911	3.94977	-4.02219	-6.39224	-4.15895	-0.240333	-1.39637	-0.219062	3.60145	0.0768175	0.894055	-1.49484	3.98261	-4.04852	-6.45162	-2.59983	-0.881402	-1.20575	0.06259	3.50888	0.882034	1.63628	-1.67599	3.84611	-4.37959	-6.68554	-4.21559	0.109313	-1.46702	-0.146924	4.44851	0.144744	-0.173104	-1.96667	3.91698	-4.61779	-6.90024	-3.23655	-0.644996	-1.62505	-0.212298	4.55514	0.0789597	-0.0248732	-2.36456	4.12292	-3.97132	-6.79585	-4.15982	0.203103	-2.07221	-0.152881	3.2669	-0.387398	0.212862	-2.54584	3.88074	-4.83711	-6.80537	-3.54801	-0.955939	-1.21797	0.231694	2.90036	0.0459135	0.211661	-1.93988	3.75835	-4.31669	-6.79777	-4.59931	-0.827276	-1.03458	-0.0406859	3.76047	-0.823795	1.07163	-2.47784	3.76179	-3.69423	-6.44316	-4.71443	-0.475241	-0.911376	0.231632	3.5091	-2.32886	1.59947	-2.10917	4.15732	-5.30932	-6.84878	-3.81264	-1.07383	-0.582572	0.11196	1.84335	-2.58048	2.27721	-9.699427e+01	-5.353286e+02	-6.323229e+02
11050	0.358981	0.961204	1.18545	0.934543	0.881125	0.448448	0.011153	0.705705	0.882484	0.908317	0.0109133	-2.46995	-6.55113	4.21406	-3.87286	-3.6534	-0.971353	-1.02925	0.358861	4.11933	0.720559	3.54875	0.0912523	0.103876	0.0597279	0.312545	0.289094	0.132669	0.1184	0.130148	0.862005	1.41126	3.8453	-2.13477	3.81298	-3.07368	-6.60303	-4.02983	-1.6918	-1.23477	0.131969	4.14685	0.548265	2.30636	-2.27785	3.88092	-3.10315	-6.61007	-2.99482	-1.77722	-1.24963	-0.518844	3.9194	1.88314	2.27533	-2.10317	3.57346	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283932	3.81198	-1.16221	2.14466	-3.10925	4.04186	-3.26958	-6.60967	-4.25415	-0.836447	-1.75779	0.11033	4.23581	0.455129	0.704778	-3.2126	4.15776	-3.15907	-6.49706	-2.97971	-0.499701	-1.50802	0.234655	4.58367	0.998682	2.01957	-2.87006	3.9606	-3.81555	-6.37454	-4.0681	-1.18131	-1.57522	-0.490929	4.03118	0.741169	0.277388	-2.63589	4.02166	-3.79128	-6.77261	-3.97001	-0.484236	-1.00124	0.652382	3.4947	0.465931	2.90579	-3.11931	3.85096	-4.46133	-6.58566	-4.21327	0.0719399	-0.669337	0.798988	3.60143	-0.41259	0.165205	-2.87825	3.71099	-2.37766	-6.83675	-3.70132	-0.102695	-1.03956	0.861782	2.81692	-0.271159	-0.0908067	-2.42604	4.10875	-4.36983	-6.64844	-4.41921	-1.28562	-1.24471	-0.351025	3.69483	-0.899446	4.2251	-2.46162	4.39427	-3.70337	-6.32861	-4.81481	-1.93136	-0.677397	-0.175678	 3.58	-1.51681	2.30163	-2.10917	4.1568	-5.30677	-6.84886	-3.81263	-1.07383	-0.582461	0.111937	1.84336	-2.58048	2.27733	-1.166103e+02	-5.409606e+02	-6.575709e+02
11100	0.449545	0.995772	1.01838	0.701248	0.845219	0.307775	0.0106025	0.773187	0.798313	1.0353	0.0155543	-3.38233	-6.63633	3.90079	-4.07024	-4.12665	-1.06133	-1.24239	0.833162	2.67625	-1.13655	0.485669	0.695363	0.132478	0.0532921	0.628786	0.608339	0.269912	0.129686	0.442225	4.84331	2.34862	1.84216	-3.86603	3.92902	-4.17969	-6.66985	-4.23007	-1.10239	-1.03601	-0.0908898	4.3711	-0.485766	0.410082	-3.77592	4.21895	-3.83965	-6.58415	-3.27463	-1.70454	-1.14611	-0.450439	4.08718	1.75749	1.99283	-2.10317	3.57347	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283932	3.8119	-1.16222	2.14466	-2.74313	3.85621	-3.33916	-6.69806	-3.85994	-1.05657	-1.00356	0.925439	2.08804	0.982938	1.06745	-2.55895	3.83362	-2.87597	-6.45778	-3.29695	-0.502896	-1.31059	0.164734	4.59863	0.926105	2.01432	-1.43522	4.04146	-3.78952	-6.48627	-4.75171	-0.393967	-1.22201	1.18227	4.49841	-0.190563	0.567135	-4.04191	4.27418	-4.27301	-6.83656	-3.46886	-0.672221	-1.47409	0.423547	2.63579	-0.506908	-0.473032	-3.86261	4.14862	-4.59671	-6.72992	-4.12833	-0.00121001	-1.80308	-0.787644	3.12609	-0.222511	0.633604	-3.69918	4.30812	-3.62677	-6.28884	-3.83376	-0.497463	-1.22613	0.493328	2.61607	-0.662762	-0.327056	-2.70247	4.00689	-4.8572	-6.70104	-4.48332	-1.50754	-0.656899	0.482926	3.72594	-2.786	-0.344911	-3.39474	4.00937	-3.86819	-6.46604	-4.98762	-1.13304	-1.02971	0.907919	3.84549	-1.33528	1.17459	-2.10927	4.1578	-5.30676	-6.84883	-3.81264	-1.07383	-0.582328	0.111938	1.84335	-2.58048	2.27733	-1.454265e+02	-5.400491e+02	-6.854756e+02
11150	0.462564	0.971587	1.01969	0.756483	0.774094	0.445784	0.0105097	0.770743	0.844382	0.84445	0.0122173	-2.38201	-6.66872	4.14469	-4.80047	-4.33928	-0.895372	-1.35135	0.228724	3.44652	-0.72131	0.0664625	0.128161	0.221428	0.0548959	0.348405	0.481787	0.205778	0.24695	0.127258	3.25348	1.24273	1.24929	-2.12633	3.94263	-3.94163	-6.89638	-4.22454	-0.869957	-1.12921	-0.192305	1.2044	0.71305	1.52858	-1.59933	3.86223	-4.33322	-6.4905	-3.87016	-1.06592	-1.22322	-0.316985	4.19559	1.39546	2.1617	-2.10317	3.57347	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283932	3.8119	-1.16222	2.14466	-2.42807	4.20496	-4.77332	-5.5368	-3.92529	-0.205679	-1.46963	0.373023	4.26118	-0.0161621	0.0468442	-2.1306	4.15926	-5.96605	-6.21548	-3.09058	-0.249444	-1.21602	0.18179	4.40951	0.940653	2.12251	-2.04584	4.26692	-4.76106	-6.53761	-4.97658	-0.182035	-1.55477	0.16929	3.84281	-0.844332	-0.0805407	-2.95911	4.00697	-4.72195	-6.73623	-4.75546	-1.15942	-0.870217	0.0382768	1.9704	-0.111504	0.264025	-2.94781	4.12017	-4.26408	-6.24501	-3.79316	-0.966695	-0.897873	-0.193114	2.91192	0.254612	-0.000333069	-2.43328	4.15892	-5.24452	-6.19963	-4.04406	-0.896741	-0.99908	0.197584	2.95601	-0.519592	0.0701295	-2.47411	3.83118	-5.08688	-6.61862	-4.3585	-0.559342	-0.877357	0.263767	2.14158	-1.08334	0.388107	-2.54996	3.93595	-5.00479	-6.45242	-5.06174	-1.23865	-1.2856	0.592959	3.86056	-1.2032	1.65873	-2.10922	4.15682	-5.30676	-6.84883	-3.81265	-1.07382	-0.581279	0.111938	1.84336	-2.58048	2.27733	-1.208845e+02	-5.374787e+02	-6.583632e+02
11200	0.441069	0.978095	1.08458	0.79584	0.78908	0.464077	0.0125402	0.783712	0.836056	0.981166	0.0156202	-1.45211	-6.53594	4.15078	-4.53417	-4.26174	-0.658075	-0.675793	-0.166081	4.01426	0.0705675	2.37073	0.156377	0.116614	0.0416935	0.0664956	0.712105	0.114359	0.081628	0.166247	1.21335	1.93782	1.48838	-2.08116	3.97857	-4.40858	-6.39502	-4.92535	-0.860657	-0.99913	-0.274486	4.37045	-0.854811	2.07045	-2.76511	3.87461	-4.08309	-6.74842	-3.93921	-0.799952	-1.03952	-0.388331	4.40965	1.128	2.2091	-2.10317	3.57347	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283932	3.8119	-1.16222	2.14466	-2.01283	4.08091	-4.38328	-6.35543	-4.0223	-0.113409	-0.735462	-0.071544	4.53724	-0.713194	2.5535	-1.4251	4.08468	-4.56192	-6.19493	-3.22599	-0.272835	-0.969667	0.235886	4.37354	0.69467	1.93163	-1.54389	4.34895	-4.38915	-6.31745	-3.98929	0.244688	-1.21487	-0.0178306	4.09911	-0.177393	0.812501	-1.8533	4.17483	-4.61905	-6.02771	-4.33787	-0.528803	-0.67458	0.221834	4.02807	-1.23292	1.47996	-1.4084	4.18797	-5.14941	-6.50542	-3.52884	-1.10015	-0.929857	-0.0613453	3.07624	0.240725	-0.394744	-2.05665	4.19915	-4.45762	-6.67494	-3.70869	-0.958481	-0.780751	0.253197	3.03621	-0.701853	-0.146532	-1.34232	4.01942	-4.717	-6.55621	-3.96839	-0.580499	-0.417627	0.0122049	3.80061	-0.0884211	2.60244	-2.02191	4.2188	-4.47079	-6.68857	-4.43277	-0.807077	-0.386929	0.40795	3.65874	-1.37745	2.80603	-2.10907	4.15579	-5.30398	-6.84889	-3.81263	-1.07382	-0.581873	0.111938	1.84336	-2.58049	2.27733	-9.996228e+01	-5.429755e+02	-6.429378e+02
11250	0.446148	1.11907	0.878169	0.739418	0.958922	0.391972	0.0115541	1.1776	0.9435	0.836446	0.0115956	-2.35389	-6.83559	3.98862	-4.81761	-4.82267	-0.617368	-0.907076	0.129464	3.12928	-0.864298	0.150061	0.141619	0.0830932	0.0589506	0.664707	0.497017	0.0324695	0.0643734	0.0742518	1.25468	1.65621	1.81144	-2.44092	3.76624	-4.52455	-6.76766	-5.12807	-0.630212	-0.738219	-0.11963	4.13627	0.252955	2.46216	-2.28698	3.63952	-3.31993	-6.55092	-3.96753	-0.317155	-0.879871	-0.20391	4.22196	0.91807	2.16012	-2.10317	3.57347	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283932	3.8118	-1.16223	2.14466	-2.80435	3.76315	-6.29207	-6.52645	-3.88572	-0.417211	-1.16709	0.125522	4.57738	0.0303055	0.900182	-2.36964	4.07132	-6.38873	-6.40161	-3.14049	-0.113688	-0.896459	0.112722	4.33941	0.489796	1.98136	-2.82249	3.56734	-6.01782	-6.5967	-3.8172	-0.226534	-1.57507	-0.438458	4.27334	0.914485	1.85173	-2.88783	4.53551	-4.13116	-6.74851	-3.68313	-0.896073	-0.736895	0.0540623	2.96806	0.121217	-2.21493	-3.25777	4.51527	-4.54884	-6.60395	-3.64329	-0.703217	-0.97354	0.0438729	3.12829	0.0940656	0.0386842	-2.80805	4.13326	-3.67153	-6.36649	-3.91418	-1.02013	-0.939492	0.39036	3.16305	-0.346371	-0.0201508	-2.39188	4.08537	-5.59811	-6.51725	-4.23559	-1.0243	-0.702831	-0.0346275	2.98712	-1.81067	1.09895	-1.72874	4.08334	-4.43529	-6.35425	-4.2549	-0.803897	-0.791501	-0.0887298	2.96612	-1.67633	2.10362	-2.1094	4.15787	-5.29752	-6.84892	-3.81265	-1.07384	-0.582509	0.111918	1.84337	-2.58049	2.27727	-1.056534e+02	-5.377783e+02	-6.434317e+02
11300	0.395457	0.983188	0.905899	0.84161	0.669631	0.327508	0.0132657	0.931645	0.821546	0.979107	0.010737	-2.16909	-6.76976	4.0544	-4.93909	-3.76793	-1.23765	-0.888918	-0.543624	4.19426	-0.56606	1.91562	0.167755	0.090673	0.0533933	0.470811	0.173652	0.200267	0.0713646	0.151553	0.78097	1.00037	0.845888	-2.08059	4.08481	-4.09254	-6.82406	-4.41408	-0.927337	-0.794013	-0.204266	4.52728	-0.174497	1.32158	-1.62714	4.2774	-4.49738	-6.71686	-4.30217	-1.10183	-0.716948	-0.0596538	4.42911	0.636073	1.28776	-2.10317	3.57347	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283948	3.8118	-1.16223	2.14466	-2.41152	3.75453	-3.7921	-6.40406	-3.22275	-1.13811	-1.1285	-0.497024	4.39738	0.761848	2.66769	-2.19453	3.64765	-3.88339	-6.75158	-3.7466	-0.106922	-1.68798	-0.349357	4.43826	0.475187	2.33448	-2.85621	3.82746	-5.08731	-6.37201	-3.13367	-2.13127	-0.956357	-0.352614	3.95059	1.34936	1.87732	-2.1702	4.10564	-3.86347	-6.76098	-3.81803	-1.35417	-0.923784	-0.056341	3.3566	-1.26206	0.980018	-2.00106	3.74672	-3.18802	-6.88282	-4.0997	-0.687213	-0.656393	-0.977812	3.95314	-0.00965712	0.577304	-2.85036	4.09109	-4.00859	-6.65523	-3.38526	-1.55675	-0.909099	0.258193	3.17251	0.0153458	-0.0651625	-2.34892	3.96228	-5.60318	-6.80439	-4.08388	-0.990887	-0.509353	-0.314921	3.0871	-2.38397	2.57549	-2.70741	4.09103	-5.39219	-6.63106	-4.15794	-0.924928	-0.486287	-0.562833	3.1364	-1.60243	3.21092	-2.10974	4.15435	-5.29347	-6.84892	-3.8126	-1.07384	-0.581378	0.111935	1.84337	-2.58049	2.27727	-9.466258e+01	-5.393428e+02	-6.340054e+02
11350	0.328845	0.973778	0.919774	0.928744	0.6774	0.276864	0.0109272	0.855156	0.810984	1.0564	0.0106094	-2.01694	-6.71112	3.86805	-4.70791	-4.12235	-0.933845	-1.03181	-0.092153	3.05055	-1.5887	2.99362	0.134798	0.0668339	0.0541205	0.120044	0.181631	0.0959526	0.146864	0.106437	0.459406	2.63089	1.28332	-2.50892	3.73326	-4.42448	-6.8837	-4.86711	-0.940684	-1.02853	-0.412842	4.36885	0.252354	1.56656	-2.51663	3.6766	-4.89222	-6.82261	-4.76072	-0.702689	-1.02152	-0.419892	4.3497	0.141869	1.54383	-2.10317	3.57347	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283948	3.8118	-1.16223	2.14466	-2.29877	3.72087	-4.19257	-6.78725	-3.99037	-0.917679	-0.829083	0.278658	3.55258	-1.00849	1.46963	-2.09843	3.93508	-4.10255	-6.62693	-3.47075	-0.951014	-1.78832	-0.407499	4.52883	1.1085	2.32999	-2.13475	3.61582	-4.28496	-6.6074	-3.27044	-0.77911	-1.17204	0.233765	3.71959	0.87762	1.84175	-1.59949	3.90923	-4.59464	-6.87054	-4.01132	-0.706746	-0.414763	-0.524329	3.66573	0.437243	0.442993	-0.961849	4.13247	-4.83081	-6.81611	-4.51579	-0.472506	-0.38141	-1.28709	4.17979	-0.345207	0.148305	-1.03128	4.04425	-4.6055	-6.7523	-3.35586	-1.42822	-0.530229	-0.113641	3.32354	-0.117279	0.123908	-1.95157	3.97868	-4.45386	-6.58899	-3.66108	-1.03949	-0.98083	0.354745	2.21204	-1.9568	3.18846	-1.94121	4.06327	-4.28229	-6.85336	-4.08921	-1.13369	-1.44492	0.216106	3.21503	-1.39207	2.29618	-2.10951	4.15599	-5.29136	-6.84894	-3.81261	-1.07384	-0.580181	0.111936	1.84338	-2.5805	2.27724	-9.224346e+01	-5.421825e+02	-6.344260e+02
11400	0.578279	0.934265	0.898488	0.785616	0.80208	0.409245	0.0109526	0.744354	0.901419	1.02081	0.0102689	-1.84847	-6.52243	4.32009	-4.68072	-3.65486	-0.620222	-1.1957	-0.468308	4.14884	-0.848808	1.0514	0.117092	0.440914	0.0898524	0.264591	0.419113	0.0508368	0.0548468	0.0677954	3.46885	1.05634	1.14019	-1.70052	4.08456	-4.62913	-6.19191	-5.45152	-0.791334	-1.24498	-0.376903	4.32912	0.139516	1.20366	-1.1146	3.9557	-4.5574	-6.61212	-5.08787	-0.927796	-1.5545	-0.382691	4.15223	0.14164	1.46787	-2.10317	3.57347	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.283948	3.81184	-1.16223	2.14467	-2.18473	4.07643	-5.24314	-6.53245	-3.64137	-0.760826	-1.58904	-0.232464	4.39683	0.777948	2.25826	-2.34638	4.08954	-4.30138	-6.11309	-3.40481	-0.323292	-1.46642	-0.515207	4.33395	0.770454	2.71862	-2.15818	4.25274	-4.50065	-6.08777	-3.7841	-0.695749	-1.66583	-0.592585	3.93496	1.08224	2.86184	-2.19637	3.89027	-4.57208	-6.37387	-3.96245	-0.81033	-0.715646	-0.44876	3.51252	-1.07469	0.195529	-2.60798	3.94011	-4.67767	-6.63673	-4.38875	-0.575496	-0.523855	-0.198696	4.137	-0.0415127	0.662636	-2.66244	3.93759	-4.24753	-6.61817	-3.72617	-1.00972	-0.732453	-0.189894	3.06675	-0.23537	0.34798	-2.1146	4.3019	-4.26925	-6.69804	-3.85276	-0.819367	-0.777474	0.0414859	4.25407	-2.98975	2.11132	-1.85236	4.40298	-4.07023	-6.83041	-4.16613	-1.42168	-0.45872	0.057354	3.37726	-1.5836	1.99665	-2.10963	4.1604	-5.30118	-6.84894	-3.81261	-1.07384	-0.580842	0.111933	1.84339	-2.58049	2.27722	-1.052024e+02	-5.432276e+02	-6.484301e+02
11450	0.468074	0.958112	1.05467	0.820159	0.804669	0.452149	0.0103405	0.735849	0.81199	0.877354	0.0108195	-1.61959	-6.5927	3.94158	-5.07831	-4.39736	-1.10028	-0.500802	-0.455673	3.20583	-0.358509	2.04772	0.169309	0.0990908	0.173252	0.240202	0.486902	0.0723705	0.186979	0.0701016	1.00186	1.01872	2.40149	-1.69661	3.25805	-4.56864	-6.47167	-4.43385	-0.981856	-0.978112	-0.200892	4.18097	-1.39521	3.08849	-1.34935	3.64514	-4.34555	-6.83059	-5.08647	-0.786134	-0.71048	-0.221018	4.34992	-0.399513	0.55656	-2.10317	3.57348	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28399	3.81177	-1.16226	2.14467	-1.57913	3.62868	-5.4622	-6.41079	-3.5863	-1.08238	-0.850798	-0.0949158	2.24149	1.58857	2.65102	-2.10225	3.93497	-5.06096	-6.24717	-3.37475	-1.44212	-1.79238	-0.510565	4.31301	1.61406	2.49468	-1.39982	3.95105	-4.91375	-6.49735	-3.33624	-0.137539	-1.23411	0.126722	4.1192	0.715499	0.132343	-1.60112	4.14055	-4.71553	-6.76626	-4.76659	-1.04153	-0.410926	-0.686291	3.59017	-0.641288	1.21382	-2.2342	4.23907	-4.60655	-6.63578	-4.48405	-0.763279	-0.739405	-1.01936	3.96218	0.0221749	-0.799786	-1.56571	3.99761	-5.26273	-6.69026	-3.7765	-1.4973	-1.20924	-0.63078	3.23379	0.114431	0.654286	-2.1572	3.78939	-5.00221	-6.65166	-4.71926	-0.968313	-0.514794	-0.264849	3.25625	-1.36248	4.24277	-1.52009	4.04739	-5.32665	-6.77216	-4.27786	-1.00284	-0.676837	-0.439478	3.67934	-0.705908	2.3577	-2.10997	4.15973	-5.30597	-6.84899	-3.8126	-1.07383	-0.580952	0.111922	1.8434	-2.58049	2.27729	-1.161046e+02	-5.441593e+02	-6.602638e+02
