iter	M_lnPC_stom(1)	M_lnPC_jeju(1)	M_lnPC_colon(1)	M_lnFu_jeju(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKmet(1)	M_lnKc2p(1)	M_lnKp2c(1)	V_lnPC_stom(1)	V_lnPC_jeju(1)	V_lnPC_colon(1)	V_lnFu_jeju(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKmet(1)	V_lnKc2p(1)	V_lnKp2c(1)	Ve_lnC_central(1)	lnPC_stom(1.1)	lnPC_jeju(1.1)	lnPC_colon(1.1)	lnFu_jeju(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKmet(1.1)	lnKc2p(1.1)	lnKp2c(1.1)	lnPC_stom(1.1.1)	lnPC_jeju(1.1.1)	lnPC_colon(1.1.1)	lnFu_jeju(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKmet(1.1.1)	lnKc2p(1.1.1)	lnKp2c(1.1.1)	lnPC_stom(1.1.2)	lnPC_jeju(1.1.2)	lnPC_colon(1.1.2)	lnFu_jeju(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKmet(1.1.2)	lnKc2p(1.1.2)	lnKp2c(1.1.2)	lnPC_stom(1.1.3)	lnPC_jeju(1.1.3)	lnPC_colon(1.1.3)	lnFu_jeju(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKmet(1.1.3)	lnKc2p(1.1.3)	lnKp2c(1.1.3)	lnPC_stom(1.1.4)	lnPC_jeju(1.1.4)	lnPC_colon(1.1.4)	lnFu_jeju(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKmet(1.1.4)	lnKc2p(1.1.4)	lnKp2c(1.1.4)	lnPC_stom(1.1.5)	lnPC_jeju(1.1.5)	lnPC_colon(1.1.5)	lnFu_jeju(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKmet(1.1.5)	lnKc2p(1.1.5)	lnKp2c(1.1.5)	lnPC_stom(1.1.6)	lnPC_jeju(1.1.6)	lnPC_colon(1.1.6)	lnFu_jeju(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKmet(1.1.6)	lnKc2p(1.1.6)	lnKp2c(1.1.6)	lnPC_stom(1.1.7)	lnPC_jeju(1.1.7)	lnPC_colon(1.1.7)	lnFu_jeju(1.1.7)	lnV_central(1.1.7)	lnVmax_vitro(1.1.7)	lnKm_vitro(1.1.7)	lnKmet(1.1.7)	lnKc2p(1.1.7)	lnKp2c(1.1.7)	lnPC_stom(1.1.8)	lnPC_jeju(1.1.8)	lnPC_colon(1.1.8)	lnFu_jeju(1.1.8)	lnV_central(1.1.8)	lnVmax_vitro(1.1.8)	lnKm_vitro(1.1.8)	lnKmet(1.1.8)	lnKc2p(1.1.8)	lnKp2c(1.1.8)	lnPC_stom(1.1.9)	lnPC_jeju(1.1.9)	lnPC_colon(1.1.9)	lnFu_jeju(1.1.9)	lnV_central(1.1.9)	lnVmax_vitro(1.1.9)	lnKm_vitro(1.1.9)	lnKmet(1.1.9)	lnKc2p(1.1.9)	lnKp2c(1.1.9)	lnPC_stom(1.1.10)	lnPC_jeju(1.1.10)	lnPC_colon(1.1.10)	lnFu_jeju(1.1.10)	lnV_central(1.1.10)	lnVmax_vitro(1.1.10)	lnKm_vitro(1.1.10)	lnKmet(1.1.10)	lnKc2p(1.1.10)	lnKp2c(1.1.10)	lnPC_stom(1.1.11)	lnPC_jeju(1.1.11)	lnPC_colon(1.1.11)	lnFu_jeju(1.1.11)	lnV_central(1.1.11)	lnVmax_vitro(1.1.11)	lnKm_vitro(1.1.11)	lnKmet(1.1.11)	lnKc2p(1.1.11)	lnKp2c(1.1.11)	lnPC_stom(1.1.12)	lnPC_jeju(1.1.12)	lnPC_colon(1.1.12)	lnFu_jeju(1.1.12)	lnV_central(1.1.12)	lnVmax_vitro(1.1.12)	lnKm_vitro(1.1.12)	lnKmet(1.1.12)	lnKc2p(1.1.12)	lnKp2c(1.1.12)	LnPrior	LnData	LnPosterior
20200	-1.29495	-1.34952	-1.1906	-1.6712	2.29504	-0.0249155	5.61886	-3.72366	2.22355	0.73876	0.181158	0.198306	0.193989	0.205882	1.11894	0.159302	0.0458093	0.0630112	0.109302	0.428962	0.0190278	-1.25369	-1.05665	-1.94508	-1.87904	2.28146	0.169766	5.19118	-3.49739	2.05679	1.04289	-1.38028	-1.56298	-1.89534	-1.9677	1.2395	0.262697	5.2203	-3.2156	1.88051	0.551773	-1.11532	-1.47661	-1.26634	-2.05577	1.9442	-0.0271424	4.90098	-3.56657	2.18774	1.69659	-1.38058	-0.642738	-1.67657	-2.04126	0.686103	0.26013	5.15551	-3.04507	2.17031	0.0748556	-1.0821	-1.24532	-0.980391	-1.84721	2.06146	0.342534	5.28156	-3.54167	  1.8	1.86683	-1.16831	-0.796453	-2.22641	-1.73079	1.34956	0.121537	5.29659	-3.86922	2.09423	0.813545	-0.863632	-0.832042	-1.87047	-1.91004	1.07943	0.0764207	 5.07	-3.11396	2.27638	0.648247	-1.5278	-0.744035	-1.57675	-2.14739	2.1988	-0.19986	4.89842	-3.43466	2.02826	1.93388	-0.875721	-1.49723	-1.89048	-2.52495	1.98372	0.631434	4.70191	-3.73929	1.35234	1.55295	-0.799946	-1.01638	-1.90185	-2.12399	1.9352	0.580406	4.89615	-3.63842	2.01626	1.4842	-1.23676	-1.45392	-1.12909	-1.44467	2.12137	-0.0880749	4.84887	-3.10662	2.03885	1.87581	-1.31351	-0.99833	-1.91017	-1.56674	1.63654	-0.0600064	5.20221	-3.54485	2.25132	1.09996	-2.03995	-0.802304	-1.89397	-2.20484	0.684958	0.27214	5.05388	-3.7904	1.99274	-0.127068	-4.839822e+01	5.997320e+01	1.157498e+01
20300	-0.370866	-1.1075	-0.907946	-1.53512	1.20253	0.502981	5.35331	-3.01706	2.1502	1.37575	1.47497	0.0887649	0.216711	0.106111	0.248761	0.0696464	0.0669876	0.279317	0.0996789	0.447439	0.0278626	-0.458139	-1.27933	-1.85589	-2.00466	1.53056	0.404658	5.18389	-3.44798	2.03457	1.01698	0.0552165	-1.35705	-1.86942	-2.12437	1.3438	0.119104	5.31847	-3.56981	1.92415	0.568438	1.07769	-1.58467	-2.19504	-2.27998	2.2618	0.736889	5.43445	-3.69261	1.88375	2.08504	-1.24881	-1.26136	-1.84677	-1.75234	0.88661	0.505648	5.13787	-2.34661	1.83855	0.465457	0.717283	-1.49562	-1.65821	-1.81841	1.94855	0.735515	5.36626	-3.67434	1.17549	1.67136	0.2696	-0.726968	-1.87982	-1.94269	1.83616	0.414334	5.55194	-3.19221	1.19745	0.800825	0.796011	-1.24671	-2.18791	-1.67664	0.861804	0.0279334	4.88433	-3.68977	2.032	0.331464	-1.27776	-1.43508	-2.15625	-1.7669	1.78453	0.714631	5.42766	-3.29541	2.13963	1.79273	1.77249	-1.3972	-2.29057	-2.03855	1.73168	0.133751	5.20068	-2.55682	1.97113	1.39966	-0.330353	-1.02332	-1.82134	-2.51524	2.1572	0.767949	4.89632	-2.96538	1.92855	1.70052	1.45186	-1.43962	-0.95646	-2.18665	1.99995	0.690252	4.67428	-3.73282	2.03765	2.11227	-0.119495	-1.19821	-1.70105	-1.98245	1.48908	0.537346	5.13206	-2.99203	2.19497	1.40191	-1.83217	-1.05968	-1.49058	-1.86401	0.739039	0.228376	5.22559	-3.62451	1.99698	-0.209581	-6.532589e+01	4.578113e+01	-1.954476e+01
20400	-0.398808	-1.09371	-1.82557	-1.7153	0.844623	-0.424212	5.27464	-3.48954	2.09376	0.959965	0.057088	0.0404127	0.244388	0.101321	0.288723	0.226647	0.401967	0.200556	0.0479919	1.58263	0.0232245	-0.299109	-1.40261	-1.86593	-1.87803	1.5223	0.25622	4.7013	-3.20566	2.10016	1.99125	-0.0481207	-1.18246	-1.6225	-2.25748	1.6024	0.265586	5.47369	-2.918	2.19934	1.15635	-0.517289	-1.4181	-1.67674	-2.3463	2.1155	0.409035	5.5145	-2.37181	2.18116	1.81434	-0.327095	-1.30433	-1.84043	-1.67511	0.656214	0.303064	4.95943	-2.35158	1.85901	-0.197516	-0.727565	-1.26404	-2.27481	-1.7637	1.95328	0.488682	5.52694	-3.3161	2.20842	2.13156	-0.315197	-1.72553	-1.90925	-1.69114	1.6795	0.720529	5.33931	-2.49352	1.72663	1.43755	-0.389888	-1.29266	-1.99985	-1.75872	0.710022	-0.0434241	4.83802	-2.95567	2.16051	0.263474	0.115453	-1.48089	-1.86021	-1.42799	1.99591	-0.102325	4.88701	-3.63896	1.95524	2.08985	-0.319922	-1.58464	-1.4418	-1.87248	1.92569	0.548833	5.41466	-2.71174	1.81796	1.90473	-0.212103	-1.28568	-1.57289	-2.12073	1.77863	1.073	5.18086	-3.11221	2.22005	1.4454	-0.428638	-1.55118	-1.98384	-1.8789	1.89157	0.629255	5.17031	-2.69038	2.27348	1.70433	-0.177039	-1.5686	-1.80817	-2.04069	1.11189	0.419861	4.69399	-2.82882	2.29448	0.875087	-0.0638108	-1.33532	-1.08904	-2.36128	0.265407	0.791061	4.83281	-3.33725	2.11441	-0.281807	-4.694616e+01	5.229608e+01	5.349923e+00
20500	0.0822099	-1.24072	-1.95176	-1.69351	0.254296	0.149732	4.84061	0.180835	2.28021	1.96797	0.0524353	0.111124	0.0997431	0.036876	0.659042	0.0623513	0.138016	1.29436	0.0627675	0.637507	0.0224217	-0.196374	-1.49329	-2.08425	-2.03248	1.13694	0.195633	4.88256	-1.98459	2.16353	1.69977	-0.120816	-1.04568	-2.0856	-2.15454	1.09851	-0.169652	4.97282	-2.6543	2.22079	0.469158	-0.27555	-1.86765	-1.83503	-2.30002	1.8577	0.456351	5.08094	-3.29068	2.15107	1.51016	-0.322026	-1.03143	-1.9716	-2.1329	0.841835	0.357529	5.10229	-1.00065	2.28118	0.342363	-0.0539518	-1.81427	-1.85871	-2.14486	2.04443	0.500983	5.1926	-2.37329	1.62286	1.88286	-0.112963	-1.01625	-2.05404	-1.88864	1.50609	0.225741	4.96144	-3.74751	2.05204	1.35932	-0.0432716	-1.34474	-2.02028	-1.68543	0.902679	0.114608	5.10169	-1.69575	2.14728	0.447952	-0.133862	-1.54817	-2.12881	-1.81924	2.08147	0.247044	5.25037	-2.45302	2.15726	1.99246	-0.582814	-1.71909	-2.19529	-2.1145	2.09457	-0.255061	5.09448	-1.99478	1.99539	1.85577	0.274402	-1.87552	-1.71186	-1.88568	1.93096	0.61474	4.75558	-2.78122	2.05201	2.16054	-0.216566	-1.92205	-2.07676	-1.7771	2.25415	0.407449	5.13272	-2.44417	1.99578	2.03146	-0.0135962	-1.53002	-1.51397	-1.92551	1.51287	-0.362963	4.66555	-1.58381	2.29938	1.17444	-0.518323	-1.53086	-2.27596	-2.28023	0.53861	0.315995	5.30145	-0.440151	2.26428	-0.0344164	-4.609455e+01	5.533396e+01	9.239416e+00
20600	-0.0491734	-0.816576	-2.15678	-1.93209	2.24936	0.421088	4.99917	-2.76703	2.27997	1.26246	0.110721	0.204926	0.0618948	0.0902234	0.37199	0.0508146	0.158709	0.116484	0.0683377	0.821696	0.0265394	-0.414793	-1.38137	-2.12512	-2.02204	1.78415	0.239485	4.66855	-2.74398	2.16959	1.8868	-0.607321	-1.45434	-2.05772	-2.59423	1.16262	0.294789	4.8934	-2.83686	2.17501	0.692373	-0.587868	-2.00418	-1.5415	-1.79307	1.90116	-0.0186051	5.18849	-2.57955	2.08117	1.75978	-0.947553	-1.05165	-2.03552	-1.72627	0.742658	-0.00993171	4.74461	-3.11414	2.19289	0.439535	-0.332773	-0.945762	-2.008	-2.10203	2.24553	-0.06366	5.22953	-2.73266	2.12524	1.98982	-0.569785	-1.16171	-1.87169	-1.71336	1.50472	0.0638391	5.05954	-2.79289	1.65091	0.756811	-0.264827	-1.44662	-1.63466	-1.67669	0.559517	0.390111	4.86574	-2.63082	2.20443	0.42324	-0.182804	-1.2652	-2.11434	-2.08953	1.90933	0.0190249	4.62046	-3.20157	1.80362	1.74782	-0.123245	-1.26393	-2.09612	-2.62199	1.58829	0.546359	4.80521	-2.49699	1.7401	1.0134	-1.217	-1.39667	-1.99934	-2.1908	1.86967	0.211196	4.69556	-2.00686	2.23754	1.40817	-0.51969	-1.4121	-2.10813	-1.68982	2.0822	0.332823	5.07906	-2.97631	2.22817	2.11274	-0.766999	-1.32338	-2.26773	-1.72517	1.21423	0.350698	5.12757	-3.03565	2.14985	0.938881	-0.275136	-0.86387	-1.71763	-1.97309	0.699972	0.342042	5.48755	-3.03292	2.23412	0.0949451	-2.930179e+01	4.272934e+01	1.342755e+01
20700	0.357881	-1.56551	-0.91765	-2.207	2.1607	0.304681	4.69557	-3.03172	2.14473	0.990263	0.0713908	0.376655	0.169515	0.0516611	0.895839	0.139737	0.0938222	0.118374	0.172056	0.597327	0.0252984	-0.0070611	-1.49951	-1.15234	-2.16818	2.11202	0.408041	4.64018	-2.61338	1.69572	1.04867	0.256075	-1.93231	-0.766364	-2.02221	1.11593	-0.0293779	4.79466	-2.46983	2.1226	0.557005	-0.371578	-1.88788	-0.985176	-2.23918	2.1356	0.322707	5.15296	-2.79728	1.9382	1.86673	-0.262926	-1.45025	-1.05449	-1.73604	0.645536	0.120977	4.64144	-2.00006	1.87752	-0.170192	-0.0554532	-1.56154	-1.201	-1.76009	2.22457	-0.212489	5.06942	-2.51006	1.72394	1.89813	0.155987	-0.860465	-1.5647	-2.29885	2.04398	0.07384	4.73445	-2.9816	1.27611	1.1594	0.194257	-0.827485	-1.05386	-2.1629	1.18241	-0.174096	4.71726	-2.59834	2.07683	0.496816	0.533871	-1.68238	-1.84556	-2.06955	1.87263	0.434819	4.70864	-3.01357	1.5971	1.92892	-0.153787	-1.91624	-0.292644	-2.26109	1.38596	0.698534	4.6602	-2.86048	1.90836	1.50285	-0.178097	-2.25367	-1.36404	-1.90307	2.15577	0.646968	4.89275	-2.22384	1.16743	1.49332	0.244476	-1.77628	-1.3784	-2.12682	2.27655	0.635778	4.82805	-2.77449	1.99576	2.28318	0.253269	-1.42374	-1.03509	-2.07757	1.39596	0.240712	4.63804	-2.27613	1.80844	0.550356	-0.163229	-1.21703	-0.706862	-2.33936	0.855911	0.520007	5.14523	-2.18898	1.8201	-0.145928	-4.522543e+01	5.129326e+01	6.067829e+00
20800	0.0124608	-1.29074	-1.49135	-1.98939	2.2732	-0.0439266	4.96162	-3.07008	2.29038	1.65372	0.0939785	0.180734	0.0921802	0.100701	0.656489	0.0862236	0.0783699	0.107073	0.484482	0.400119	0.0305959	-0.182007	-1.52304	-1.76823	-2.13932	2.00806	0.29237	4.78181	-2.60778	2.27877	1.20765	-0.455086	-2.17487	-1.81436	-1.66388	1.2172	0.399544	5.09469	-2.72403	1.82912	0.851041	-0.651707	-1.38283	-1.71531	-2.44827	1.88708	0.197862	4.86428	-3.20236	2.29794	1.5438	0.213223	-1.36941	-1.70893	-1.85973	0.67698	0.560727	4.91348	-2.99486	1.61383	-0.372033	-0.45149	-1.05608	-1.59495	-2.34951	1.90824	0.304364	4.97404	-2.90944	2.03786	1.95582	-0.580995	-0.917193	-1.25325	-2.0692	1.99881	0.132974	5.06364	-2.66637	1.10815	0.731303	0.148034	-1.02984	-1.23238	-1.85341	0.934865	0.151875	5.06005	-2.80219	2.24436	0.566134	-0.423118	-1.62671	-1.60682	-1.51742	1.87389	0.271445	5.09744	-2.88274	1.43895	1.27106	-0.343746	-1.86327	-1.73375	-2.02686	1.89272	0.000673033	4.91472	-2.21562	1.87394	1.54295	-0.539631	-1.15828	-1.60327	-2.20854	1.86787	0.533538	4.73849	-2.85501	1.92256	1.19586	0.0760309	-1.42224	-1.72704	-2.05472	2.26259	0.231225	4.95512	-2.47485	2.24625	2.25814	0.0354624	-1.1113	-1.8856	-2.23417	1.68534	0.239861	4.82196	-2.36216	2.19217	1.02986	-0.283127	-0.761199	-1.79439	-2.46611	0.760123	0.2734	4.84515	-3.01207	2.27717	0.193498	-3.504650e+01	4.748413e+01	1.243762e+01
20900	-0.663886	-1.0274	-0.274985	-1.41904	1.60454	-0.127304	4.68627	-2.39885	2.23335	2.28379	0.13422	0.243744	0.137209	0.0680531	0.37863	0.184816	0.116842	0.112422	0.077247	2.19358	0.0204585	-0.943488	-1.09033	-0.507539	-1.97893	1.57669	0.359393	4.76953	-3.12822	2.22974	1.99865	-0.125944	-1.49851	-0.924413	-2.03781	1.51482	0.0506872	4.97142	-3.36775	2.00063	1.12423	-0.895807	-1.76109	-0.534469	-2.09014	1.89669	0.0975796	5.03902	-2.74377	2.18038	1.45223	-1.77878	-0.896041	-1.02356	-1.85935	0.996446	-0.0349001	4.73737	-3.49353	1.90685	0.357537	-0.406518	-0.842219	-1.01032	-2.39685	1.97307	0.50405	5.29103	-3.3112	2.21317	2.28138	-0.844076	-1.60058	0.132842	-1.72781	1.43104	0.437705	4.90186	-3.29491	1.79768	1.20786	-0.985142	-0.318902	-0.94537	-2.40752	1.26346	0.0359197	5.17504	-3.11642	2.20029	0.6432	-0.750684	-1.12857	-0.404402	-2.06382	2.09911	0.195514	4.99955	-3.09552	2.19092	2.16363	-0.516777	-0.843314	-0.150858	-1.86084	1.71669	0.117083	5.40819	-2.89844	2.11749	1.548	-1.54332	-1.54714	-0.873029	-1.96545	1.75665	0.491395	4.62455	-2.67746	2.14441	1.66219	-1.37569	-1.53522	-0.668609	-2.2456	2.17122	0.749561	4.94455	-3.03781	1.97694	2.18726	-0.966608	-0.968291	-0.100259	-2.00855	1.39364	0.588662	5.2603	-3.15442	2.06108	0.813946	-0.604074	-1.38709	-0.92067	-1.74111	0.345347	0.128669	4.92567	-2.9795	1.93347	-0.195481	-4.729338e+01	4.685501e+01	-4.383701e-01
21000	-0.538257	-1.62059	0.151188	-1.60318	0.895876	0.578963	4.78712	-2.89587	1.68455	0.947642	0.0709617	0.0761241	0.239896	0.118649	0.243252	0.135648	0.130988	0.0861783	0.0747105	0.394487	0.0281195	-1.02229	-1.54114	-0.0768424	-1.76923	1.50717	0.357862	4.79273	-3.1898	 1.86	1.06806	-0.995928	-1.22068	-0.0517763	-2.15222	1.302	-0.358712	4.92248	-3.15046	1.82459	0.38087	-0.423629	-1.70522	-0.397702	-2.1961	1.88312	0.541189	5.10731	-3.46336	1.98796	1.5384	-0.847917	-1.43586	0.180331	-1.55858	0.841141	0.13508	4.83484	-2.91511	2.03811	0.425213	-1.3645	-1.48575	-0.495373	-1.7761	1.84754	0.0562611	4.78781	-3.32117	1.4676	1.59399	-0.633021	-1.57198	0.730293	-1.82999	1.27311	0.452137	4.81397	-2.8538	1.78445	1.03779	-0.538612	-1.18629	0.0829415	-2.03098	1.00332	0.258484	4.85421	-3.33439	1.83538	0.372474	-0.999457	-1.24617	-0.458895	-1.82699	2.15127	0.257964	5.27192	-3.46245	1.69897	1.74849	-1.48683	-1.4056	0.0112606	-1.62045	1.48817	0.108726	5.34397	-3.02755	2.21521	1.17362	-0.507199	-1.54226	0.305107	-1.62545	1.68465	0.434454	4.83539	-3.03465	2.08915	1.36891	-1.3211	-1.90677	0.118745	-2.13922	1.99075	0.977837	4.67506	-3.47239	1.94615	2.13772	-0.79535	-1.56129	-0.482136	-1.89291	1.30733	0.525854	4.76519	-3.3755	2.02872	1.10127	-0.954504	-1.53237	-0.435516	-1.66364	0.51535	0.234696	4.8459	-2.87739	2.13343	0.271477	-3.033557e+01	4.436592e+01	1.403035e+01
21100	1.77596	-1.54068	-0.360881	-1.86355	0.167528	0.0590203	5.1141	-3.9982	2.24548	1.76971	0.838937	0.116248	0.245918	0.0837882	0.290024	0.0556113	0.0650407	0.17259	0.0499764	0.761731	0.03012	-0.580575	-1.48998	-0.0341815	-1.65605	1.1885	0.124113	4.79996	-3.99829	2.21078	1.42746	-1.50103	-1.65533	-0.0681859	-2.0191	1.25447	-0.0642916	4.78116	-3.54396	2.01305	0.586973	-0.919042	-1.37517	-0.552879	-1.99421	1.81942	0.0781499	4.99441	-3.82374	2.07561	1.42402	-1.07244	-1.27471	-0.669064	-1.82496	0.590718	0.207628	4.73319	-3.79193	2.20238	0.133195	-0.898646	-1.20249	1.527	-2.11845	1.98657	0.162127	4.83865	-3.85489	1.84927	2.14844	-0.886298	-1.78342	0.470661	-1.48631	1.22016	0.416262	4.84885	-3.76446	2.25879	1.85945	-1.95977	-1.39218	-0.245155	-1.78058	0.602947	0.288335	4.72618	-3.37499	2.27549	0.458634	-0.493899	-1.38098	1.50488	-1.71721	1.75989	0.036751	4.83299	-3.9482	2.03387	1.89133	-1.08063	-1.31202	-0.0691474	-1.74045	1.73412	0.0518832	5.08475	-3.68382	1.8975	1.42506	0.347972	-1.53055	-0.274349	-1.48646	1.68581	0.185861	4.83984	-3.4338	2.22398	1.64104	-1.91235	-2.05688	0.00696194	-1.42665	1.58401	0.586487	4.8322	-3.92579	2.24668	2.11463	-1.06078	-1.73801	-0.0593156	-1.63723	0.925715	0.314532	4.61129	-2.73403	2.11364	0.826131	-1.10404	-1.22439	0.118107	-1.52038	0.407506	-0.106093	4.99766	-3.40826	2.01265	-0.264146	-4.757346e+01	5.142378e+01	3.850319e+00
21200	-0.48019	-1.94123	1.03588	-1.68988	2.16679	0.338531	4.78074	-3.72031	2.02105	1.275	0.2387	0.211714	0.422206	0.0615182	0.512067	0.11256	0.0384966	0.0711018	0.111004	0.819212	0.0221395	0.0990083	-1.60461	1.02493	-1.58748	1.20488	0.27335	4.73066	-3.36841	1.96663	1.29062	-0.875028	-1.5006	0.311536	-2.15011	1.48006	0.130193	5.07938	-3.284	1.9335	0.766565	-0.631191	-2.05578	1.0309	-1.81374	1.9656	0.326809	4.85493	-3.23465	2.12865	2.1182	-0.450418	-0.726167	0.332861	-1.76294	0.466287	-0.196873	4.89665	-3.44451	2.2599	0.201481	-0.00486891	-2.23127	-0.138725	-1.48182	1.55855	0.498535	4.92373	-3.07546	1.84967	1.96483	-0.151118	-1.90515	0.0187176	-1.26572	1.05214	0.47547	4.92581	-3.5832	1.67752	0.902308	0.0730016	-1.17114	1.83442	-1.77754	0.535292	0.334246	5.00438	-3.45953	1.97155	0.24653	-0.833397	-1.67161	0.49229	-1.5265	1.83997	0.392711	5.04021	-3.87702	1.8059	1.88609	-0.0937488	-1.97977	1.0178	-1.2777	1.70984	-0.155298	4.79036	-3.11447	1.65926	2.27215	0.578913	-1.80449	1.77403	-1.04173	1.67106	-0.0287599	4.85471	-3.24597	1.80572	1.52764	0.0425261	-1.71779	0.876789	-1.89523	2.16287	0.829208	5.09614	-3.38465	1.70421	1.89955	0.323537	-1.28475	0.652178	-2.05642	1.36447	0.294724	4.75162	-3.40386	1.98176	0.806296	0.195253	-1.35732	2.22559	-1.86409	0.0552558	0.124398	4.77429	-3.40768	2.07766	0.166876	-5.950285e+01	4.510763e+01	-1.439522e+01
21300	-2.20733	-2.16516	1.60883	-1.5986	1.65416	0.890425	5.11354	-2.93	2.21256	-0.83711	0.177371	0.150789	1.12713	0.0882071	0.15357	0.170902	0.0455672	0.291128	0.200606	1.74337	0.0217759	-1.38814	-2.13093	0.833271	-1.64643	1.2483	0.554604	4.95771	-3.20904	2.2285	1.86627	-1.5513	-1.75968	0.308492	-1.7359	1.42108	0.0378862	5.05338	-3.47357	1.88995	1.009	-1.28018	-2.16823	-0.17035	-1.79061	1.70124	0.526649	5.09372	-3.12228	2.284	1.97765	-1.84578	-1.03116	0.455629	-1.56288	0.583595	0.0423757	5.02793	-2.84187	2.12661	-0.173292	-1.15691	-1.78747	0.709565	-1.68053	1.59497	0.204404	4.87271	-2.95451	2.21309	1.83637	-1.44075	-1.77589	1.71253	-1.2959	1.04566	0.472367	5.05993	-3.37517	1.98952	1.51295	-1.7531	-1.46487	1.00086	-1.88826	0.739493	0.568822	5.19475	-2.03169	2.19186	0.338009	-1.85377	-2.10372	1.90523	-1.90424	1.63506	0.642121	4.76322	-2.79521	1.8526	2.2741	-1.57597	-1.70361	1.04554	-1.50371	1.97509	0.0204166	4.89971	-3.61958	1.64586	2.16827	-0.485733	-1.96404	0.244767	-1.29482	1.52143	0.279757	4.71107	-2.9793	2.19144	1.69429	-1.87436	-2.05745	1.83137	-1.08922	1.78834	0.502505	5.28898	-3.03288	2.1919	2.19406	-2.24849	-1.45188	1.21384	-1.90971	1.15678	0.437353	4.81494	-3.44159	1.83913	0.477462	-1.07317	-1.93878	-0.460778	-1.00704	0.285577	0.0490926	5.0076	-2.7015	1.89675	-0.00629023	-7.028929e+01	5.390677e+01	-1.638252e+01
21400	-2.29731	-1.85152	0.276485	-1.22944	1.7048	0.594389	4.68215	-3.44385	2.03595	1.13836	0.141245	0.134897	2.25164	0.0907812	0.588425	0.0518102	0.11681	0.186466	0.173241	1.16167	0.0208562	-2.13399	-1.88324	-0.532985	-1.35525	1.73021	0.236058	4.77096	-3.38157	1.95583	1.73552	-1.9828	-2.06281	-1.53212	-1.75092	1.18782	0.315182	4.92534	-3.70264	1.95936	0.885459	-2.08108	-2.1895	-1.14928	-1.33614	1.79075	0.148066	5.03838	-3.69663	1.88498	1.8281	-1.69292	-1.32007	-1.31507	-1.56908	0.463983	0.143741	4.83206	-3.19498	2.22082	0.151051	-2.10684	-1.77551	-2.14443	-1.46309	2.01775	0.197712	5.03713	-3.85346	1.82798	2.18682	-1.68774	-1.64213	1.6513	-1.41779	1.42982	0.350824	4.9087	-3.77169	1.12634	0.848741	-2.26104	-1.52389	-0.190611	-1.48285	0.864975	0.101613	4.97373	-2.39849	2.26678	0.703614	-1.68023	-1.83536	-1.32863	-1.37659	1.80145	0.109636	5.04132	-2.80618	1.93051	1.7721	-1.94022	-1.99366	0.298479	-1.57454	1.45863	0.659751	5.12733	-3.39578	1.74947	1.61151	-1.89224	-1.79762	-1.55682	-1.43603	2.00572	0.15078	4.91094	-2.72921	1.56887	1.44971	-1.50466	-2.0496	-0.257118	-1.44918	2.03257	0.301414	4.68706	-3.30486	1.6154	1.99589	-2.17274	-1.99929	1.95851	-1.36059	1.13504	0.168256	4.82623	-2.57515	1.85281	1.13874	-1.93514	-1.58371	-1.26754	-1.03871	0.118697	0.06231	5.222	-3.93421	2.20004	-0.0227562	-5.336667e+01	5.971923e+01	6.352563e+00
