iter	M_lnPC_duod(1)	M_lnFu_duod(1)	M_lnFu_colon(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKc2p(1)	V_lnPC_duod(1)	V_lnFu_duod(1)	V_lnFu_colon(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKc2p(1)	Ve_lnC_central(1)	lnPC_duod(1.1)	lnFu_duod(1.1)	lnFu_colon(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKc2p(1.1)	lnPC_duod(1.1.1)	lnFu_duod(1.1.1)	lnFu_colon(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKc2p(1.1.1)	lnPC_duod(1.1.2)	lnFu_duod(1.1.2)	lnFu_colon(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKc2p(1.1.2)	lnPC_duod(1.1.3)	lnFu_duod(1.1.3)	lnFu_colon(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKc2p(1.1.3)	lnPC_duod(1.1.4)	lnFu_duod(1.1.4)	lnFu_colon(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKc2p(1.1.4)	lnPC_duod(1.1.5)	lnFu_duod(1.1.5)	lnFu_colon(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKc2p(1.1.5)	lnPC_duod(1.1.6)	lnFu_duod(1.1.6)	lnFu_colon(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKc2p(1.1.6)	lnPC_duod(1.2)	lnFu_duod(1.2)	lnFu_colon(1.2)	lnV_central(1.2)	lnVmax_vitro(1.2)	lnKm_vitro(1.2)	lnKc2p(1.2)	lnPC_duod(1.2.1)	lnFu_duod(1.2.1)	lnFu_colon(1.2.1)	lnV_central(1.2.1)	lnVmax_vitro(1.2.1)	lnKm_vitro(1.2.1)	lnKc2p(1.2.1)	lnPC_duod(1.2.2)	lnFu_duod(1.2.2)	lnFu_colon(1.2.2)	lnV_central(1.2.2)	lnVmax_vitro(1.2.2)	lnKm_vitro(1.2.2)	lnKc2p(1.2.2)	lnPC_duod(1.2.3)	lnFu_duod(1.2.3)	lnFu_colon(1.2.3)	lnV_central(1.2.3)	lnVmax_vitro(1.2.3)	lnKm_vitro(1.2.3)	lnKc2p(1.2.3)	lnPC_duod(1.2.4)	lnFu_duod(1.2.4)	lnFu_colon(1.2.4)	lnV_central(1.2.4)	lnVmax_vitro(1.2.4)	lnKm_vitro(1.2.4)	lnKc2p(1.2.4)	lnPC_duod(1.2.5)	lnFu_duod(1.2.5)	lnFu_colon(1.2.5)	lnV_central(1.2.5)	lnVmax_vitro(1.2.5)	lnKm_vitro(1.2.5)	lnKc2p(1.2.5)	lnPC_duod(1.2.6)	lnFu_duod(1.2.6)	lnFu_colon(1.2.6)	lnV_central(1.2.6)	lnVmax_vitro(1.2.6)	lnKm_vitro(1.2.6)	lnKc2p(1.2.6)	LnPrior	LnData	LnPosterior
18900	0.966045	-4.99911	-5.68507	-0.254454	-0.947875	6.03907	-0.0942373	0.149917	0.140131	0.166613	0.0918634	0.098467	0.147016	0.140694	0.499963	1.33228	-5.41039	-5.46655	-0.371836	-0.791583	6.0684	0.199618	1.02961	-5.80259	-5.7139	-0.567777	-1.1435	6.01534	-0.0964709	1.31803	-6.12313	-5.09767	-0.868284	-0.858545	6.14856	-0.113967	0.900235	-5.24544	-5.10833	-0.0571772	-0.45383	6.32288	0.00238712	1.97341	-5.11928	-6.17185	-0.602071	-0.436305	5.46376	-0.125902	1.84507	-5.1428	-5.76589	-0.785035	-1.17688	6.53101	-0.272858	0.700832	-5.3564	-5.24998	-0.51093	-0.531862	5.53329	-0.227411	0.578803	-4.89174	-5.24844	-0.126083	-1.13931	5.9177	-0.182361	0.114848	-5.08659	-5.05065	-0.749524	-1.43332	5.50571	-0.0055289	0.696771	-4.88498	-5.48646	-0.500211	-1.2708	5.90208	0.222211	0.32819	-4.61111	-4.84953	-0.211662	-1.39865	5.55312	-0.263741	1.03282	-3.98074	-4.96895	-0.0352949	-1.3324	6.17124	0.161128	0.242618	-5.05415	-4.71614	-0.110258	-1.22974	6.03567	-0.646321	0.300495	-4.24266	-4.26932	-0.425697	-1.53423	5.90072	0.39482	-2.880737e+01	-1.082726e+04	-1.085606e+04
19000	0.568256	-5.48891	-4.91269	-1.10485	-0.851398	5.75744	0.0717568	0.0644114	0.164193	0.131805	0.195638	0.105936	0.144839	0.130619	0.499939	0.242121	-5.55885	-5.12575	-1.68534	-1.15435	5.919	0.389928	0.429419	-5.44369	-5.0577	-1.27318	-1.60553	5.77293	0.269331	0.266352	-5.68058	-4.95933	-1.41587	-0.673896	6.17109	0.742971	0.0698041	-5.59389	-5.74875	-1.36204	-1.17427	6.00564	0.388658	0.635319	-6.22757	-4.83768	-1.63886	-0.828104	6.0796	0.158291	0.318797	-5.07225	-4.9402	-1.81439	-0.981215	6.01192	0.418144	0.525112	-5.5112	-4.86419	-1.89459	-0.956874	6.16887	0.760496	0.862503	-5.48682	-4.34577	-0.905779	-0.736466	5.55708	0.0953938	0.85366	-6.17359	-4.35437	-1.74438	-0.967798	5.61394	-0.0626373	0.665161	-5.87051	-4.3724	-1.52167	-0.592	6.3213	-0.275613	0.977148	-5.28642	-5.05624	-0.680295	-0.432466	5.65137	-0.470802	0.503815	-5.46756	-4.64332	-0.310904	-1.09133	5.8906	-0.0792474	0.4918	-5.66293	-4.51231	-0.591363	-0.671175	5.40188	0.289383	1.39795	-5.89063	-4.56215	-0.361937	-1.10949	6.15368	0.106334	-2.240870e+01	-1.082776e+04	-1.085017e+04
19100	0.949994	-5.92293	-5.25548	-1.33257	-0.719061	5.98293	1.55184	0.128241	0.14859	0.101418	0.126078	0.0306809	0.30717	0.23223	0.499983	0.298587	-6.07614	-5.35274	-1.21233	-1.08268	6.25393	1.49864	0.692751	-5.81427	-5.47679	-1.67763	-0.821248	5.98937	0.986199	0.580624	-6.26703	-5.55541	-1.47252	-1.57597	6.57669	0.789494	0.320977	-5.83425	-5.5337	-0.563063	-1.0112	5.67743	1.21225	0.74328	-6.02778	-4.63279	-1.25275	-1.17012	6.55726	1.32376	0.558564	-5.8237	-5.43635	-1.76797	-1.44805	6.07214	1.08485	0.0662556	-5.62813	-5.13256	-1.29195	-1.28715	5.89275	1.5832	1.01582	-5.97065	-5.24706	-0.694808	-0.66259	6.47388	0.402689	0.495506	-5.55591	-5.38278	-0.568095	-0.923662	6.6198	-0.212862	0.351704	-6.20468	-5.23079	-0.560805	-0.807151	6.61385	0.0300297	0.592225	-6.22572	-5.06443	-0.31709	-0.535333	6.4288	0.109182	1.20181	-6.54058	-4.5933	-0.133181	-0.771183	5.78942	0.506908	1.35271	-5.62366	-4.87223	-0.786007	-0.841916	5.66618	0.452738	1.53337	-6.20699	-5.01065	-0.970362	-0.706634	5.82635	0.151178	-3.093369e+01	-1.082684e+04	-1.085777e+04
19200	0.560215	-5.5526	-4.52837	-1.31556	-1.33994	5.53965	1.35976	0.119681	0.139766	0.491817	0.248684	0.235946	0.217773	0.764828	0.49994	1.03443	-5.86198	-3.45806	-1.59591	-1.23322	5.67388	-0.0750406	1.47998	-5.5585	-3.04386	-1.63602	-1.17194	5.65208	0.229303	1.14497	-5.82513	-3.50196	-2.15383	-1.28922	5.42411	-0.318621	0.346922	-5.92892	-4.48893	-1.42347	-1.60243	5.38283	0.679061	1.15807	-6.42752	-3.03863	-1.33162	-2.02955	5.74902	0.576853	0.958882	-5.30261	-3.97662	-1.11567	-0.171043	5.733	-0.10762	1.21846	-5.92286	-2.4172	-1.27401	-0.868699	5.78507	0.841457	0.444175	-6.09087	-5.57845	-1.5566	-1.40469	5.78433	1.34151	0.449296	-6.21531	-5.65029	-2.0466	-1.27138	6.04148	1.51906	0.779112	-5.85887	-6.11646	-1.43509	-1.26364	5.77997	1.59292	0.0459051	-5.76224	-5.92625	-1.12384	-1.47428	5.83983	1.01033	0.145192	-5.89951	-6.01433	-2.19574	-1.33641	5.7951	1.47325	0.660726	-6.17306	-5.33795	-1.41314	-0.79604	5.95275	1.09955	0.629267	-6.58132	-4.10002	-1.45604	-1.3448	5.61633	1.5813	-4.985930e+01	-1.082775e+04	-1.087761e+04
19300	0.435852	-5.85715	-5.08372	-1.54283	-1.82919	5.38446	1.47507	0.0422067	0.245441	0.0943488	0.0686963	0.0569937	0.330425	0.647197	0.499975	0.842714	-5.68915	-4.96817	-1.54658	-1.74557	5.95798	0.954617	0.743604	-5.10909	-5.38667	-1.90006	-1.56602	5.60216	0.663239	0.884755	-6.42868	-5.176	-1.44365	-2.16583	5.80831	1.34426	0.835986	-6.01318	-4.37437	-1.90389	-1.55823	6.35195	-0.484938	1.04559	-5.48316	-5.07753	-1.17955	-1.16346	5.47229	0.497452	0.418843	-5.7042	-5.29903	-1.75783	-1.89266	6.62676	0.97912	1.18226	-5.04274	-5.1198	-1.70591	-2.04849	6.65105	0.851641	0.744394	-5.35894	-4.60047	-1.64991	-1.63559	5.75776	0.392648	0.81508	-4.99515	-4.08535	-1.57735	-1.73387	5.66079	0.594224	0.687922	-5.11792	-4.53692	-1.68229	-1.50469	6.03776	0.30213	0.829544	-5.68724	-4.35454	-1.57537	-1.83132	6.55659	-0.534066	0.879466	-4.892	-4.07415	-1.89299	-1.44909	5.45351	-0.340146	0.738333	-6.38823	-5.26587	-1.32384	-1.82119	5.4033	1.06701	0.750088	-5.12672	-5.24503	-1.75239	-1.81461	6.49434	0.889892	-3.730819e+01	-1.082700e+04	-1.086431e+04
19400	0.216682	-4.36742	-4.00998	-1.93759	-2.0934	5.73281	-0.0893656	0.137837	0.124168	0.117201	0.111539	0.0846399	0.223062	0.0962478	0.499951	0.315259	-4.66907	-3.79851	-1.51578	-1.64479	6.28611	-0.226784	0.583968	-4.76897	-4.20601	-1.57957	-1.2271	5.54601	-0.150946	0.286336	-4.55605	-2.68204	-1.46422	-1.73704	6.27351	-0.40487	0.731939	-4.25913	-3.70692	-1.58927	-1.81168	6.34146	-0.579938	0.546629	-4.66156	-3.04225	-1.03442	-1.40231	6.18973	-0.485396	0.071592	-4.06162	-3.53998	-1.18924	-1.9679	6.46337	-0.372382	0.790806	-4.26011	-3.02466	-1.50974	-1.64193	6.27426	-0.049028	0.284129	-4.49649	-4.18992	-1.61781	-1.97256	5.8939	-0.320619	0.36421	-4.83034	-4.2927	-1.25613	-2.19013	6.28146	-0.377439	0.141504	-3.99619	-3.43294	-1.86566	-1.83279	5.71078	-0.596066	0.574041	-4.30309	-4.69538	-1.48354	-1.72232	6.55942	-0.627518	0.373199	-4.73395	-4.21569	-1.40445	-1.57268	6.17713	-0.667245	0.077552	-4.74522	-4.25019	-1.5871	-1.57629	6.13698	-0.48509	0.520101	-4.13647	-4.25945	-1.31678	-2.05963	6.59299	-0.286054	-1.745035e+01	-1.082752e+04	-1.084497e+04
19500	0.649736	-3.3925	-4.04946	-0.55186	-1.96772	5.37423	-0.251966	0.165346	0.141014	0.134813	0.91359	0.149257	0.146677	0.0604654	0.499995	0.0205968	-3.11379	-4.37559	-0.477787	-1.54861	5.79072	0.232191	0.157099	-3.82369	-4.71734	-1.99605	-1.46363	5.36888	0.118395	0.0577791	-3.33757	-3.93308	-1.83974	-1.25983	6.2739	-0.212259	0.708468	-3.13544	-4.56404	-1.13071	-1.81495	6.19807	0.61168	0.370446	-3.53029	-4.87994	-0.734235	-1.4218	5.65271	-0.244062	0.169766	-3.39356	-4.06198	-1.99286	-1.34528	5.76362	0.156177	0.785322	-3.14159	-3.78054	-1.00018	-2.17804	5.52046	-0.0845886	0.439195	-4.13396	-3.79478	-2.09613	-1.41431	5.77704	-0.336662	0.20611	-3.99256	-3.73796	-0.29946	-1.23233	5.65625	-0.258862	0.715036	-4.54489	-4.45257	-1.29373	-2.14262	6.37083	-0.306518	0.474139	-3.83138	-4.09393	-1.93318	-1.77993	5.64819	-0.0823128	0.663087	-4.54131	-3.95487	-1.63965	-1.60877	5.9419	-0.556135	0.36284	-3.61589	-4.04265	-2.08668	-1.50694	5.33108	-0.298876	0.166041	-3.96698	-3.53084	-0.96907	-1.63634	6.4771	-0.461479	-4.026352e+01	-1.082656e+04	-1.086683e+04
19600	0.616617	-5.26158	-4.10783	-0.847312	-1.57511	5.785	-0.516514	0.15834	0.225004	0.0441064	4.26081	0.0981226	0.174654	0.143122	0.499915	0.493034	-4.82462	-3.93634	-1.58731	-1.65222	6.4035	-0.379752	0.644177	-4.5272	-3.90656	-0.77488	-1.60492	6.3631	-0.305283	0.210826	-4.80553	-3.73807	-1.75223	-2.02404	6.45553	-0.256971	0.476821	-4.45748	-4.24607	-0.935584	-2.00665	5.69244	-0.349117	1.06629	-5.17588	-3.84178	-1.36634	-2.05815	6.46076	-0.312067	1.08539	-5.45718	-3.99754	-2.03527	-1.6466	6.12094	-0.665802	0.774968	-5.23024	-4.20066	-2.06723	-1.42011	6.43658	-0.189033	0.171696	-5.60796	-3.94739	-0.574669	-1.18782	5.59553	-0.494989	0.510813	-5.94598	-3.87932	-0.416714	-1.38113	5.84805	-0.415905	0.355947	-5.68244	-4.13583	-0.931537	-1.36025	5.84848	0.11791	0.56942	-5.85559	-3.4773	-0.508111	-1.28053	5.44704	-0.596024	0.0804019	-5.5926	-3.91106	-1.63106	-1.4931	5.70414	-0.091969	0.575092	-5.24225	-4.11778	-0.904528	-1.11523	5.31654	-0.0658966	0.62542	-4.89882	-3.5989	-0.361441	-1.59459	6.14545	-0.0328151	-2.861749e+01	-1.082828e+04	-1.085690e+04
19700	0.198771	-6.35234	-4.38928	-0.399046	0.665982	5.29332	0.301957	0.307902	0.333283	0.0824815	8.27628	0.157968	0.344024	0.147427	0.499884	0.495357	-5.70251	-3.91193	-2.07847	0.454658	5.50737	-0.212001	1.33732	-6.20335	-3.96325	-2.09373	0.263677	5.31965	-0.451857	0.105431	-6.36309	-4.27587	-1.68684	-0.322909	5.7514	0.0791491	0.463715	-6.51036	-4.36287	-0.482536	0.0392161	5.93616	-0.301871	0.558319	-5.6598	-3.75933	-1.71219	0.398219	5.47953	0.086189	1.46527	-5.70169	-3.80403	-1.60961	-0.00753026	6.33428	-0.158434	1.36056	-5.56495	-3.91171	-1.0624	0.458511	6.23135	-0.406016	0.0421896	-6.65479	-4.44624	-1.19015	0.0707334	5.68434	0.465353	1.04962	-5.00559	-4.42142	-0.983535	-0.510974	6.07915	0.96026	0.445346	-6.77393	-4.66958	-0.293814	-0.0969863	6.00398	-0.118379	0.55955	-6.36984	-4.69015	-0.296609	0.569873	5.80618	0.506746	0.0527788	-6.7562	-4.19228	-0.41679	0.263325	5.97332	-0.0501731	0.0509128	-5.85524	-4.0869	-0.654749	-0.514555	5.29111	0.399549	0.16303	-6.6771	-4.25991	-1.39831	0.661647	6.63147	0.161118	-5.691447e+01	-1.082895e+04	-1.088586e+04
19800	0.60216	-6.89758	-4.17759	-0.192787	1.14257	6.35946	0.557858	0.0789919	0.394955	0.23245	2.00786	0.18898	0.187869	0.207844	0.499996	1.07212	-6.27166	-4.00198	-1.80144	1.01896	6.50905	0.659672	1.32859	-6.70131	-5.2325	-1.74324	1.14512	6.11722	0.975003	1.06404	-5.38575	-3.88453	-2.29914	0.427805	6.55519	0.698026	1.29021	-6.85515	-3.64798	-1.54621	1.63659	6.60505	0.680604	0.885473	-6.46874	-3.84456	-1.79605	0.845157	6.4701	0.59521	1.73615	-6.30599	-3.82343	-0.491912	1.03844	6.54955	0.337925	0.50631	-5.302	-3.27174	-1.13964	0.849841	6.1354	0.605882	0.191533	-6.81853	-3.92437	-0.707563	1.08717	6.45736	0.0922818	0.10416	-6.07128	-3.72907	-2.02858	0.555022	5.71802	0.26307	0.247248	-6.35761	-3.95326	-0.628106	1.12676	6.5851	-0.398384	0.068241	-6.28769	-3.56184	-0.496307	0.437348	6.67023	-0.205828	0.0691544	-6.84616	-3.94551	-0.506305	0.617412	6.51731	0.553428	0.00360256	-6.32182	-4.24851	-0.802278	0.8489	6.49166	0.379727	0.317128	-6.51438	-3.87359	-0.723512	0.843991	6.10522	-0.103153	-4.321298e+01	-1.082656e+04	-1.086977e+04
19900	0.598013	-5.10127	-4.3608	-0.480558	0.412319	6.31136	0.0399589	0.129431	0.199112	0.0842134	1.12243	0.127683	0.0898642	0.190872	0.499949	0.665288	-4.86062	-3.98132	-0.220897	0.559966	6.62036	-0.0466022	0.233359	-5.64728	-3.83663	-0.830317	0.723719	5.91121	-0.244809	0.350509	-5.13324	-4.10108	-0.603406	0.703652	6.47467	0.0537385	0.232581	-4.91307	-3.20775	-1.21315	0.764177	6.63262	-0.508342	0.106298	-5.13716	-3.78166	-1.3457	0.406206	6.2215	-0.479132	0.886529	-4.92554	-3.21788	-1.54593	0.380698	6.29468	1.06441	1.16914	-5.23696	-3.73457	-0.97591	0.00380592	6.25031	-0.0124684	1.04709	-5.52947	-4.85064	-0.827395	0.576342	6.59609	-0.05607	1.18553	-5.29475	-4.71547	-0.359284	0.578724	6.66511	-0.261117	1.56576	-5.50258	-4.68914	-1.38197	0.599773	6.54866	-0.425695	1.32299	-5.91538	-4.68942	-0.832691	1.05831	6.56727	0.885419	0.357909	-5.77542	-5.02829	-0.345495	0.232561	6.30853	0.321135	1.37327	-4.93432	-4.77895	-0.465081	0.475971	6.62034	-0.0546766	0.758205	-4.68603	-4.75736	-1.25773	0.478748	6.22732	0.0478134	-4.012417e+01	-1.082756e+04	-1.086769e+04
20000	2.24949	-5.16454	-4.88067	-0.49509	1.3803	6.44567	0.550412	0.284065	0.220776	0.142412	0.0727262	0.211364	0.153169	0.200839	0.499979	1.05371	-4.56808	-5.09689	-0.567892	0.923748	5.83483	0.0790999	0.405933	-4.66005	-4.74403	-0.100325	0.941949	5.63513	0.010307	0.759574	-4.67009	-5.5738	-0.575347	1.13466	5.77882	-0.231603	1.9832	-3.66067	-5.41106	-0.33187	1.75683	5.84574	0.222455	1.49156	-5.01352	-5.31578	-0.560555	1.07729	6.2294	0.06675	0.701614	-4.36194	-5.10246	-0.432844	0.601077	5.96376	0.230998	1.32739	-4.2975	-4.30727	-0.673758	0.981862	6.11971	-0.130396	1.88653	-6.30479	-4.79691	-0.496698	1.44108	6.22397	0.550084	1.84822	-6.46702	-4.72174	-0.639729	1.93686	6.39856	0.814986	1.65724	-5.96121	-5.31012	-0.391998	1.7422	6.16832	0.261634	1.71663	-6.33689	-4.70346	-0.768774	1.86917	6.2992	0.590315	1.81778	-6.71293	-4.96223	-0.525948	1.3283	5.90337	-0.152282	0.661665	-5.66443	-4.33577	-0.286145	0.903187	6.63383	-0.209322	2.27179	-6.67973	-4.21405	-0.395411	1.65379	6.36982	0.616458	-3.636154e+01	-1.082691e+04	-1.086328e+04
20100	2.10943	-5.84825	-5.30798	-0.857207	0.851349	6.57569	-0.536965	0.137535	0.15609	0.266947	0.0829796	0.0755881	0.150791	0.129383	0.49999	2.02559	-6.25202	-5.4053	-0.543549	0.722616	6.15328	-0.342337	2.19397	-6.43952	-4.80925	-0.782342	0.0879001	6.16758	0.0440949	2.24179	-5.6099	-5.39611	-1.04428	0.773996	6.35812	0.201791	2.14469	-6.15186	-5.55045	-0.94551	0.704816	5.81663	-0.184314	2.23944	-5.52931	-5.74903	-0.0988771	1.02218	6.1576	-0.484161	2.2975	-5.91621	-5.49342	-0.420559	0.761679	5.89128	-0.0529699	1.73385	-6.74292	-5.17113	-0.00771464	0.525596	6.66816	-0.0954113	2.21717	-5.29232	-5.40939	-0.834212	0.966307	6.14869	-0.0518002	2.07949	-4.37337	-6.04154	-0.955011	1.10816	6.37942	-0.480114	2.18156	-4.9475	-5.39567	-0.920629	0.464247	6.56194	-0.137179	1.8239	-5.73089	-5.64391	-0.539153	0.916828	5.69251	0.0971984	1.94491	-4.69631	-6.02756	-1.14955	0.604833	5.57948	-0.398204	2.25662	-4.70523	-3.96848	-1.10616	0.64342	5.9862	-0.615515	2.06941	-5.05099	-6.22287	-0.840168	0.320918	6.45577	0.240545	-3.013234e+01	-1.082667e+04	-1.085680e+04
20200	0.803496	-6.01066	-5.75154	-0.694563	0.409929	6.485	-0.583283	0.245279	0.126316	0.0879282	0.976989	0.157107	0.103609	0.309962	0.499963	0.0372744	-6.38825	-5.81411	-0.830434	0.369485	6.31634	-0.610655	0.557939	-5.82624	-5.71259	-0.860067	0.650613	6.66374	-0.211006	0.0936424	-6.27802	-5.87729	-2.12833	0.471688	6.42224	-0.291721	0.428455	-6.7775	-6.21098	-1.78169	-0.0768148	6.26954	-0.40964	0.512682	-6.8129	-5.412	-0.264837	0.732699	5.9756	-0.40516	0.822271	-6.37256	-5.80222	-1.76355	0.0950448	6.2155	-0.675327	0.0770507	-6.8906	-5.62387	-1.97664	0.427769	6.60732	-0.279032	1.62898	-5.413	-5.79757	-0.494108	0.0728569	6.25097	-0.339475	1.3795	-4.84163	-5.89585	-0.079662	-0.0929225	6.42668	-0.14409	1.8631	-5.56324	-6.038	-0.21523	-0.503561	6.01799	0.0735344	1.51621	-5.46684	-5.95366	-2.04829	-0.208351	6.59602	-0.0503056	1.76615	-4.819	-6.2566	-0.947717	-0.628824	6.39311	-0.342332	0.953477	-5.9215	-6.30485	-0.040437	-0.481579	6.04347	0.300873	1.30743	-5.43261	-5.95906	-1.12866	0.311104	6.02144	0.102478	-3.403446e+01	-1.082726e+04	-1.086129e+04
20300	0.0606554	-6.35986	-6.47853	-1.14961	-1.25928	5.96416	1.54904	0.083036	0.375036	0.366048	0.518359	0.0567497	0.247894	0.0974142	0.49998	0.230211	-5.31914	-6.34881	-1.63095	-1.22664	5.947	1.10023	0.568544	-5.20113	-4.82421	-1.28537	-1.46824	5.33246	0.456803	0.299878	-5.18114	-5.79627	-1.63201	-1.25883	5.30072	0.846431	0.609648	-4.78592	-5.20266	-1.79685	-1.21844	6.45814	1.45344	0.244719	-4.9841	-5.67481	-1.26767	-1.73198	6.41012	0.613624	0.245588	-5.06005	-5.87993	-1.63989	-1.24885	6.00252	1.07579	0.425455	-6.04875	-5.27653	-0.845268	-1.28011	6.29851	0.983315	0.30868	-6.58482	-6.30532	-0.72316	-1.44691	5.81003	1.29844	0.676005	-6.33553	-6.38907	-0.284382	-1.28697	6.44446	1.18692	0.475836	-6.0793	-5.97332	-1.42427	-1.42967	5.74416	1.10902	0.4126	-6.48053	-5.60055	-1.35796	-1.49891	5.5413	1.01007	0.630417	-5.34924	-5.83979	-1.55022	-1.32702	5.92881	1.02092	0.324993	-5.82194	-6.68866	-0.527811	-0.926308	6.34244	1.31836	0.342147	-5.71694	-6.06433	-1.51782	-1.22103	5.62214	0.688205	-3.901606e+01	-1.082689e+04	-1.086591e+04
20400	0.0265498	-5.73723	-5.77692	-1.80573	-2.08668	6.19031	1.52296	0.0983751	0.160823	0.242834	0.128189	0.186479	0.153134	0.781956	0.499994	0.103906	-5.844	-5.45015	-1.94049	-1.94129	5.87679	0.558205	0.734429	-5.43873	-5.00901	-1.68624	-1.78096	5.8825	0.00474773	0.262885	-6.18629	-5.975	-2.09275	-2.11092	5.65066	0.748557	0.183996	-5.42712	-5.36585	-1.45711	-1.63399	6.17098	0.809045	0.259459	-5.75197	-5.4771	-2.17454	-1.47633	5.95324	1.27371	0.46458	-5.90471	-6.00792	-1.9666	-1.87242	5.73608	1.56684	0.258193	-5.49327	-5.83078	-2.12823	-1.4273	6.35583	-0.165931	0.334693	-6.65173	-6.11534	-2.05259	-2.28656	6.28274	1.28938	0.268858	-6.55668	-5.72403	-1.75425	-2.06633	6.18365	0.553627	0.555972	-6.30245	-5.77422	-1.78463	-1.51999	6.04439	0.761112	0.388205	-6.59576	-6.40239	-2.07103	-2.0818	6.51109	0.0847205	0.550801	-6.47359	-5.37993	-1.49763	-1.64996	6.39518	0.205399	1.00385	-6.63724	-5.74984	-2.25109	-2.25754	5.73268	0.831755	0.795998	-6.84641	-5.94668	-1.9325	-2.25187	6.46503	0.786137	-2.227981e+01	-1.082660e+04	-1.084888e+04
20500	0.424868	-5.79903	-4.97087	-2.12728	-2.17083	6.58183	-0.0162048	0.11726	0.0694216	0.897824	0.210927	0.670798	0.296899	0.303339	0.499989	0.900901	-5.4054	-5.13084	-2.15574	-1.77176	6.19746	0.339494	1.22412	-5.66471	-4.24139	-2.24609	-2.08701	5.47352	1.15763	1.05653	-5.20364	-3.37521	-1.78507	-0.28747	6.18948	0.533301	0.962157	-5.68495	-4.16245	-2.09689	-1.64963	6.3086	-0.458738	0.931509	-4.6768	-4.90718	-1.95676	-1.80546	5.63572	0.169611	1.06958	-5.43106	-5.07644	-1.72221	-1.64674	6.38962	1.10211	0.307453	-5.22438	-4.4104	-1.76357	-1.17207	6.28698	0.440605	0.0861442	-5.91254	-4.40258	-2.08795	-1.88257	6.12636	-0.536364	0.060319	-6.22006	-3.19251	-2.29723	-1.17483	5.69841	-0.270547	0.124438	-6.19992	-5.2826	-2.16699	-1.9558	5.56872	-0.688045	0.0291949	-6.14514	-4.55476	-1.56762	-0.728791	6.5302	-0.310773	0.195797	-6.10472	-2.63187	-1.60596	-1.59542	5.40889	-0.668098	0.426469	-5.54907	-5.69701	-1.84162	-1.88547	6.66596	-0.230994	0.180693	-5.99571	-3.72463	-2.18256	-0.664921	5.64617	-0.357669	-4.799532e+01	-1.082671e+04	-1.087470e+04
20600	0.969292	-6.66698	-6.54016	-2.23868	-1.17784	6.08045	1.10516	0.483011	0.0372252	1.05928	0.259454	0.209545	0.10396	0.292041	0.499954	2.08591	-6.72076	-5.48592	-1.67536	-1.39982	6.11073	0.778135	1.64188	-6.88501	-3.87997	-1.67149	-0.859566	6.28301	-0.126917	2.14951	-6.74653	-5.72323	-1.38158	-0.308875	6.03859	-0.261718	1.46317	-6.73099	-5.39886	-1.70576	-0.697214	6.56765	0.178179	1.28032	-6.57305	-6.4672	-1.46733	-1.65638	6.30967	0.8488	0.857171	-6.81762	-4.9522	-1.98812	-0.911224	6.02607	1.08797	1.62407	-6.67411	-6.54637	-1.61213	-1.67543	6.35298	0.263077	0.352214	-6.40635	-5.63735	-1.58766	-2.09999	5.88894	0.860958	0.534306	-6.4876	-4.35458	-1.74705	-2.28866	6.21406	0.618197	1.08996	-6.44512	-6.23949	-0.776709	-2.2972	5.62708	0.0770703	0.732568	-6.53506	-5.7611	-1.20928	-1.92787	5.72331	0.54421	0.987116	-6.40201	-3.75987	-1.3235	-1.42526	5.75106	0.657377	0.792573	-6.37611	-4.41648	-1.70998	-2.16009	5.85136	0.539269	0.576994	-6.44068	-6.71751	-1.43111	-1.737	5.43883	1.00668	-4.895781e+01	-1.082745e+04	-1.087641e+04
