iter	M_lnPC_stom(1)	M_lnPC_jeju(1)	M_lnPC_colon(1)	M_lnFu_jeju(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKmet(1)	M_lnKc2p(1)	M_lnKp2c(1)	V_lnPC_stom(1)	V_lnPC_jeju(1)	V_lnPC_colon(1)	V_lnFu_jeju(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKmet(1)	V_lnKc2p(1)	V_lnKp2c(1)	Ve_lnC_central(1)	lnPC_stom(1.1)	lnPC_jeju(1.1)	lnPC_colon(1.1)	lnFu_jeju(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKmet(1.1)	lnKc2p(1.1)	lnKp2c(1.1)	lnPC_stom(1.1.1)	lnPC_jeju(1.1.1)	lnPC_colon(1.1.1)	lnFu_jeju(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKmet(1.1.1)	lnKc2p(1.1.1)	lnKp2c(1.1.1)	lnPC_stom(1.1.2)	lnPC_jeju(1.1.2)	lnPC_colon(1.1.2)	lnFu_jeju(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKmet(1.1.2)	lnKc2p(1.1.2)	lnKp2c(1.1.2)	lnPC_stom(1.1.3)	lnPC_jeju(1.1.3)	lnPC_colon(1.1.3)	lnFu_jeju(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKmet(1.1.3)	lnKc2p(1.1.3)	lnKp2c(1.1.3)	lnPC_stom(1.1.4)	lnPC_jeju(1.1.4)	lnPC_colon(1.1.4)	lnFu_jeju(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKmet(1.1.4)	lnKc2p(1.1.4)	lnKp2c(1.1.4)	lnPC_stom(1.1.5)	lnPC_jeju(1.1.5)	lnPC_colon(1.1.5)	lnFu_jeju(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKmet(1.1.5)	lnKc2p(1.1.5)	lnKp2c(1.1.5)	lnPC_stom(1.1.6)	lnPC_jeju(1.1.6)	lnPC_colon(1.1.6)	lnFu_jeju(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKmet(1.1.6)	lnKc2p(1.1.6)	lnKp2c(1.1.6)	lnPC_stom(1.1.7)	lnPC_jeju(1.1.7)	lnPC_colon(1.1.7)	lnFu_jeju(1.1.7)	lnV_central(1.1.7)	lnVmax_vitro(1.1.7)	lnKm_vitro(1.1.7)	lnKmet(1.1.7)	lnKc2p(1.1.7)	lnKp2c(1.1.7)	lnPC_stom(1.1.8)	lnPC_jeju(1.1.8)	lnPC_colon(1.1.8)	lnFu_jeju(1.1.8)	lnV_central(1.1.8)	lnVmax_vitro(1.1.8)	lnKm_vitro(1.1.8)	lnKmet(1.1.8)	lnKc2p(1.1.8)	lnKp2c(1.1.8)	lnPC_stom(1.1.9)	lnPC_jeju(1.1.9)	lnPC_colon(1.1.9)	lnFu_jeju(1.1.9)	lnV_central(1.1.9)	lnVmax_vitro(1.1.9)	lnKm_vitro(1.1.9)	lnKmet(1.1.9)	lnKc2p(1.1.9)	lnKp2c(1.1.9)	lnPC_stom(1.1.10)	lnPC_jeju(1.1.10)	lnPC_colon(1.1.10)	lnFu_jeju(1.1.10)	lnV_central(1.1.10)	lnVmax_vitro(1.1.10)	lnKm_vitro(1.1.10)	lnKmet(1.1.10)	lnKc2p(1.1.10)	lnKp2c(1.1.10)	lnPC_stom(1.1.11)	lnPC_jeju(1.1.11)	lnPC_colon(1.1.11)	lnFu_jeju(1.1.11)	lnV_central(1.1.11)	lnVmax_vitro(1.1.11)	lnKm_vitro(1.1.11)	lnKmet(1.1.11)	lnKc2p(1.1.11)	lnKp2c(1.1.11)	lnPC_stom(1.1.12)	lnPC_jeju(1.1.12)	lnPC_colon(1.1.12)	lnFu_jeju(1.1.12)	lnV_central(1.1.12)	lnVmax_vitro(1.1.12)	lnKm_vitro(1.1.12)	lnKmet(1.1.12)	lnKc2p(1.1.12)	lnKp2c(1.1.12)	LnPrior	LnData	LnPosterior
31200	-1.3805	-1.51523	-1.11153	-0.258056	2.11872	-1.38249	4.92324	-3.66004	2.07575	-0.692381	0.19383	0.128613	0.337768	0.26434	0.759731	0.0449304	0.111553	0.44294	0.0877735	1.18188	0.0210589	-1.6473	-1.21502	-1.64581	-0.0164801	1.69785	-1.44264	4.7214	-2.90636	2.27607	1.88939	-1.62268	-1.68715	-0.529792	-0.591537	1.34234	-1.39139	5.03506	-3.02783	2.29948	0.995077	-1.97287	-1.71775	-1.61968	-0.156845	2.08711	-1.68524	5.05334	-3.54525	1.8706	1.44648	-1.47152	-1.17089	-1.34288	-0.268097	0.529544	-1.50655	4.77138	-2.3153	2.27193	0.178357	-2.03128	-0.86005	-1.9562	-1.14961	2.20294	-1.21132	4.95749	-2.96754	1.90693	1.87636	-1.63335	-0.51153	-1.3422	-0.424691	1.44929	-1.58059	5.1363	-3.62344	2.23895	1.08336	-1.13871	-1.0702	-1.84742	-0.105548	0.906107	-1.49199	5.15492	-3.00782	2.29763	0.584036	-1.07474	-0.85259	-1.82109	-0.305554	2.26735	-1.48852	5.56127	-2.7347	2.26803	2.0788	-2.09559	-1.41892	-1.17482	-0.288546	1.8145	-1.80501	4.6886	-3.28958	2.21032	2.10663	-1.68353	-1.17345	-1.53865	-0.33966	2.2712	-1.56558	4.81015	-2.6783	2.07048	1.88534	-1.78143	-1.54266	-2.21999	-0.290053	2.09819	-1.12352	4.74789	-3.53828	2.23587	2.279	-1.35668	-1.56981	-2.18498	-0.760957	1.71436	-1.1914	4.7073	-2.08006	2.09225	1.20611	-1.84566	-1.18645	-1.37064	-0.170715	0.45341	-1.68135	4.824	-2.69791	2.1742	-0.0858823	-4.764908e+01	6.165137e+01	1.400229e+01
31300	-2.04726	-1.97239	-1.14903	-0.426862	0.971204	-1.18415	4.8404	-3.65553	2.11351	1.74579	0.542398	0.403118	0.479137	0.0402762	0.185181	0.206321	0.120035	0.987097	0.0447101	0.270288	0.0334192	-2.22409	-1.08292	-1.62851	-0.280052	1.38604	-1.48918	5.36973	-3.46041	2.26326	1.15226	-2.27106	-1.85774	-0.299185	-0.35802	1.24708	-1.40586	5.43868	-3.67021	2.29069	0.422838	-1.97187	-1.31076	-1.5748	-0.50769	2.10374	-1.31463	5.48427	-3.72857	1.94393	1.35488	-1.64305	-0.726661	-1.24592	-0.0613086	0.945091	-1.01947	5.93349	-2.04583	2.19895	0.197703	-1.3026	-1.33862	-1.65833	-0.0879006	1.98762	-1.32745	5.15235	-3.34702	2.18401	2.22604	-2.26647	-0.88375	-2.08081	-0.270451	1.4405	-1.58339	4.99834	-3.67841	2.21372	1.10039	-2.28763	-0.862826	-1.49053	-0.441005	0.906229	-0.952806	5.52122	-2.89605	2.25475	0.610106	-2.12211	-1.04336	-1.0065	-0.164367	2.15698	-1.53649	5.37704	-2.83977	2.08058	1.94981	-1.44012	-1.74958	-2.24543	-0.180988	1.32933	-1.23789	4.85065	-3.61993	2.23674	1.50046	-1.50337	-1.21481	-2.03094	-0.0518947	1.89271	-1.15724	5.39891	-2.29002	2.11727	1.15028	-1.83213	-0.708187	-1.57215	-0.364586	2.18313	-1.59481	5.03985	-3.98244	2.10026	1.89938	-1.98953	-1.47399	-1.68353	-0.195054	0.952034	-1.08771	4.96196	-2.93295	2.21897	0.391465	-2.21085	-0.231452	-1.21503	-0.562134	0.722131	-1.89837	5.09642	-3.37214	2.2206	0.0396838	-5.803139e+01	4.202329e+01	-1.600810e+01
31400	0.154167	-1.06531	-1.6301	-0.0440725	1.34532	-1.46822	5.44688	-3.57861	1.81054	0.737891	1.25928	0.109607	0.834445	0.119967	0.285544	0.105268	0.156923	0.12923	0.219855	0.523353	0.0252669	-0.737395	-1.07483	-1.49494	-0.153018	1.67208	-1.19763	5.08998	-3.08093	2.11554	1.37144	2.28136	-1.43572	-1.46767	-0.0748033	1.62508	-1.346	5.9322	-2.7841	1.55138	0.71744	-0.428924	-1.54615	-0.501284	-0.715424	2.28932	-1.43548	5.168	-3.05378	2.13434	2.02801	0.630941	-1.07063	-1.25205	-0.0217323	0.426165	-1.03833	5.37041	-3.25708	2.00284	-0.203743	-1.01058	-1.49131	-1.91546	-0.278064	2.15046	-1.37424	5.10014	-3.01934	1.64387	2.14383	-0.816544	-1.09807	-1.35092	-0.409977	1.50418	-0.999926	5.19775	-3.18013	1.97405	0.931671	0.0497319	-1.29007	-1.6799	-0.0835542	0.444894	-1.08991	5.31851	-2.1147	2.1882	0.111999	0.205497	-0.914011	-0.536873	-0.379548	2.14008	-1.16356	5.43002	-3.58584	2.10902	2.19005	-1.2652	-1.35704	-0.980675	-0.796413	1.63172	-1.19584	4.82235	-2.87585	1.9036	1.12454	-0.678507	-1.61639	-1.45434	-0.115262	2.13187	-1.00296	5.03298	-2.90771	1.36699	1.60051	-1.05878	-1.53437	-0.0716134	-0.148449	2.1172	-1.05381	5.09649	-3.58765	1.71676	1.88625	-0.859905	-0.606138	0.810004	-0.442909	1.80251	-1.38883	5.41357	-3.00386	2.25803	1.28265	-0.152005	-0.62668	-2.22425	-0.510841	0.92654	-1.38023	5.41738	-2.58942	1.84685	-0.105794	-7.961813e+01	5.201258e+01	-2.760556e+01
31500	-1.61453	-1.21781	-2.01321	-0.171527	1.25361	-1.22528	5.42716	-3.89333	1.86941	0.324541	0.129029	0.124063	0.235945	0.0562402	0.424557	0.0987184	0.132712	0.0990459	0.301487	1.07263	0.0272265	-1.08123	-1.06402	-1.67335	-0.176281	1.66194	-1.05093	5.13671	-3.57717	1.89525	1.64926	-1.33833	-1.16341	-1.66206	-0.355075	1.70595	-1.11676	5.75626	-3.39321	1.50702	0.954081	-0.518367	-1.15134	-1.65775	-0.440113	1.8095	-1.62209	5.14449	-3.2842	2.15794	1.43639	-1.51915	-1.02812	-1.82856	-0.210679	0.93827	-1.28294	4.9757	-3.39627	1.86418	0.366507	-1.00994	-1.54122	-1.142	-0.198517	2.11231	-0.94911	5.22669	-3.3378	1.69447	2.29727	-1.81546	-1.07413	-1.5079	-0.0391249	1.64843	-1.24864	5.26933	-3.84904	1.52627	0.920665	-0.872301	-1.40329	-0.964869	-0.400046	0.914734	-0.736564	5.11811	-3.35158	2.06665	0.373502	-1.1438	-1.15381	-0.950897	-0.255987	2.17034	-1.10949	5.31564	-3.52135	1.58853	1.93084	-1.30734	-1.80357	-1.24343	-0.379819	1.64673	-1.02768	4.81305	-3.73867	2.0719	1.9385	-1.31595	-1.35008	-1.25439	-0.257001	1.90783	-0.913484	4.93393	-3.36745	1.50203	1.338	-1.2118	-1.04583	-1.2727	-0.105106	2.28958	-1.45508	5.28947	-3.40654	1.99514	1.90004	-0.786369	-1.1417	-2.16334	-0.177115	1.68379	-0.851315	5.63033	-3.83968	1.99088	1.41711	-1.21534	-0.986852	-1.66572	-0.597569	0.520684	-1.32355	4.88511	-3.46783	2.04207	0.0321238	-3.692164e+01	3.613419e+01	-7.874515e-01
31600	-0.670361	-1.4457	-1.39438	-0.286837	2.10273	-1.41887	4.97902	-3.36581	1.9076	1.36865	0.142909	0.0669468	0.160937	0.107078	0.499374	0.0842418	0.0599125	0.15766	0.173056	0.780733	0.0195527	-1.09141	-1.4256	-1.84735	-0.119745	1.98923	-1.06788	5.13312	-3.4181	2.20311	1.25786	-0.789298	-1.37138	-1.98027	-0.678339	1.33067	-1.36116	5.02836	-3.64579	1.94176	0.61614	-1.44941	-1.26954	-1.94658	-0.456442	2.10127	-1.63072	5.12266	-3.97675	2.16596	1.60675	-1.43887	-0.935402	-1.22513	-0.282005	0.635071	-1.37112	4.87489	-3.04216	2.14999	0.0555158	-0.673444	-1.46385	-1.82744	-0.302693	2.06388	-0.866032	5.27451	-3.6896	1.74702	2.27185	-0.987259	-1.38272	-2.05268	-0.668689	1.37575	-0.656901	4.99265	-3.37246	2.08031	1.30714	-1.51407	-1.32975	-2.01928	-0.145585	1.00881	-1.23687	5.17737	-3.00557	2.12704	0.782589	-0.581561	-1.34954	-2.02377	-0.296575	2.08276	-1.05332	5.25609	-3.75381	2.13014	2.14965	-1.63751	-1.56506	-1.77193	-0.17875	1.66043	-1.26214	5.06038	-3.2594	1.83505	1.48711	-1.28704	-1.08554	-1.60446	-0.172056	1.97314	-1.05105	5.27406	-3.33546	1.96486	1.4196	-1.41354	-1.21605	-1.16893	-0.258385	2.13543	-1.07902	5.09064	-3.97766	2.17543	2.15996	-0.604278	-1.49421	-2.28476	-0.292152	1.17325	-0.662954	5.42057	-3.4054	2.19258	0.869474	-1.01158	-1.40675	-1.73804	-0.0034992	0.670125	-1.20032	5.18023	-3.14847	2.04546	0.323221	-2.324559e+01	5.434318e+01	3.109759e+01
31700	-0.77343	-0.845675	-1.60877	-0.343593	1.51701	-1.3416	5.26312	-3.63166	2.17521	2.01946	0.248714	0.101191	0.184944	0.280068	0.301025	0.118341	0.0440684	0.276729	0.0638779	0.366824	0.0298981	-0.93285	-1.39509	-1.12643	-0.0191201	1.84321	-1.0958	5.24193	-2.93545	2.19217	1.35025	-0.636681	-0.998921	-1.13057	-1.0123	1.73395	-1.7927	5.27818	-2.19938	2.02065	0.740085	-1.78433	-1.28696	-0.580783	-0.644953	1.77862	-1.22772	5.13256	-3.74121	1.72544	1.23553	0.0246421	-1.36714	-1.01914	-0.0816918	0.721546	-1.17898	5.04456	-2.45196	2.28302	0.446851	-0.52355	-1.30559	-0.506817	-0.225935	2.18151	-1.59758	5.21952	-2.95719	1.74776	1.88552	-0.820146	-1.42889	-1.43372	-0.474999	1.53976	-0.561164	5.39263	-3.11188	2.02409	1.62818	-0.385022	-1.65709	-1.4313	-0.140268	0.710234	-0.726395	5.14948	-2.77423	2.09135	0.704509	-0.224797	-1.00157	-0.40816	-0.741453	2.08069	-1.1081	5.16233	-2.78179	2.08203	1.90199	-0.764839	-1.65972	-0.00121273	-0.237405	1.31191	-0.768519	5.39661	-3.41821	2.18647	1.53948	-0.62935	-1.40707	-1.63317	-0.224915	1.75924	-0.664928	5.37358	-2.69537	2.25882	1.64116	-1.1781	-1.36105	-1.77717	-0.107102	2.27736	-1.42028	4.97892	-3.08717	1.95677	2.03323	-1.18357	-1.21372	-1.16698	-0.56939	1.37867	-0.93524	5.17213	-2.71169	2.29613	0.929614	-2.14532	-1.33263	-1.25572	-0.207829	0.490206	-1.12352	5.21451	-2.82375	2.20715	0.172755	-4.890238e+01	4.601223e+01	-2.890150e+00
31800	0.104878	-1.21351	0.0335445	-0.11297	2.1066	-0.831883	5.3224	-2.83794	2.09723	1.36352	0.243686	0.056491	0.612396	0.0935407	0.257349	0.0946116	0.0681497	0.227173	0.0710716	1.09291	0.0202379	-0.697944	-1.43102	1.01448	-0.275188	1.6263	-1.06338	5.20604	-2.84175	2.29592	1.97672	-0.887537	-1.55008	1.39582	-0.77433	1.23289	-1.1526	5.07981	-3.40653	2.17737	0.935032	-0.673254	-1.51227	1.40211	-0.280623	2.1633	-1.08331	5.67876	-3.61612	1.98751	1.92367	-0.406501	-0.9834	-0.722413	-0.0329103	0.690036	-1.13186	5.45598	-2.29353	2.15556	0.0688926	-0.241171	-1.10381	-0.106412	-0.236571	1.86763	-1.58038	5.0884	-3.25517	2.20716	2.09059	-0.415828	-1.14716	0.989074	-0.464607	1.3912	-0.922494	5.25582	-2.36246	2.18076	1.25172	-0.828689	-1.98102	-0.625213	-0.355721	0.463014	-0.157633	5.27885	-3.01294	2.17744	0.444103	-0.249914	-1.47057	1.08784	-0.154348	1.78214	-1.46619	5.04185	-2.64638	1.98191	1.68428	-0.2078	-1.45701	1.94865	-0.574562	1.78489	-0.789381	5.42328	-2.9822	2.23776	2.21041	-1.33656	-1.64951	1.19729	-0.157271	1.4236	-0.342846	5.41531	-2.89557	2.12994	1.34638	0.0732966	-1.25879	0.853712	-0.175346	2.26669	-1.15991	5.36052	-3.09118	2.13915	2.17633	-0.138864	-1.39317	0.537298	-0.551903	1.35129	-0.817351	4.97216	-3.17225	2.20916	1.21031	-0.77478	-0.958486	-0.0893752	-0.149407	0.46382	-1.27158	5.43461	-3.40112	2.27684	-0.221521	-5.761239e+01	6.051043e+01	2.898039e+00
31900	0.886354	-1.87008	2.06666	-0.285493	2.05565	-0.947215	4.91709	-3.56333	1.55136	1.28439	1.14477	0.264396	0.952321	0.192392	0.453955	0.24645	0.167454	0.0858944	0.0519518	0.927388	0.029666	-0.0808685	-1.84037	1.08306	-0.266801	1.36233	-0.98057	4.66641	-2.87978	1.71792	1.43953	-0.290995	-1.76345	2.24414	-0.0466101	1.25895	-1.47462	5.66611	-2.38286	2.02711	0.911182	-0.581887	-2.11502	0.519525	-0.337281	1.9832	-0.823415	5.19173	-3.042	1.65856	1.84067	-0.711385	-1.13576	-0.696923	-0.827825	0.702493	-0.669872	4.95673	-3.22094	1.92212	0.0603992	-0.800736	-1.94854	0.897883	-0.388603	1.80131	-0.863495	4.97565	-3.06163	1.70838	2.00912	0.789302	-1.59985	0.595336	-0.0132484	1.01044	-1.30654	4.77285	-2.92063	1.72495	0.710394	-0.0639489	-2.0107	2.02046	-0.214972	0.148769	-0.517495	5.00187	-3.26122	1.96461	0.517067	0.0270345	-1.25818	1.79477	-0.546113	1.97246	-1.32831	4.77776	-3.33437	2.07187	2.057	1.51583	-1.79415	1.43645	-0.335162	1.77218	-0.922733	5.41629	-2.44775	1.75039	1.59107	1.16856	-2.04813	1.88005	-0.335866	1.4862	-0.0759766	5.314	-2.90927	1.79778	1.79524	0.308423	-1.45834	2.01254	-0.695325	2.05967	-0.704543	5.13914	-2.83084	2.06627	1.80681	1.69064	-1.54731	1.05867	-0.199231	0.945304	-1.34412	4.71963	-2.98691	1.9015	0.62728	0.00620593	-0.770274	-1.55696	-0.616029	0.5391	-1.28368	5.27967	-2.43436	2.04844	-0.0509861	-9.226034e+01	5.295857e+01	-3.930177e+01
32000	0.881235	-2.1241	0.221214	-0.411931	1.20784	-1.38608	4.86038	-3.33482	2.26846	2.19688	0.602222	0.269538	0.134006	0.0841014	0.355026	0.06364	0.0879548	0.101322	0.156239	1.06465	0.0321642	1.85177	-2.00548	1.36899	-0.150113	1.43315	-0.940586	4.8331	-3.07211	2.04213	1.97807	1.84214	-2.07579	1.98577	-0.129241	0.907061	-1.0099	5.24069	-3.17457	1.62368	0.474171	0.826786	-1.96739	1.50434	-0.791546	2.29155	-0.84528	5.07689	-3.12375	1.48507	2.00495	1.60874	-0.906942	0.4782	-0.511551	0.821326	-1.3663	4.84763	-2.95536	2.15961	0.448855	1.56913	-1.82783	1.37199	-0.186697	1.46125	-0.775628	5.07903	-3.60254	2.12858	2.16167	2.21929	-1.50223	1.45187	-0.13006	1.04323	-0.851469	5.17605	-2.91085	1.83974	1.36145	2.01719	-1.99846	1.42677	-0.140868	0.0920803	-0.844063	4.77308	-3.19897	2.07682	0.372796	1.47412	-2.09544	1.17847	-0.683619	1.62547	-0.56042	4.81513	-3.0405	1.61035	1.9876	1.4875	-1.63451	1.02266	-0.280624	1.30772	-1.06688	5.05929	-2.95948	2.05224	1.41368	1.42907	-1.8897	1.0784	-0.120991	1.62887	-0.483555	5.09736	-3.2034	1.4698	1.46823	1.93662	-1.7453	1.4568	-0.0525999	2.10255	-1.09891	4.93946	-2.95192	1.36885	2.08372	1.32929	-1.86483	2.1003	-0.331855	0.569973	-0.521428	4.97108	-3.00503	1.87337	0.678089	0.0456448	-1.03187	1.13284	-0.421401	0.159532	-1.42077	4.91882	-3.06636	2.28323	-0.0162223	-5.543393e+01	4.680742e+01	-8.626507e+00
32100	0.571061	-1.52724	1.70932	-0.353713	2.06886	-1.21455	4.61968	-3.74324	1.81028	1.27153	0.0842457	0.167223	0.195784	0.0659965	0.50723	0.189448	0.0812165	0.319307	0.152653	0.883672	0.0268308	0.488017	-1.9413	1.63908	-0.179434	1.52898	-0.969624	4.70978	-3.11422	1.98487	0.882151	0.589919	-2.18832	1.59255	-0.0866082	0.808681	-1.27167	4.95571	-3.77482	2.06822	0.867472	0.474021	-1.69603	1.82415	-0.811043	1.98058	-1.10841	4.81557	-3.20963	1.04847	1.51726	0.10388	-1.4051	1.51395	-0.0208212	0.102757	-0.894599	5.224	-2.61934	2.08797	-0.0975618	0.325037	-2.1785	1.59779	-0.233014	1.89206	-1.04114	5.16071	-2.53003	1.18888	1.76808	0.587651	-1.71872	1.11565	-0.263695	1.61442	-1.30131	4.80231	-2.16068	1.36128	1.00123	0.537293	-1.85996	2.03136	-0.139532	0.0377782	-0.834964	4.89958	-2.89859	2.06336	0.5068	0.63083	-2.0043	1.06082	-0.0138987	1.18525	-0.994419	4.87133	-3.40401	2.07508	1.27794	0.596102	-2.18077	1.61464	-0.255372	1.17412	-0.638104	5.09457	-3.01405	2.27346	1.88362	0.805085	-1.86526	1.62969	-0.0103581	1.25262	-0.879542	4.77318	-3.25902	2.23102	1.56849	0.361283	-2.02349	1.48687	-0.22912	1.79671	-0.880862	4.64718	-3.4765	1.46124	2.22276	0.25344	-1.83461	1.79576	-0.495662	0.556916	-0.757214	4.63589	-2.90461	2.18427	0.688201	0.315454	-1.54074	1.37877	-0.41191	0.328697	-0.939598	5.36642	-1.45176	2.14602	-0.143155	-4.706987e+01	4.968037e+01	2.610507e+00
32200	-0.154444	-1.57751	1.63615	-0.722973	1.10716	-0.589759	4.82101	-3.84696	1.62314	0.657298	0.246808	0.175677	0.121503	0.153378	0.304443	0.146771	0.122158	0.471168	0.100581	0.626913	0.0276541	-0.814046	-1.61668	1.84194	-0.0454203	1.0365	-0.674261	4.70988	-3.25288	1.94552	1.58582	-1.68145	-2.11144	1.90061	-0.460192	0.892309	-0.971093	5.0013	-3.44363	2.04393	0.468409	-1.81432	-1.68851	1.7861	-0.381959	1.41659	-1.28251	4.7377	-3.41402	1.89163	1.3366	-0.101724	-1.11305	2.05927	-0.0823767	0.659715	-1.06873	5.27296	-2.6547	1.56854	-0.167766	-1.14151	-2.2984	1.43686	-0.625043	1.2509	-0.387882	4.63245	-3.15805	1.94625	1.89101	-0.0222894	-1.71991	1.932	-0.241442	0.665225	-1.08535	4.64646	-3.55581	2.29448	1.25206	-0.845986	-1.56743	2.23396	-0.244696	0.597203	-1.09212	4.88154	-3.59197	2.20577	0.848699	-0.456892	-2.02176	2.23274	-0.419425	1.50818	-0.705043	4.85929	-3.46217	1.40237	1.50901	-0.422591	-2.17145	2.13684	-0.387935	1.25544	-0.916632	4.64449	-3.34174	1.98298	1.98925	-0.39537	-1.75447	2.11436	-0.350567	1.63174	-0.730212	5.05536	-1.90309	1.92213	1.25918	-0.791298	-2.06382	1.67387	-0.199201	1.79471	-0.815458	4.75692	-3.29354	1.67621	1.91733	0.00990961	-1.99371	1.77042	-0.0377404	1.26402	-0.846401	5.09627	-3.53024	1.9475	0.899294	-1.25566	-1.91713	1.38814	-0.2676	0.147653	-1.00336	4.66986	-3.39355	1.71488	-0.21883	-5.038568e+01	3.320661e+01	-1.717907e+01
32300	-2.00919	-0.919067	1.56811	-0.763757	0.971196	-1.1291	4.98779	-3.75236	1.80425	0.929289	0.0419894	0.34306	0.221401	0.208838	0.116477	0.154328	0.0395883	0.391142	0.0690458	0.981021	0.0275318	-1.71535	-2.0566	1.941	-0.142945	1.23442	-1.07912	4.9071	-3.28513	2.01975	1.91351	-1.81108	-1.85553	1.87697	-0.580946	1.23633	-1.44937	4.63612	-3.46885	1.62516	0.458869	-1.88844	-2.14333	1.84848	-0.210669	1.16034	-0.762978	5.05393	-3.27208	2.00882	1.24949	-1.43512	-0.890142	1.97065	-0.690065	0.941612	-0.935855	4.90991	-3.45017	1.60296	0.277336	-1.8777	-2.10096	1.61938	-0.368065	1.50239	-0.928314	4.66751	-3.19164	1.75014	2.14132	-1.81006	-2.10814	1.90119	-0.253466	1.13201	-0.89092	4.71019	-2.77249	2.29997	2.14639	-1.83967	-1.07981	1.67475	-0.543432	0.67768	-1.3874	4.68706	-3.73233	2.05111	0.216798	-1.73132	-1.45997	1.51963	-0.0121997	1.64368	-1.80297	4.72446	-3.42879	1.93484	1.38864	-1.57045	-2.12676	1.60206	-0.242869	1.42201	-0.851238	5.0148	-3.05112	1.8804	2.05769	-1.64766	-1.73713	2.18011	-0.238116	1.53999	-0.625515	5.00764	-3.12128	1.97362	1.54218	-1.62948	-1.7838	1.4866	-0.149354	1.92221	-1.12004	4.68549	-3.42685	1.69049	1.83683	-1.49245	-1.57875	2.28041	-0.238302	0.962598	-1.01525	4.90804	-2.82634	2.06086	1.00268	-1.72557	-1.34794	1.64301	-0.975384	0.614571	-0.994901	4.91407	-1.42964	2.02819	0.12241	-3.744673e+01	3.952686e+01	2.080133e+00
32400	-1.24753	-2.00166	2.22589	-0.42012	1.50151	-0.487981	4.80181	-3.57508	0.915706	1.26795	0.0891666	0.438272	0.318319	0.185779	0.23902	0.0810374	0.0812103	0.0764588	0.462656	0.803487	0.0263746	-1.53896	-2.05573	2.21187	-0.257593	1.3905	-0.936627	4.6842	-3.42274	2.1504	1.047	-1.66793	-1.60132	2.10638	-0.617195	0.682335	-1.01895	5.07545	-3.16782	2.1293	0.585083	-1.30537	-2.17754	1.88252	-0.555442	1.4011	-0.664628	4.83259	-3.6951	2.09628	1.74224	-1.11084	-1.19579	2.18709	-0.00313732	0.272679	-1.10054	5.16794	-3.39187	2.0972	0.107898	-1.0183	-1.91449	1.56757	-0.741562	1.67208	-0.648835	4.82498	-3.4815	1.43596	1.8077	-1.161	-1.8517	2.10476	-0.0965196	0.987263	-0.639088	5.07387	-3.81997	1.46336	1.14198	-1.52068	-1.06874	1.69654	-0.879122	1.10713	-1.04766	4.81027	-2.81814	1.7544	0.664488	-1.91208	-1.81864	1.28905	-0.190031	2.13807	-1.29126	4.7885	-3.23183	0.236351	1.54536	-1.2489	-1.87912	1.72607	-0.746587	1.46995	-0.872917	4.646	-3.22251	1.65445	1.45466	-1.57744	-1.71393	1.89641	-0.102074	1.46147	-0.804039	5.1498	-3.13542	1.32686	0.59066	-1.28941	-2.24068	0.530382	-0.242426	1.65988	-0.626889	4.71218	-3.70317	2.01858	1.86861	-1.81742	-1.82282	1.01762	-0.386639	1.10047	-0.801766	4.64667	-3.60987	1.99927	1.02503	-1.20644	-0.829091	2.04749	-0.883106	0.405544	-1.28395	4.84068	-3.13157	2.11035	0.0733374	-5.159246e+01	4.638326e+01	-5.209206e+00
