Level	Simulation	Output_Var	Time	Data	Prediction
1_1_1	1	CNDCVCmol	24	-1	1.2422e-06
1_1_1	1	CNDCVCmol	36	-1	1.18593e-06

1_1_1	1	CLivNDCVCmol	1	1.22583e-05	8.942e-06
1_1_1	1	CLivNDCVCmol	2	5.38093e-06	1.3072e-05
1_1_1	1	CLivNDCVCmol	6	-1	8.30057e-06
1_1_1	1	CLivNDCVCmol	12	-1	2.60524e-06
1_1_1	1	CLivNDCVCmol	24	-1	1.52992e-06
1_1_1	1	CLivNDCVCmol	36	-1	1.46254e-06

1_1_1	1	CKidNDCVCmol	1	1.59569e-05	3.35965e-06
1_1_1	1	CKidNDCVCmol	2	8.11496e-06	5.90837e-06
1_1_1	1	CKidNDCVCmol	6	-1	4.18663e-06
1_1_1	1	CKidNDCVCmol	12	-1	1.2779e-06
1_1_1	1	CKidNDCVCmol	24	-1	7.29987e-07
1_1_1	1	CKidNDCVCmol	36	-1	6.96237e-07

1_1_1	1	CBrnNDCVCmol	1	-1	6.2815e-06
1_1_1	1	CBrnNDCVCmol	2	-1	1.02606e-05
1_1_1	1	CBrnNDCVCmol	6	2.72247e-06	6.98534e-06
1_1_1	1	CBrnNDCVCmol	12	-1	2.15331e-06
1_1_1	1	CBrnNDCVCmol	24	-1	1.24239e-06
1_1_1	1	CBrnNDCVCmol	36	-1	1.18594e-06


1_2_1	2	CDCVGmol	1	4.7292e-06	3.32105e-05
1_2_1	2	CDCVGmol	2	3.28157e-06	3.53653e-05
1_2_1	2	CDCVGmol	6	1.6299e-06	1.52949e-05
1_2_1	2	CDCVGmol	12	1.90269e-06	2.49069e-06
1_2_1	2	CDCVGmol	24	-1	1.55327e-07
1_2_1	2	CDCVGmol	36	-1	1.13299e-08

1_2_1	2	CDCVCmol	1	-1	3.03735e-06
1_2_1	2	CDCVCmol	2	1.4382e-05	6.86111e-06
1_2_1	2	CDCVCmol	6	1.07395e-05	1.74937e-05
1_2_1	2	CDCVCmol	12	1.0548e-05	2.14824e-05
1_2_1	2	CDCVCmol	24	9.9407e-06	2.23619e-05
1_2_1	2	CDCVCmol	36	-1	2.23267e-05

1_2_1	2	CNDCVCmol	1	1.15382e-05	8.8373e-06
1_2_1	2	CNDCVCmol	2	8.17346e-06	1.5296e-05
1_2_1	2	CNDCVCmol	6	-1	1.34234e-05
1_2_1	2	CNDCVCmol	12	-1	4.21419e-06
1_2_1	2	CNDCVCmol	24	-1	2.24827e-06
1_2_1	2	CNDCVCmol	36	-1	2.13263e-06

1_2_1	2	CLivDCVGmol	1	4.48736e-05	3.61005e-05
1_2_1	2	CLivDCVGmol	2	3.22575e-06	3.47971e-05
1_2_1	2	CLivDCVGmol	6	1.80567e-06	1.38464e-05
1_2_1	2	CLivDCVGmol	12	8.91483e-08	2.29772e-06
1_2_1	2	CLivDCVGmol	24	-1	1.45188e-07
1_2_1	2	CLivDCVGmol	36	-1	1.05982e-08

1_2_1	2	CLivNDCVCmol	1	1.90185e-05	1.19071e-05
1_2_1	2	CLivNDCVCmol	2	1.44586e-05	1.87367e-05
1_2_1	2	CLivNDCVCmol	6	-1	1.54076e-05
1_2_1	2	CLivNDCVCmol	12	-1	4.86974e-06
1_2_1	2	CLivNDCVCmol	24	-1	2.64546e-06
1_2_1	2	CLivNDCVCmol	36	-1	2.51308e-06

1_2_1	2	CKidDCVGmol	1	0.000152228	3.31713e-05
1_2_1	2	CKidDCVGmol	2	0.000102539	3.53735e-05
1_2_1	2	CKidDCVGmol	6	1.35284e-05	1.5315e-05
1_2_1	2	CKidDCVGmol	12	4.84357e-06	2.49337e-06
1_2_1	2	CKidDCVGmol	24	-1	1.55468e-07
1_2_1	2	CKidDCVGmol	36	-1	1.13401e-08

1_2_1	2	CKidDCVCmol	1	1.81184e-05	3.01604e-06
1_2_1	2	CKidDCVCmol	2	1.23279e-05	6.83314e-06
1_2_1	2	CKidDCVCmol	6	2.7887e-06	1.74553e-05
1_2_1	2	CKidDCVCmol	12	1.955e-06	2.14418e-05
1_2_1	2	CKidDCVCmol	24	-1	2.23207e-05
1_2_1	2	CKidDCVCmol	36	-1	2.22856e-05

1_2_1	2	CKidNDCVCmol	1	4.08162e-05	5.61897e-06
1_2_1	2	CKidNDCVCmol	2	1.97218e-05	1.02602e-05
1_2_1	2	CKidNDCVCmol	6	5.19274e-06	9.2998e-06
1_2_1	2	CKidNDCVCmol	12	-1	2.91032e-06
1_2_1	2	CKidNDCVCmol	24	-1	1.53911e-06
1_2_1	2	CKidNDCVCmol	36	-1	1.4589e-06

1_2_1	2	CBrnDCVGmol	1	-1	3.30813e-05
1_2_1	2	CBrnDCVGmol	2	-1	3.53909e-05
1_2_1	2	CBrnDCVGmol	6	3.03061e-05	1.53598e-05
1_2_1	2	CBrnDCVGmol	12	-1	2.49934e-06
1_2_1	2	CBrnDCVGmol	24	2.63886e-06	1.55781e-07
1_2_1	2	CBrnDCVGmol	36	-1	1.13627e-08

1_2_1	2	CBrnDCVCmol	1	-1	2.98665e-06
1_2_1	2	CBrnDCVCmol	2	-1	6.81157e-06
1_2_1	2	CBrnDCVCmol	6	-1	1.74736e-05
1_2_1	2	CBrnDCVCmol	12	2.99335e-06	2.14792e-05
1_2_1	2	CBrnDCVCmol	24	-1	2.23618e-05
1_2_1	2	CBrnDCVCmol	36	-1	2.23268e-05

1_2_1	2	CBrnNDCVCmol	1	-1	8.7182e-06
1_2_1	2	CBrnNDCVCmol	2	-1	1.52398e-05
1_2_1	2	CBrnNDCVCmol	6	4.93103e-06	1.34567e-05
1_2_1	2	CBrnNDCVCmol	12	-1	4.22197e-06
1_2_1	2	CBrnNDCVCmol	24	3.1795e-06	2.24862e-06
1_2_1	2	CBrnNDCVCmol	36	-1	2.13267e-06


1_3_1	3	CDCVGmol	1	-1	3.48863e-05
1_3_1	3	CDCVGmol	2	2.94312e-06	3.64748e-05
1_3_1	3	CDCVGmol	6	2.06796e-06	1.43327e-05
1_3_1	3	CDCVGmol	12	-1	2.34115e-06
1_3_1	3	CDCVGmol	24	-1	1.47915e-07
1_3_1	3	CDCVGmol	36	-1	1.07985e-08

1_3_1	3	CDCVCmol	1	-1	3.43607e-06
1_3_1	3	CDCVCmol	2	1.08294e-05	7.7017e-06
1_3_1	3	CDCVCmol	6	7.96518e-06	1.89864e-05
1_3_1	3	CDCVCmol	12	-1	2.29907e-05
1_3_1	3	CDCVCmol	24	-1	2.39425e-05
1_3_1	3	CDCVCmol	36	-1	2.39651e-05

1_3_1	3	CNDCVCmol	1	-1	4.80909e-06
1_3_1	3	CNDCVCmol	2	-1	9.62882e-06
1_3_1	3	CNDCVCmol	6	-1	1.30738e-05
1_3_1	3	CNDCVCmol	12	-1	5.73589e-06
1_3_1	3	CNDCVCmol	24	-1	2.31447e-06
1_3_1	3	CNDCVCmol	36	-1	2.07949e-06

1_3_1	3	CLivDCVGmol	1	6.06744e-05	3.78575e-05
1_3_1	3	CLivDCVGmol	2	7.27783e-06	3.56649e-05
1_3_1	3	CLivDCVGmol	6	-1	1.28391e-05
1_3_1	3	CLivDCVGmol	12	-1	2.15426e-06
1_3_1	3	CLivDCVGmol	24	-1	1.37845e-07
1_3_1	3	CLivDCVGmol	36	-1	1.00707e-08

1_3_1	3	CLivNDCVCmol	1	5.87495e-06	6.08564e-06
1_3_1	3	CLivNDCVCmol	2	3.52739e-06	1.10214e-05
1_3_1	3	CLivNDCVCmol	6	-1	1.39322e-05
1_3_1	3	CLivNDCVCmol	12	-1	6.06663e-06
1_3_1	3	CLivNDCVCmol	24	-1	2.48995e-06
1_3_1	3	CLivNDCVCmol	36	-1	2.24448e-06

1_3_1	3	CKidDCVGmol	1	2.15899e-05	3.48427e-05
1_3_1	3	CKidDCVGmol	2	2.63002e-05	3.64873e-05
1_3_1	3	CKidDCVGmol	6	-1	1.43553e-05
1_3_1	3	CKidDCVGmol	12	-1	2.34397e-06
1_3_1	3	CKidDCVGmol	24	-1	1.48068e-07
1_3_1	3	CKidDCVGmol	36	-1	1.08095e-08

1_3_1	3	CKidDCVCmol	1	1.84179e-06	3.40913e-06
1_3_1	3	CKidDCVCmol	2	-1	7.66717e-06
1_3_1	3	CKidDCVCmol	6	-1	1.89416e-05
1_3_1	3	CKidDCVCmol	12	-1	2.29437e-05
1_3_1	3	CKidDCVCmol	24	-1	2.38948e-05
1_3_1	3	CKidDCVCmol	36	-1	2.39174e-05

1_3_1	3	CKidNDCVCmol	1	-1	3.99192e-06
1_3_1	3	CKidNDCVCmol	2	-1	8.17423e-06
1_3_1	3	CKidNDCVCmol	6	-1	1.12598e-05
1_3_1	3	CKidNDCVCmol	12	-1	4.94722e-06
1_3_1	3	CKidNDCVCmol	24	-1	1.98968e-06
1_3_1	3	CKidNDCVCmol	36	-1	1.78653e-06

1_3_1	3	CBrnDCVGmol	1	-1	3.47592e-05
1_3_1	3	CBrnDCVGmol	2	1.874e-05	3.65097e-05
1_3_1	3	CBrnDCVGmol	6	-1	1.4397e-05
1_3_1	3	CBrnDCVGmol	12	-1	2.34918e-06
1_3_1	3	CBrnDCVGmol	24	-1	1.48349e-07
1_3_1	3	CBrnDCVGmol	36	-1	1.08298e-08

1_3_1	3	CBrnDCVCmol	1	-1	3.37879e-06
1_3_1	3	CBrnDCVCmol	2	4.04333e-06	7.64692e-06
1_3_1	3	CBrnDCVCmol	6	-1	1.89663e-05
1_3_1	3	CBrnDCVCmol	12	-1	2.29874e-05
1_3_1	3	CBrnDCVCmol	24	-1	2.39423e-05
1_3_1	3	CBrnDCVCmol	36	-1	2.39652e-05

1_3_1	3	CBrnNDCVCmol	1	-1	4.73394e-06
1_3_1	3	CBrnNDCVCmol	2	4.1225e-06	9.57645e-06
1_3_1	3	CBrnNDCVCmol	6	-1	1.30893e-05
1_3_1	3	CBrnNDCVCmol	12	-1	5.7465e-06
1_3_1	3	CBrnNDCVCmol	24	-1	2.31521e-06
1_3_1	3	CBrnNDCVCmol	36	-1	2.07955e-06


1_4_1	4	CDCVGmol	1	2.87174e-06	3.31721e-05
1_4_1	4	CDCVGmol	2	2.1212e-06	3.94362e-05
1_4_1	4	CDCVGmol	6	-1	2.3267e-05
1_4_1	4	CDCVGmol	12	-1	3.87716e-06
1_4_1	4	CDCVGmol	24	-1	2.23943e-07
1_4_1	4	CDCVGmol	36	2.27591e-06	1.62664e-08

1_4_1	4	CDCVCmol	1	-1	2.21084e-06
1_4_1	4	CDCVCmol	2	-1	5.24236e-06
1_4_1	4	CDCVCmol	6	-1	1.52579e-05
1_4_1	4	CDCVCmol	12	-1	1.99081e-05
1_4_1	4	CDCVCmol	24	9.77508e-06	2.0915e-05
1_4_1	4	CDCVCmol	36	-1	2.09373e-05

1_4_1	4	CNDCVCmol	1	-1	5.02709e-06
1_4_1	4	CNDCVCmol	2	-1	1.14725e-05
1_4_1	4	CNDCVCmol	6	-1	2.65788e-05
1_4_1	4	CNDCVCmol	12	-1	2.18526e-05
1_4_1	4	CNDCVCmol	24	-1	1.01343e-05
1_4_1	4	CNDCVCmol	36	-1	7.0335e-06

1_4_1	4	CLivDCVGmol	1	5.81535e-07	3.77268e-05
1_4_1	4	CLivDCVGmol	2	5.08238e-07	3.98872e-05
1_4_1	4	CLivDCVGmol	6	2.15707e-06	2.13955e-05
1_4_1	4	CLivDCVGmol	12	-1	3.52798e-06
1_4_1	4	CLivDCVGmol	24	-1	2.08003e-07
1_4_1	4	CLivDCVGmol	36	4.75889e-07	1.51263e-08

1_4_1	4	CLivNDCVCmol	1	7.91754e-06	6.18999e-06
1_4_1	4	CLivNDCVCmol	2	-1	1.27992e-05
1_4_1	4	CLivNDCVCmol	6	-1	2.75575e-05
1_4_1	4	CLivNDCVCmol	12	-1	2.22692e-05
1_4_1	4	CLivNDCVCmol	24	-1	1.03573e-05
1_4_1	4	CLivNDCVCmol	36	-1	7.22501e-06

1_4_1	4	CKidDCVGmol	1	2.04699e-05	3.31272e-05
1_4_1	4	CKidDCVGmol	2	7.19031e-06	3.9432e-05
1_4_1	4	CKidDCVGmol	6	-1	2.32859e-05
1_4_1	4	CKidDCVGmol	12	-1	3.88066e-06
1_4_1	4	CKidDCVGmol	24	-1	2.24103e-07
1_4_1	4	CKidDCVGmol	36	-1	1.62778e-08

1_4_1	4	CKidDCVCmol	1	7.22952e-06	2.19859e-06
1_4_1	4	CKidDCVCmol	2	2.51332e-06	5.22539e-06
1_4_1	4	CKidDCVCmol	6	-1	1.5232e-05
1_4_1	4	CKidDCVCmol	12	-1	1.98806e-05
1_4_1	4	CKidDCVCmol	24	-1	2.0887e-05
1_4_1	4	CKidDCVCmol	36	-1	2.09093e-05

1_4_1	4	CKidNDCVCmol	1	1.09787e-05	4.69131e-06
1_4_1	4	CKidNDCVCmol	2	-1	1.07998e-05
1_4_1	4	CKidNDCVCmol	6	-1	2.5168e-05
1_4_1	4	CKidNDCVCmol	12	-1	2.072e-05
1_4_1	4	CKidNDCVCmol	24	-1	9.60695e-06
1_4_1	4	CKidNDCVCmol	36	-1	6.66491e-06

1_4_1	4	CBrnDCVGmol	1	-1	3.29469e-05
1_4_1	4	CBrnDCVGmol	2	2.89269e-05	3.94139e-05
1_4_1	4	CBrnDCVGmol	6	-1	2.33596e-05
1_4_1	4	CBrnDCVGmol	12	-1	3.89444e-06
1_4_1	4	CBrnDCVGmol	24	1.48656e-06	2.24732e-07
1_4_1	4	CBrnDCVGmol	36	-1	1.63228e-08

1_4_1	4	CBrnDCVCmol	1	4.36255e-06	2.16518e-06
1_4_1	4	CBrnDCVCmol	2	-1	5.19335e-06
1_4_1	4	CBrnDCVCmol	6	-1	1.52311e-05
1_4_1	4	CBrnDCVCmol	12	-1	1.99038e-05
1_4_1	4	CBrnDCVCmol	24	-1	2.09148e-05
1_4_1	4	CBrnDCVCmol	36	-1	2.09373e-05

1_4_1	4	CBrnNDCVCmol	1	-1	4.92494e-06
1_4_1	4	CBrnNDCVCmol	2	-1	1.13735e-05
1_4_1	4	CBrnNDCVCmol	6	-1	2.65601e-05
1_4_1	4	CBrnNDCVCmol	12	-1	2.1876e-05
1_4_1	4	CBrnNDCVCmol	24	-1	1.01422e-05
1_4_1	4	CBrnNDCVCmol	36	-1	7.03526e-06


