iter	M_lnPC_stom(1)	M_lnPC_jeju(1)	M_lnPC_colon(1)	M_lnFu_jeju(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKmet(1)	M_lnKc2p(1)	M_lnKp2c(1)	V_lnPC_stom(1)	V_lnPC_jeju(1)	V_lnPC_colon(1)	V_lnFu_jeju(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKmet(1)	V_lnKc2p(1)	V_lnKp2c(1)	Ve_lnC_central(1)	lnPC_stom(1.1)	lnPC_jeju(1.1)	lnPC_colon(1.1)	lnFu_jeju(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKmet(1.1)	lnKc2p(1.1)	lnKp2c(1.1)	lnPC_stom(1.1.1)	lnPC_jeju(1.1.1)	lnPC_colon(1.1.1)	lnFu_jeju(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKmet(1.1.1)	lnKc2p(1.1.1)	lnKp2c(1.1.1)	lnPC_stom(1.1.2)	lnPC_jeju(1.1.2)	lnPC_colon(1.1.2)	lnFu_jeju(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKmet(1.1.2)	lnKc2p(1.1.2)	lnKp2c(1.1.2)	lnPC_stom(1.1.3)	lnPC_jeju(1.1.3)	lnPC_colon(1.1.3)	lnFu_jeju(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKmet(1.1.3)	lnKc2p(1.1.3)	lnKp2c(1.1.3)	lnPC_stom(1.1.4)	lnPC_jeju(1.1.4)	lnPC_colon(1.1.4)	lnFu_jeju(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKmet(1.1.4)	lnKc2p(1.1.4)	lnKp2c(1.1.4)	lnPC_stom(1.1.5)	lnPC_jeju(1.1.5)	lnPC_colon(1.1.5)	lnFu_jeju(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKmet(1.1.5)	lnKc2p(1.1.5)	lnKp2c(1.1.5)	lnPC_stom(1.1.6)	lnPC_jeju(1.1.6)	lnPC_colon(1.1.6)	lnFu_jeju(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKmet(1.1.6)	lnKc2p(1.1.6)	lnKp2c(1.1.6)	lnPC_stom(1.1.7)	lnPC_jeju(1.1.7)	lnPC_colon(1.1.7)	lnFu_jeju(1.1.7)	lnV_central(1.1.7)	lnVmax_vitro(1.1.7)	lnKm_vitro(1.1.7)	lnKmet(1.1.7)	lnKc2p(1.1.7)	lnKp2c(1.1.7)	lnPC_stom(1.1.8)	lnPC_jeju(1.1.8)	lnPC_colon(1.1.8)	lnFu_jeju(1.1.8)	lnV_central(1.1.8)	lnVmax_vitro(1.1.8)	lnKm_vitro(1.1.8)	lnKmet(1.1.8)	lnKc2p(1.1.8)	lnKp2c(1.1.8)	lnPC_stom(1.1.9)	lnPC_jeju(1.1.9)	lnPC_colon(1.1.9)	lnFu_jeju(1.1.9)	lnV_central(1.1.9)	lnVmax_vitro(1.1.9)	lnKm_vitro(1.1.9)	lnKmet(1.1.9)	lnKc2p(1.1.9)	lnKp2c(1.1.9)	lnPC_stom(1.1.10)	lnPC_jeju(1.1.10)	lnPC_colon(1.1.10)	lnFu_jeju(1.1.10)	lnV_central(1.1.10)	lnVmax_vitro(1.1.10)	lnKm_vitro(1.1.10)	lnKmet(1.1.10)	lnKc2p(1.1.10)	lnKp2c(1.1.10)	lnPC_stom(1.1.11)	lnPC_jeju(1.1.11)	lnPC_colon(1.1.11)	lnFu_jeju(1.1.11)	lnV_central(1.1.11)	lnVmax_vitro(1.1.11)	lnKm_vitro(1.1.11)	lnKmet(1.1.11)	lnKc2p(1.1.11)	lnKp2c(1.1.11)	lnPC_stom(1.1.12)	lnPC_jeju(1.1.12)	lnPC_colon(1.1.12)	lnFu_jeju(1.1.12)	lnV_central(1.1.12)	lnVmax_vitro(1.1.12)	lnKm_vitro(1.1.12)	lnKmet(1.1.12)	lnKc2p(1.1.12)	lnKp2c(1.1.12)	LnPrior	LnData	LnPosterior
5100	0.607108	-1.50145	1.95993	-1.00701	2.2638	-0.161903	5.82205	-2.04083	2.25797	1.51273	0.291268	0.0961541	0.279296	0.067405	0.507903	0.181996	0.416478	0.110415	0.068444	0.628831	0.0245046	0.250235	-1.85342	1.87167	-0.829418	1.84445	0.586847	6.34506	-2.36182	2.15819	1.18689	0.83074	-1.95614	1.52533	-0.834622	1.13809	0.343414	6.79866	-2.45432	2.22785	0.480573	-0.437386	-2.10987	1.93415	-0.160545	1.68076	-0.0996273	6.32609	-3.04214	2.0718	1.48257	0.273661	-1.34641	1.42432	-0.899441	0.268707	0.755164	6.11396	-2.62351	2.14985	-0.200743	0.442672	-1.82927	0.255864	-0.855566	1.46269	0.593292	5.90586	-3.13162	2.19857	1.93725	0.791346	-1.8985	1.54333	-0.947619	1.10187	1.33712	6.3552	-2.49307	1.76534	1.41966	-0.0209466	-1.22596	1.96305	-0.873748	0.65155	0.487084	6.30331	-1.87508	2.23832	0.404817	-0.702	-1.34409	1.24418	-0.668793	1.81021	0.110002	6.17578	-2.86985	2.04653	1.67099	-0.551313	-1.69661	1.28294	-0.914366	1.92552	0.698169	6.68274	-2.41582	1.73817	1.43391	-0.159051	-2.12988	1.64433	-0.647439	1.78476	0.669813	5.74178	-2.54529	1.9724	2.17022	-0.791418	-1.76584	1.93771	-0.882087	2.19761	0.274985	5.85465	-2.88833	2.14233	1.98661	0.44707	-1.35216	1.15355	-0.944569	1.46373	0.611333	6.31194	-2.00769	1.79352	0.953829	-0.11294	-1.93866	1.93316	-1.09327	-0.198989	0.729853	5.58382	-2.05892	1.55239	-0.58117	-7.367305e+01	4.387095e+01	-2.980209e+01
5200	0.105109	-2.05295	1.1709	-0.794391	1.3171	0.280813	6.26277	-2.4173	2.21482	1.09059	0.157026	0.212425	0.149122	0.0627576	0.330452	0.126001	0.0627031	1.30833	0.0525534	0.799892	0.0223749	-0.599554	-1.99119	0.497848	-0.974334	1.73813	0.587629	6.12439	-2.70827	2.2719	1.78521	-1.63754	-2.12805	1.26702	-0.545869	1.03747	0.534769	6.41339	-3.21852	1.99317	0.751513	-1.37591	-1.45895	0.880481	-0.899124	2.03322	0.268685	6.25837	-3.32236	2.15617	1.86059	-1.48571	-1.71409	0.188698	-0.989664	0.746946	0.702814	6.28603	-0.790415	2.18896	0.247439	-0.458484	-1.7055	0.183893	-1.25013	1.88606	1.06926	6.25568	-3.03094	2.02031	2.22224	-0.677092	-1.77747	0.899384	-0.980902	0.915325	1.20931	6.23886	-2.7044	2.0547	0.980208	-0.791207	-1.86157	-0.110295	-1.32105	0.738046	1.06133	6.00653	-1.87727	2.23083	0.481383	-1.11953	-1.70886	0.495687	-0.959475	1.95943	0.692019	6.2056	-2.83137	1.92361	2.2147	-0.651295	-1.60853	0.177775	-1.31434	1.79808	0.936386	6.61699	-2.29532	2.26922	1.92738	0.0820669	-1.02138	0.651112	-0.775822	2.14431	0.415171	6.25115	-2.8913	2.17427	1.92843	-0.921066	-1.63374	0.79063	-0.964095	2.22806	0.226198	5.89387	-2.64321	2.24763	2.05141	-0.595578	-1.72064	0.915479	-1.0639	0.939687	0.705084	6.01038	-1.67587	2.26186	0.693933	-0.0350847	-1.72957	0.50628	-1.0352	0.35447	0.619553	5.82582	-3.2227	1.93945	-0.203997	-6.317311e+01	5.749734e+01	-5.675773e+00
5300	0.114313	-1.57218	-1.56051	-0.796453	0.820988	0.749475	5.90603	-2.22438	1.62614	-0.586547	0.120266	0.0554439	0.352727	0.0979775	0.973312	0.0971552	0.11012	0.116057	0.145708	0.667319	0.02256	-0.464641	-1.60884	-1.29716	-1.07139	1.7594	0.810105	6.0912	-2.31161	2.19675	1.13705	-0.494685	-1.78446	-1.50345	-1.11158	1.5336	0.730237	6.59062	-2.59158	1.87113	1.01992	-0.174603	-1.59993	-1.256	-1.3103	2.29093	0.223816	6.35568	-2.66648	2.16778	2.05165	-0.379118	-1.21676	-0.99133	-0.559529	0.410425	0.499577	6.38011	-2.26782	2.25339	0.0105865	-1.09721	-1.71154	-0.564625	-1.318	2.24133	0.740503	6.40503	-2.44003	1.75324	2.276	-0.534123	-1.83821	-1.1584	-0.898766	1.50289	0.978337	6.12732	-2.47023	2.05082	1.65362	-0.924531	-1.6253	-2.14539	-1.12707	0.749413	0.789911	5.93368	-2.50378	2.01155	0.280118	-1.01886	-1.87336	-1.5195	-0.905046	1.8359	0.629215	6.23579	-2.4123	2.22263	1.86195	-0.561862	-2.01215	-1.60478	-1.43448	1.68158	0.44689	5.3467	-2.57199	1.68268	1.5139	-0.3135	-1.58853	-0.291607	-1.30147	1.96226	0.865057	5.98869	-2.08734	1.78099	1.21826	-0.314068	-1.75135	-1.92857	-0.928094	2.25615	0.596884	6.05071	-2.95526	2.20163	2.24556	0.144977	-1.72697	-0.11395	-0.892135	1.48254	0.858185	6.49877	-1.98266	1.83986	0.812539	-0.803908	-1.66026	-1.13186	-1.09103	0.183412	0.882104	6.04557	-2.08066	2.08762	-0.268559	-5.271726e+01	6.031138e+01	7.594126e+00
5400	-0.289583	-1.35202	0.301264	-1.25806	2.29945	1.21584	5.95638	-2.03714	1.63547	2.14084	0.34151	0.057878	0.561088	0.084119	0.870014	0.146068	0.124054	0.170634	0.189637	1.00889	0.0214569	-0.853787	-1.69967	-0.323079	-1.39887	1.75519	1.04367	6.27624	-2.02229	2.28899	1.8443	-1.04209	-1.73851	0.12856	-1.65124	1.38437	0.288556	5.78671	-2.22545	2.0084	0.65164	-1.12916	-1.84682	0.106017	-1.79314	2.13701	0.814634	6.2038	-2.95641	2.05727	2.00884	-0.91403	-1.54177	-0.857244	-1.2484	0.490606	1.10877	6.11864	-1.98149	2.18862	0.165165	-1.13333	-2.04887	-0.379213	-0.675169	1.91334	0.655847	6.50704	-2.28781	2.08396	2.18708	-0.778006	-1.4963	0.0695253	-1.71318	1.66201	0.948778	5.76051	-2.29545	1.29039	0.786662	-0.284675	-1.40394	-1.01536	-1.11926	0.892531	0.400313	5.84016	-2.03715	2.2226	0.546457	-1.50724	-1.62891	-0.0480062	-1.41603	2.19649	1.13916	6.68489	-2.21685	1.7582	1.86121	-1.1699	-1.64681	-1.27613	-1.52677	1.99672	0.855936	6.20399	-2.65623	2.18182	2.05279	-1.01364	-1.3824	-1.35691	-1.49355	2.25361	0.839019	6.33466	-1.90028	2.17779	1.5362	-0.929813	-1.744	0.0638591	-1.10933	2.16204	0.579778	6.07985	-2.34419	2.27226	2.17633	-0.954444	-1.74532	0.356224	-0.889577	1.62279	0.521187	6.23063	-1.88968	2.12957	1.1609	-1.55225	-1.55237	-1.05106	-1.68745	0.26506	1.35358	6.08209	-2.54508	2.22807	-0.12721	-6.759602e+01	5.932542e+01	-8.270603e+00
5500	0.84366	-1.95082	-0.704625	-0.64029	0.844777	0.420514	6.71241	-2.72736	2.12327	1.55795	0.126149	0.110533	0.135275	0.159064	0.361852	0.0899023	0.423594	0.0561004	0.067433	0.497221	0.0297217	0.126476	-2.04895	-0.855853	-1.26225	1.15895	0.758005	6.67337	-2.43476	2.1931	2.00214	0.401182	-1.74955	-0.798669	-1.75847	1.19886	0.831003	6.13082	-2.58596	2.04305	0.743842	0.276601	-1.96561	-0.663613	-2.16081	2.24296	1.12147	6.43533	-2.35595	2.18405	2.02888	-0.118788	-1.94284	-0.947854	-0.793115	0.442609	1.13987	6.11515	-2.27835	2.19494	0.40196	0.229511	-2.20637	-1.09199	-0.951571	1.53976	1.65481	6.90391	-2.40009	2.04034	1.79287	0.237754	-1.83228	-0.607852	-1.59295	1.47898	0.642822	5.55205	-1.89437	2.05198	1.32844	0.27303	-1.93246	-1.32982	-1.2725	0.764421	1.03104	5.69453	-2.68938	1.98922	0.853065	0.157957	-1.80239	-1.15969	-1.36967	2.02484	0.472474	5.70161	-2.38247	2.09007	2.03338	0.386371	-1.73468	-0.927426	-1.00989	1.70011	1.14263	6.78023	-2.39689	2.25589	1.81584	0.134498	-1.56258	-0.998713	-1.2473	2.17724	0.631924	5.87369	-2.24077	1.87091	1.64733	0.481611	-2.01454	-0.40112	-1.36662	2.21976	0.929606	5.90996	-2.54606	2.13292	2.22509	0.390145	-2.04253	-1.06665	-0.653191	1.31869	0.827715	6.15634	-2.33014	2.19881	1.45102	0.174607	-1.78174	-0.121535	-1.23529	0.264994	0.646923	5.5446	-2.30002	2.08381	0.0240003	-4.334951e+01	5.158959e+01	8.240079e+00
5600	0.700228	-1.93053	0.0417806	-0.806558	2.04216	1.23601	6.28537	-2.21992	1.81053	0.698349	0.121045	0.138454	0.127277	0.240364	0.64719	0.178625	0.290182	0.109864	0.0841932	0.924289	0.0302545	0.28729	-2.04161	0.164148	-1.19216	1.70024	0.481444	6.0304	-2.08704	2.12274	1.12136	0.339771	-1.92375	0.312327	-1.29976	0.961005	1.00351	6.43746	-2.50278	2.26134	0.830265	0.666143	-2.00599	0.796	-1.44869	1.95193	0.230496	5.86504	-2.1292	2.23533	1.93837	0.180791	-1.76093	0.383119	-1.05926	0.722323	0.513682	5.52811	-2.29073	1.81695	0.0886962	0.978144	-1.72499	0.154353	-1.06569	1.9279	0.318645	5.9426	-2.29339	2.14256	1.85595	0.421895	-1.46156	0.432895	-1.50464	1.57072	0.753943	5.97074	-2.09585	2.0404	1.54267	0.0946112	-1.59637	0.506595	-0.976113	0.74935	0.791306	6.22283	-2.04658	2.20142	0.427367	-0.108423	-1.65596	0.802526	-1.65524	1.88735	0.214272	5.53476	-1.92464	2.04548	1.54853	0.194189	-1.95005	0.903363	-0.849698	1.77537	-0.0831864	5.94663	-2.09688	1.74868	1.66537	0.0725082	-1.74312	-0.141554	-0.983614	1.92084	0.527488	5.8466	-2.10794	2.0199	1.39123	0.500129	-2.02084	0.0217527	-1.28216	2.27541	0.448313	5.69788	-2.41433	2.05168	2.09263	0.23909	-1.99081	-0.0844015	-1.30991	1.35326	0.928682	5.8524	-2.25116	2.07072	0.906192	0.341481	-1.77737	0.29636	-1.6288	0.264793	1.11589	5.73174	-1.50577	2.1951	-0.0987137	-4.856613e+01	4.139650e+01	-7.169629e+00
5700	0.399648	-1.05417	0.434948	-1.26164	1.94521	1.03286	5.17871	-2.51239	1.97602	1.3349	0.091006	0.161539	0.0986543	0.0641852	0.629029	0.156044	0.157892	0.145409	0.104517	0.431699	0.0237567	0.532363	-1.60803	0.536958	-1.5582	2.08294	0.546907	5.86722	-2.38955	1.96319	1.31083	0.228151	-1.45462	0.742563	-1.71046	1.36098	0.214972	6.2152	-1.91272	2.19712	0.716906	0.39225	-2.19385	0.873369	-1.5063	1.99619	0.622598	5.71952	-2.8431	1.4167	1.61367	0.982342	-0.58229	0.590412	-1.81739	0.726706	0.40278	5.52425	-2.61014	2.23786	0.103379	0.431622	-1.37167	0.717621	-1.75284	2.15881	0.371704	5.96835	-2.24758	1.77889	1.68207	0.638167	-1.70339	0.535044	-1.50292	0.89851	0.825233	5.30735	-2.7726	2.01055	0.985515	0.415499	-1.65003	0.545862	-1.45665	1.04345	0.600875	5.56247	-2.15023	1.85133	0.782975	0.161169	-1.62691	0.185731	-1.73518	2.14616	0.218123	5.59578	-2.08715	1.97522	1.95142	0.980037	-1.63625	0.02761	-1.39896	1.8282	0.875982	6.32179	-2.59539	1.38231	1.5285	0.586969	-1.56809	0.556687	-1.54438	2.19706	0.498579	5.51683	-2.15476	1.84286	1.55089	-0.139555	-1.87374	0.926371	-1.24644	2.25788	0.376053	5.61219	-2.39698	1.985	1.97749	0.638425	-2.04095	0.735657	-1.81376	1.42004	1.43196	6.01127	-1.74549	1.99008	0.854738	0.50575	-1.26111	0.951005	-1.62024	0.328287	0.924085	6.01078	-2.43217	2.05302	-0.238501	-4.542245e+01	5.177290e+01	6.350449e+00
5800	0.650658	-0.97744	0.606644	-1.43846	2.27568	-0.588348	5.9192	-2.36408	2.29425	0.896591	0.0619609	0.121468	0.234646	0.112419	0.449548	0.277078	0.0495657	0.0993283	0.121015	1.18101	0.0307396	0.845534	-1.6912	1.34713	-1.46162	1.75032	0.656873	6.0167	-2.04078	1.73575	1.52139	0.913468	-1.6559	1.92516	-1.82728	1.47226	0.275422	5.9971	-2.20681	1.93271	0.610781	0.827932	-2.09082	1.38081	-1.57112	2.12437	0.368639	6.14844	-2.55576	1.71254	1.35252	0.396681	-0.868134	1.13655	-1.7522	0.726806	0.72405	5.88761	-1.73474	1.79053	-0.340091	0.925707	-1.26539	1.57308	-1.79762	2.11557	0.641503	5.92086	-2.67626	1.29115	1.44833	0.898624	-1.36404	1.09076	-1.54472	1.74755	0.416129	5.66854	-1.94665	1.76959	1.05598	0.650885	-1.88242	1.88155	-1.35684	0.494273	1.26251	5.9085	-2.07939	1.82972	0.363241	0.785726	-1.7244	1.39494	-1.64471	2.27557	0.474411	6.07881	-2.17288	1.92378	2.20807	0.689806	-2.06146	1.39858	-1.06828	1.72415	0.452431	5.84453	-2.17254	1.24718	1.40957	0.800303	-1.72153	1.57989	-1.68247	2.11679	0.87562	5.9582	-1.96079	1.72482	1.15776	0.773193	-1.8756	1.76127	-1.74092	2.0005	0.624328	5.60518	-2.0336	2.02646	1.48652	1.21489	-1.79561	1.29563	-1.42335	1.32564	1.09005	6.15053	-1.75404	2.01617	1.1184	0.912787	-1.50807	0.96696	-1.51312	0.178485	0.960384	5.94654	-1.61907	2.23955	-0.191754	-5.016639e+01	4.271441e+01	-7.451981e+00
5900	0.082761	-1.60273	1.10928	-1.45906	2.10354	1.74777	5.79733	-2.23065	2.21187	1.2798	0.108587	0.302889	0.148275	0.0480191	0.671188	0.398227	0.210534	0.161995	0.290035	0.521555	0.0226599	0.238482	-1.63365	0.766938	-1.27116	2.16381	0.730427	6.11312	-2.60114	2.21249	1.154	-0.246975	-1.72068	0.359839	-0.772254	1.46865	0.112808	6.68566	-2.11019	1.9816	0.921003	0.336149	-1.76105	0.601137	-1.44818	2.20192	0.483308	6.37012	-2.3711	2.20588	2.156	0.46399	-0.922995	0.490231	-1.32806	1.02666	0.760887	6.15881	-2.66602	1.81348	-0.0243947	0.0738424	-1.02957	1.07455	-1.21342	1.9757	-0.250651	5.95071	-2.45397	2.16075	1.81806	0.624596	-1.04079	0.620015	-1.24882	1.43367	0.435241	6.04153	-2.39575	1.57568	0.410148	0.872225	-0.829966	1.00874	-1.25961	0.912774	1.1846	6.76477	-2.88681	2.23752	0.564141	-0.291806	-1.21118	0.57093	-1.46657	2.05686	1.13228	6.71952	-2.53153	1.53173	1.23947	-0.0148975	-1.57175	1.18278	-1.3293	1.71268	0.811346	6.12438	-3.29514	1.48623	1.43611	-0.527315	-1.25213	0.451349	-1.28934	2.28307	0.751904	6.25248	-2.43593	1.92034	1.67393	0.447694	-2.02122	0.426586	-1.22982	2.13086	0.965424	5.87847	-2.73742	2.0302	2.20629	1.10819	-1.9405	0.672958	-1.46228	1.10679	0.409513	5.53105	-1.43468	2.29339	0.759646	0.111123	-1.31954	0.814664	-1.13292	0.298009	0.885754	6.1435	-3.48783	2.1206	0.0932931	-7.069474e+01	4.603584e+01	-2.465890e+01
6000	-0.177237	-1.13983	1.3616	-0.059199	1.46377	0.968992	6.66458	-1.96198	2.23097	0.852176	0.072856	0.105396	0.304313	0.323234	0.697056	0.0819823	0.168917	0.182954	0.137608	0.43171	0.0258848	-0.224347	-1.48072	0.94168	-0.776472	2.04702	0.567666	6.52737	-2.31771	2.28768	1.98838	0.123179	-1.55302	1.20721	-1.08158	1.74787	0.399236	6.90225	-2.22069	1.64617	0.810368	-0.0570019	-1.14002	1.00806	-1.7946	2.06305	0.765218	6.3652	-2.82797	2.29457	2.03553	-0.783587	-1.40716	0.523848	-1.06444	0.184693	0.838271	5.9479	-2.77654	2.23918	-0.201281	-0.424941	-1.80129	1.54376	-0.905184	1.73717	0.943874	6.52561	-2.34387	2.13104	2.14014	-0.143234	-1.04896	1.46037	-0.950112	1.4081	0.418198	6.3429	-2.59964	2.25934	1.41382	-0.122573	-1.25659	0.455861	-1.18167	0.810797	0.582337	6.20514	-2.07181	2.27787	0.619211	-0.0532016	-1.36357	0.889329	-0.552725	2.07498	0.689603	6.78838	-3.33476	2.0691	2.19531	-0.611311	-1.6134	-0.0390033	-1.3051	1.90425	0.0955457	5.74944	-2.28204	2.08817	2.23945	-0.0219045	-1.89312	0.976054	-1.33158	2.23513	0.631356	6.44222	-1.61908	1.99884	1.51141	-0.603224	-2.07177	0.108764	-0.989354	2.26947	0.706631	6.11476	-2.49187	2.08228	2.2113	-0.0609974	-1.70468	1.01376	-1.44721	1.80054	0.375151	5.94955	-1.76216	2.01006	1.05219	0.0464371	-1.05342	0.389063	-0.865032	0.568961	0.435605	6.5126	-2.44695	2.21029	0.00225059	-6.124393e+01	5.025053e+01	-1.099340e+01
6100	-1.96675	-1.15176	0.240479	-1.26382	1.79537	0.634123	5.98392	-3.42428	1.67323	2.24415	0.231854	0.140664	0.0908518	0.0816839	0.160054	0.0834405	0.180945	0.135418	0.108437	1.2799	0.021511	-1.44122	-1.54838	0.654045	-0.856766	1.46166	0.6719	6.5003	-3.30254	1.97656	1.99758	-1.67613	-1.4968	0.530511	-0.98625	1.35499	0.402175	6.23062	-3.57803	1.79209	0.895839	-1.63252	-1.86058	0.126621	-0.835643	1.715	0.475343	6.09089	-3.88627	2.11955	1.55077	-1.52031	-1.20462	0.574901	-1.28074	0.532255	1.04962	6.11946	-3.2935	2.1237	0.259554	-0.60262	-1.55685	0.883191	-0.873639	1.69181	0.95262	6.50316	-3.62839	2.0296	2.09645	-1.87706	-1.24669	1.0944	-0.772719	1.3386	0.511392	6.24675	-3.20205	1.96067	1.1521	0.0932033	-0.79104	0.998286	-0.692874	1.15426	-0.0107168	6.30116	-3.67976	1.57426	0.315546	-1.11119	-1.74904	0.913904	-0.277276	1.87293	0.337789	6.3813	-3.14027	1.6662	1.86508	-0.552403	-1.26005	1.11368	-1.04375	1.96703	0.319417	6.24875	-3.11911	1.90577	1.83123	-1.22822	-1.40911	0.162357	-0.623536	2.09733	0.740775	6.58798	-2.89133	1.74724	1.45621	-2.04321	-1.4251	0.672809	-0.822109	2.17695	0.543747	6.00125	-3.82685	1.59469	1.91508	-1.95582	-1.23246	0.39738	-1.01885	1.33626	0.481472	6.08627	-2.92693	2.26821	0.842872	-1.76512	-1.00638	-0.0162882	-1.03472	0.437114	0.624031	6.45647	-3.24872	2.23984	-0.108395	-5.796870e+01	5.455119e+01	-3.417506e+00
6200	-1.23042	-1.55194	-0.430735	-0.239255	2.18353	0.216601	6.15155	-3.8843	2.29363	0.337697	0.116415	0.321274	0.25376	0.17728	0.611717	0.184198	0.0827974	0.101287	0.124538	0.907801	0.0222902	-1.2481	-1.21609	-0.517122	-0.390398	1.79905	0.482474	6.46779	-3.91973	2.2677	1.82051	-0.728466	-2.05022	-0.839197	-0.893839	1.01282	0.922444	6.48422	-3.61122	2.03545	0.631706	-1.46495	-1.80056	-0.0479446	-1.2619	1.99968	0.855247	6.2608	-3.86015	2.06849	2.15359	-0.885231	-1.39716	-0.566711	-0.700275	0.614336	0.750814	6.17987	-3.97179	2.00989	-0.0190792	-1.11477	-1.51802	-0.110598	-0.503086	1.89586	0.739316	6.65628	-3.45484	1.96084	2.18849	-1.11577	-1.2554	-0.534384	-0.266123	1.4759	0.436874	6.61344	-3.68191	1.80586	1.1383	-1.13557	-1.30821	0.0222607	-0.0811507	0.942541	0.0791531	6.41447	-3.44441	2.2664	0.78095	-1.67869	-1.98213	-0.944908	-0.184276	1.60803	0.555844	6.30541	-3.78756	2.29984	2.00771	-1.46212	-1.45914	-0.821944	-0.697006	1.67769	0.77623	6.72869	-3.52397	2.19907	1.92632	-0.454293	-1.3258	-1.03594	-0.302224	1.74237	0.5967	6.5234	-3.70398	2.20808	1.57842	-0.477224	-1.27303	-1.26109	-0.602097	2.21809	0.560517	6.44027	-3.93242	1.84146	1.82401	-1.1036	-0.557017	0.202943	-1.10933	1.51007	0.249368	6.45178	-3.84973	2.26685	0.839097	-1.29569	-0.673576	-0.663406	-1.1609	0.521821	0.684401	6.80246	-3.55795	2.29395	-0.14231	-4.641318e+01	5.811027e+01	1.169709e+01
6300	-1.32115	-0.499439	-1.42444	-0.104653	2.06561	0.773968	6.72263	-3.85207	1.36516	1.99605	0.186733	0.237255	0.113097	0.110038	0.41198	0.079582	0.12362	0.176334	0.288065	2.36743	0.0224408	-1.72126	-1.06162	-0.425098	-0.521712	1.83379	0.47555	6.75959	-3.96974	2.27751	1.75089	-1.52906	-1.7752	-0.995938	-1.06636	0.946285	1.02925	6.58246	-3.66111	2.25004	0.75474	-0.836432	-1.36892	0.154957	-0.621109	2.10305	0.443108	6.90464	-3.4957	1.83839	1.76806	-1.57963	-0.711922	-0.357158	-0.558374	0.555725	0.325032	6.44218	-3.48647	2.17818	0.0466769	-1.64413	-1.66932	-1.08233	-0.434191	1.76744	0.737831	6.61829	-3.70884	1.8422	1.97497	-1.49536	-1.01131	-0.867673	-0.441263	1.54976	0.555557	6.79095	-3.61666	1.91313	0.958138	-0.810618	-1.22415	-0.564602	-0.220563	0.64509	0.254447	6.58893	-3.84165	2.29052	0.311997	-2.14508	-2.22262	-0.625742	-0.0533314	1.50098	0.981926	6.50487	-3.82927	1.74778	2.1001	-1.50348	-1.32415	-1.3514	-0.775527	1.96789	0.420361	6.3969	-3.87835	1.45736	1.51451	-1.36865	-1.36536	-0.675529	-0.344809	2.13317	0.950922	6.71563	-3.9979	1.49633	1.62951	-1.80395	-1.58532	-0.105143	-0.31915	2.00107	0.511063	6.39395	-3.83701	2.07225	2.03921	-1.40748	-0.78428	-1.14593	-0.655655	1.56591	0.279788	6.62722	-3.92412	2.28734	1.0775	-1.13389	-0.768375	0.112221	-0.706758	0.40565	0.42776	6.77314	-3.53958	2.23949	-0.191369	-5.984289e+01	6.079338e+01	9.504849e-01
