iter	M_lnPC_duod(1)	M_lnFu_duod(1)	M_lnFu_colon(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKc2p(1)	V_lnPC_duod(1)	V_lnFu_duod(1)	V_lnFu_colon(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKc2p(1)	Ve_lnC_central(1)	lnPC_duod(1.1)	lnFu_duod(1.1)	lnFu_colon(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKc2p(1.1)	lnPC_duod(1.1.1)	lnFu_duod(1.1.1)	lnFu_colon(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKc2p(1.1.1)	lnPC_duod(1.1.2)	lnFu_duod(1.1.2)	lnFu_colon(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKc2p(1.1.2)	lnPC_duod(1.1.3)	lnFu_duod(1.1.3)	lnFu_colon(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKc2p(1.1.3)	lnPC_duod(1.1.4)	lnFu_duod(1.1.4)	lnFu_colon(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKc2p(1.1.4)	lnPC_duod(1.1.5)	lnFu_duod(1.1.5)	lnFu_colon(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKc2p(1.1.5)	lnPC_duod(1.1.6)	lnFu_duod(1.1.6)	lnFu_colon(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKc2p(1.1.6)	lnPC_duod(1.2)	lnFu_duod(1.2)	lnFu_colon(1.2)	lnV_central(1.2)	lnVmax_vitro(1.2)	lnKm_vitro(1.2)	lnKc2p(1.2)	lnPC_duod(1.2.1)	lnFu_duod(1.2.1)	lnFu_colon(1.2.1)	lnV_central(1.2.1)	lnVmax_vitro(1.2.1)	lnKm_vitro(1.2.1)	lnKc2p(1.2.1)	lnPC_duod(1.2.2)	lnFu_duod(1.2.2)	lnFu_colon(1.2.2)	lnV_central(1.2.2)	lnVmax_vitro(1.2.2)	lnKm_vitro(1.2.2)	lnKc2p(1.2.2)	lnPC_duod(1.2.3)	lnFu_duod(1.2.3)	lnFu_colon(1.2.3)	lnV_central(1.2.3)	lnVmax_vitro(1.2.3)	lnKm_vitro(1.2.3)	lnKc2p(1.2.3)	lnPC_duod(1.2.4)	lnFu_duod(1.2.4)	lnFu_colon(1.2.4)	lnV_central(1.2.4)	lnVmax_vitro(1.2.4)	lnKm_vitro(1.2.4)	lnKc2p(1.2.4)	lnPC_duod(1.2.5)	lnFu_duod(1.2.5)	lnFu_colon(1.2.5)	lnV_central(1.2.5)	lnVmax_vitro(1.2.5)	lnKm_vitro(1.2.5)	lnKc2p(1.2.5)	lnPC_duod(1.2.6)	lnFu_duod(1.2.6)	lnFu_colon(1.2.6)	lnV_central(1.2.6)	lnVmax_vitro(1.2.6)	lnKm_vitro(1.2.6)	lnKc2p(1.2.6)	LnPrior	LnData	LnPosterior
6500	1.13313	-2.62308	-4.16585	-1.922	0.0839994	6.30725	1.51394	0.0611484	0.0903566	0.177343	0.125684	0.222035	0.0668119	0.147518	0.499979	0.799568	-2.58742	-3.90116	-2.2469	-0.00596039	6.23003	1.16462	0.403074	-2.96886	-3.8617	-2.19486	-0.520555	6.33699	1.38205	0.478778	-2.60635	-4.37925	-1.8226	-0.270207	6.27777	1.12131	0.665565	-3.15587	-3.33627	-2.18597	-0.0105495	6.35181	1.56772	0.799098	-2.73132	-3.54412	-2.043	-0.571118	5.96754	0.675768	0.906987	-2.88092	-3.51769	-1.80712	0.769951	6.47215	0.802377	0.394007	-2.84953	-3.8156	-2.28427	-0.558928	6.25377	1.06081	1.04888	-2.70973	-3.98858	-1.83652	0.248083	6.39861	1.52775	1.4079	-3.05092	-4.24673	-1.58541	0.820869	6.23181	1.39197	0.972698	-2.74141	-3.74212	-2.15088	0.520169	6.48138	1.56912	0.761252	-2.88294	-3.25091	-1.47764	0.138551	6.41452	0.64822	1.02232	-2.51283	-3.52501	-1.65128	1.08046	6.28221	1.14071	0.942709	-2.28038	-4.33448	-1.78922	-0.037598	5.78574	1.49255	1.19703	-2.83491	-3.81393	-2.05787	0.435	6.3083	1.38038	-9.533393e+00	-1.082692e+04	-1.083645e+04
6600	0.288166	-2.33571	-4.23544	-2.19692	-0.659743	5.58839	0.816296	0.0810583	0.113928	0.139377	0.117661	0.0704614	0.0811323	0.208552	0.499839	0.682714	-2.21281	-4.50993	-1.78795	-0.708423	5.33998	1.27538	0.664011	-1.98069	-3.99693	-1.42414	-0.645554	5.35073	1.27523	0.162407	-2.28796	-4.02935	-1.50379	-0.800578	5.39723	1.35966	0.539901	-1.77096	-4.43047	-1.85269	-0.492264	5.30146	1.01939	1.0985	-2.25261	-4.12101	-1.25379	-0.772728	5.68145	1.49691	1.08268	-2.06567	-4.55744	-2.06393	-0.536963	5.41218	0.934306	1.32265	-1.78322	-4.48855	-1.64645	-0.634835	5.85402	1.26583	0.625237	-2.28501	-3.9272	-2.16342	-0.599414	5.79386	1.22815	0.786402	-2.30712	-4.52901	-2.23984	-0.927664	5.63316	1.24811	0.59077	-2.28999	-4.11778	-2.07996	-0.868785	5.88741	1.32164	0.578474	-2.5826	-3.68448	-1.73405	-1.00321	5.93534	1.45388	0.636114	-2.65469	-3.4813	-2.09616	-0.395154	5.59456	1.52633	1.10532	-2.29349	-4.08111	-1.66087	-0.577397	5.73004	1.58143	0.758726	-2.10748	-4.08757	-1.92656	-0.105037	5.95636	1.14621	-1.926202e+00	-1.082991e+04	-1.083184e+04
6700	0.922583	-2.39515	-4.33467	-1.3723	-1.86423	6.01548	1.1492	0.272629	0.4008	0.209997	0.237789	0.164176	0.577207	0.148841	0.499923	0.594056	-2.82743	-4.41569	-1.15173	-1.42718	6.26599	0.835652	0.379971	-2.4922	-4.6698	-1.5897	-1.18548	6.66872	0.780043	1.28155	-2.70904	-4.29807	-1.15938	-1.29603	6.42625	1.0259	0.577135	-2.06802	-4.4401	-1.83595	-1.29104	6.42134	1.46152	0.55185	-2.94778	-5.06156	-0.92399	-1.60052	5.73691	0.758313	0.598022	-2.60633	-4.2803	-1.56052	-1.03836	6.46266	0.221065	0.809665	-2.28888	-4.72978	-1.27124	-1.45661	5.62757	0.766376	0.654177	-2.42393	-4.12893	-1.8895	-1.80696	5.37876	1.37549	0.51543	-3.38429	-4.37984	-1.49853	-1.52834	5.85865	1.42416	1.01425	-2.55521	-4.22936	-1.21621	-1.82137	6.05142	1.0762	0.255286	-1.72527	-3.60195	-1.57855	-1.46553	5.74616	1.53429	0.0375614	-1.84987	-3.63592	-1.979	-1.50256	5.77572	1.12905	0.402071	-2.30185	-2.94188	-1.46587	-1.31908	5.90354	1.08734	0.0679042	-2.09027	-4.9746	-1.67312	-1.43404	5.82594	1.09399	-4.391774e+01	-1.082811e+04	-1.087202e+04
6800	1.59435	-3.36971	-5.56782	-2.21171	-1.80008	6.67575	1.35769	0.232606	0.302723	0.278888	0.279441	0.339885	0.103483	0.0868848	0.499989	1.74869	-3.12787	-5.14266	-1.78793	-2.23015	6.49104	1.25024	0.987379	-2.9072	-5.02101	-2.18228	-1.87238	6.54602	0.99674	2.094	-2.88194	-4.97198	-1.6887	-1.60057	6.4397	1.49278	1.53738	-3.02728	-5.4885	-1.34491	-2.08551	6.49865	0.983916	2.29817	-3.16983	-5.54058	-1.88159	-1.76283	6.36708	1.24399	1.47547	-3.00618	-5.87393	-2.16717	-1.58471	6.62846	1.14735	1.74977	-3.67496	-4.82535	-1.05636	-2.29874	6.34583	1.58324	1.10346	-3.01547	-5.17695	-2.28982	-1.88405	6.19522	1.35604	0.833739	-3.71725	-5.19021	-2.12588	-1.33819	6.49651	1.05274	1.31034	-3.72208	-5.47672	-2.2864	-0.992492	5.96272	1.44475	0.782662	-3.76064	-5.81013	-1.95824	-2.29158	5.38957	1.32606	0.737365	-3.15132	-4.68478	-1.93498	-1.84507	6.49812	1.28134	1.26524	-3.68358	-4.90928	-1.99988	-0.99279	6.19979	1.12938	1.45227	-1.98204	-3.97951	-1.97974	-1.68246	6.67622	1.55113	-3.083256e+01	-1.082670e+04	-1.085753e+04
6900	2.29305	-3.39389	-3.97172	-2.17956	-2.25575	5.58023	1.24062	0.133771	0.139362	0.0615247	0.161185	0.225298	0.0776776	0.187174	0.499998	1.6985	-3.17407	-3.68927	-2.02466	-2.21776	5.78097	1.30986	1.76854	-2.8068	-4.2221	-2.23734	-1.65595	5.65975	1.57751	1.90949	-3.37963	-4.26582	-2.28564	-2.05789	5.85067	0.933754	1.31597	-2.80821	-3.7499	-1.20647	-2.01974	6.12002	1.07698	1.6383	-2.40406	-3.64076	-2.2556	-2.10223	5.54569	0.91447	1.24434	-3.55616	-3.96799	-2.25721	-1.80599	6.11854	1.11119	0.814089	-2.61228	-3.9342	-2.0117	-1.22334	5.57765	1.45334	1.99745	-4.00716	-4.48489	-1.6707	-1.55583	5.9292	1.11592	1.72495	-3.79979	-4.76401	-1.42336	-1.18541	6.248	0.976608	1.97426	-3.81632	-4.5007	-2.09936	-1.09392	5.59455	0.856512	1.24388	-3.91467	-4.31704	-2.05522	-1.63756	5.91388	0.881405	1.69561	-3.25469	-4.85063	-1.83199	-1.66343	5.45435	0.996536	1.9838	-3.43712	-4.57053	-1.45552	-1.63219	5.88223	1.45606	2.13197	-4.08027	-4.29862	-2.07061	-1.57103	5.51925	0.800399	-2.394243e+01	-1.082650e+04	-1.085044e+04
7000	1.20319	-4.14982	-4.15809	-1.86173	-0.439521	5.54079	-0.655977	0.165855	0.0508967	0.124473	0.0551718	0.314541	0.071994	0.289969	0.499949	1.50653	-4.0811	-3.72101	-1.42428	-0.331938	5.55631	-0.348164	1.73616	-3.9466	-3.11657	-1.53897	0.286035	6.01751	-0.547507	1.26485	-3.81572	-4.17938	-1.3536	0.897615	5.59414	-0.333452	0.933065	-4.01941	-3.84044	-1.75461	-1.34611	5.44003	-0.276493	1.10948	-4.31975	-3.50028	-1.2761	-0.580007	5.88473	-0.354763	1.04157	-4.21984	-3.80711	-1.43838	0.135374	5.53428	-0.147035	1.05134	-3.68137	-3.7408	-0.858588	-0.383352	6.00652	-0.268634	1.39573	-3.91023	-4.35768	-1.82429	-0.589018	5.79835	0.0751296	0.546583	-4.14557	-4.4904	-2.04958	-0.525835	5.71579	0.937536	1.62934	-3.31088	-4.45073	-2.02968	-0.667841	5.37475	0.521575	1.06172	-4.25936	-3.97045	-1.77986	0.438095	6.11177	0.25442	1.43582	-3.97129	-4.16516	-1.90899	-1.16379	5.48532	0.268937	2.00572	-3.93449	-4.16921	-1.76549	-1.68557	6.10874	-0.171622	1.75157	-3.95899	-4.73888	-1.83993	-1.64683	6.30371	-0.198376	-3.395010e+01	-1.082756e+04	-1.086151e+04
7100	1.32787	-3.90521	-3.64819	-0.772329	0.411904	5.86758	0.0127826	0.149163	0.297933	0.274094	0.177009	0.547289	0.296297	0.096339	0.499951	1.91239	-3.8656	-3.1736	-1.30586	-0.281641	5.96944	0.431224	1.77456	-4.4212	-3.47033	-0.839249	-0.769119	5.42152	-0.0481986	2.20069	-3.78904	-2.88383	-1.60898	-1.43617	6.58917	0.878008	1.78556	-4.3133	-4.08219	-1.05856	-0.135246	5.66684	0.51971	2.14845	-5.01186	-2.9834	-1.30856	-0.26513	6.02658	0.854008	2.10296	-4.43202	-3.37379	-1.61392	-1.32156	6.34237	0.151872	1.37719	-3.3575	-3.60795	-1.20234	0.510483	6.46877	0.224956	0.811218	-4.18505	-3.00266	-1.13034	-0.172216	6.17748	0.273046	0.599636	-4.89235	-2.75773	-1.6084	1.2815	5.84368	0.289297	0.692018	-4.39206	-2.58842	-0.394286	-0.1474	6.01172	0.158488	0.973078	-4.11781	-3.58089	-1.41811	-0.256541	5.42347	-0.0931707	0.768765	-3.99445	-2.53996	-1.30594	-0.830339	5.8658	0.457686	0.552703	-2.86314	-2.8434	-1.03568	-0.941916	6.31659	-0.385431	0.293385	-5.05237	-3.38281	-1.30806	-0.320986	5.92682	-0.0843186	-6.067821e+01	-1.082751e+04	-1.088819e+04
7200	1.32881	-3.76334	-6.09141	-1.21075	0.0228709	6.58219	0.669794	0.255183	0.804015	0.0747586	0.0995498	0.0653133	0.219115	0.124553	0.499945	1.14281	-1.90478	-6.60186	-1.03851	0.149215	6.13129	0.203628	0.836131	-2.41732	-6.5335	-1.34966	-0.220984	6.46863	-0.349355	1.60362	-0.691568	-6.87107	-0.679359	0.460202	6.44862	0.0979942	1.90596	-1.67253	-6.13242	-1.20252	0.0267749	5.73188	0.0599616	0.947679	-0.841452	-6.31686	-1.15833	-0.0597443	6.6024	0.591921	1.5047	-3.1021	-5.9696	-0.671883	0.0207375	6.19578	0.128498	0.924917	-2.02805	-6.44315	-1.18908	-0.113623	6.65398	0.00115475	2.07567	-2.67788	-5.90255	-1.61108	0.18889	6.50785	0.0324524	1.65656	-2.33451	-6.17416	-1.44445	0.500415	5.58069	0.420311	1.76226	-1.90795	-5.74313	-0.993947	0.0430525	6.30529	0.669272	2.08196	-2.30212	-5.83567	-1.41991	0.140588	6.59352	-0.156554	2.22519	-2.6339	-5.73602	-1.68149	0.197032	5.78421	0.262309	2.20337	-2.48779	-5.91692	-0.964097	0.368209	6.16772	-0.0227983	2.10194	-2.27653	-6.00738	-1.24157	-0.0919964	5.90845	0.32593	-3.976423e+01	-1.082764e+04	-1.086740e+04
7300	0.029542	-2.28112	-6.21216	-0.745499	1.34867	6.18481	0.400744	0.0537119	0.0817048	0.0618991	0.192875	0.0577965	0.1647	0.0797731	0.49996	0.0168204	-1.6515	-6.32404	-0.844735	0.973004	6.32768	0.0830334	0.234385	-1.44233	-6.30196	-0.683396	1.33878	6.03573	-0.088418	0.25131	-1.58418	-6.24734	-1.42713	1.32303	5.80798	-0.177037	0.271549	-1.50518	-6.2542	-1.34381	1.16545	6.31115	0.333546	0.191635	-1.85055	-6.82334	-0.922035	1.00944	6.11482	0.652574	0.146683	-1.1526	-5.98991	-0.843098	0.924926	6.24885	-0.0450084	0.019614	-2.04891	-6.41934	-0.504419	0.896994	5.80306	-0.115988	0.351724	-2.55786	-6.43932	-0.479347	1.52185	5.80326	0.0518869	0.0697903	-2.6017	-6.52838	-0.667935	1.38511	5.88611	0.231904	0.00711328	-3.07511	-6.74573	-0.61346	1.80436	5.67712	0.269457	0.296675	-2.35161	-6.46928	-0.921358	1.05554	5.81171	0.0486523	0.380451	-3.03053	-6.28458	-0.697492	1.8972	5.64348	0.149593	0.839239	-2.67218	-6.51385	-0.0872935	1.20813	5.75085	0.0325927	0.15776	-2.30151	-5.93716	-0.27446	1.61427	5.88489	-0.575093	-6.567694e+00	-1.082732e+04	-1.083389e+04
7400	0.578418	-1.85112	-6.42482	-1.14662	1.62726	6.47916	-0.315357	0.104514	0.303595	0.151707	0.111312	0.0832638	0.398211	0.179097	0.499989	0.5162	-1.84479	-6.27561	-0.825454	1.90286	6.12295	-0.0144235	0.237125	-1.79124	-6.55437	-1.0299	1.74822	5.86699	0.126738	0.471421	-1.23555	-6.29074	-0.255456	2.13084	6.12762	0.0613429	1.04832	-1.88167	-6.04935	-1.30536	2.06344	5.47007	-0.341457	0.237178	-2.22074	-6.47556	-0.899644	1.3188	5.86283	-0.562295	0.639782	-2.16289	-5.85563	-0.966487	1.69613	6.6614	0.32991	0.738599	-0.760685	-5.97113	-1.27091	2.21739	5.89418	0.494245	0.552199	-2.10115	-6.25765	-1.46784	1.46324	6.43968	-0.0194342	1.01485	-1.68178	-6.03584	-1.52999	1.47353	6.2203	-0.161812	0.210803	-1.65948	-5.48471	-1.46047	1.25541	5.76708	0.0531192	0.647031	-2.83521	-6.12594	-1.39271	1.12968	5.89923	-0.0488313	0.836285	-1.69164	-6.66064	-1.19205	1.52296	5.65758	0.222934	0.843586	-2.70467	-6.0966	-1.14282	1.78367	6.54392	-0.0185793	0.357679	-2.22434	-5.99776	-1.91396	1.36696	5.60447	-0.352295	-2.672546e+01	-1.082671e+04	-1.085343e+04
7500	0.507275	-2.17872	-6.70195	-2.23197	1.34523	6.26489	0.00285098	0.261293	0.167233	0.0912964	0.0581286	0.0744564	0.0891967	0.337665	0.499981	0.860799	-2.14955	-6.41266	-2.00839	1.31293	5.78636	0.154767	1.11616	-2.31802	-6.57552	-1.77245	0.782424	5.45028	0.712163	1.15226	-2.01405	-6.14325	-1.53203	1.83104	5.53802	0.596055	0.452089	-2.73247	-6.60561	-2.18977	0.598971	5.90642	-0.546828	1.37481	-1.52611	-6.25696	-1.72977	1.53003	6.47283	0.190875	0.707837	-2.59001	-6.35765	-1.85249	1.85022	5.88296	0.785386	1.48919	-2.4902	-6.16317	-2.11492	0.736707	5.97121	-0.149884	0.616612	-2.08618	-6.85741	-2.20797	1.60774	6.43487	0.518546	1.33621	-1.83806	-6.60814	-1.9673	2.16025	6.21547	1.02925	1.1961	-1.9272	-6.80193	-2.09461	1.65455	6.52709	-0.420916	1.06777	-1.62335	-6.56978	-2.19067	1.39906	6.3783	0.311767	0.286488	-3.03739	-6.77765	-2.09218	1.29453	6.38842	-0.379906	0.903721	-2.55173	-6.80134	-2.14629	1.74446	6.62007	0.843101	0.717381	-1.61487	-6.70912	-2.2138	1.59662	6.38551	1.01283	-2.289536e+01	-1.082688e+04	-1.084977e+04
7600	0.0795215	-2.45511	-6.80241	-1.18718	0.891465	6.42295	0.551553	0.20719	0.0563803	0.487179	0.716095	0.164823	0.0753476	0.0759072	0.499947	0.63623	-2.50772	-6.5602	-0.483506	1.34642	6.12471	0.67246	0.958002	-2.04131	-6.02467	-1.41427	1.50146	6.06891	0.624616	0.987871	-2.23143	-6.34278	-0.122486	1.41714	5.92231	0.805604	0.469079	-2.38724	-6.09587	-0.11513	1.18878	6.3342	0.0809483	1.02789	-2.48724	-5.74994	-1.8597	1.44999	5.91725	0.687843	0.989394	-2.62798	-6.50551	-1.40677	0.638391	6.39546	1.39734	0.606929	-2.74303	-6.81772	-1.03123	1.0964	5.38354	1.15082	0.472381	-2.27507	-5.97927	-1.77226	0.566542	6.1521	0.570787	0.788778	-2.24509	-5.50697	-0.866796	0.706485	6.6728	0.62144	0.673024	-2.14891	-4.644	-1.94248	0.20169	6.06858	0.362958	0.472841	-2.1555	-4.82376	-1.4738	0.376218	6.13525	0.599465	0.335464	-2.23953	-5.60424	-1.4633	0.228119	6.31535	0.538691	0.555127	-2.59758	-6.16249	-2.2545	0.392145	6.18052	0.45254	1.59894	-2.55673	-6.26772	-1.23776	0.162686	6.08516	0.540531	-3.684197e+01	-1.082759e+04	-1.086443e+04
7700	0.0525952	-2.63464	-5.08657	-2.19613	0.171063	6.5626	-0.07758	0.0832172	0.107698	0.215695	0.212746	1.20689	0.130808	0.25091	0.49999	0.0497549	-3.31438	-4.8592	-2.17322	0.613347	6.57066	0.611252	0.0175635	-3.49319	-5.13457	-1.5876	-0.0490935	5.94497	0.72051	0.274513	-2.55083	-5.38075	-1.41477	-0.309955	6.15502	0.67727	0.111996	-3.69784	-4.37301	-1.94706	1.63544	6.00482	0.155788	0.0175056	-3.11477	-4.38632	-2.23604	0.379186	5.92319	0.856454	0.163653	-3.15948	-4.91549	-1.75984	1.27129	6.49521	0.769056	0.223479	-3.12199	-5.03577	-1.8786	0.415745	6.55062	0.273372	0.362214	-2.17889	-5.35652	-1.76745	0.562738	6.07932	-0.010795	0.101598	-2.18928	-5.61489	-1.7923	-0.569464	6.44342	-0.289074	0.680681	-2.09688	-5.7667	-2.20705	1.23115	5.94585	-0.0130672	0.462209	-2.33399	-6.44176	-1.71459	1.15866	5.9567	0.0395816	0.422066	-2.16236	-4.49401	-2.09213	-0.575498	5.518	0.0945079	0.0825367	-2.13062	-5.94202	-0.817679	1.10748	6.34893	-0.0790921	0.831637	-1.91657	-5.99035	-1.73982	-0.293705	5.43178	0.350338	-4.228479e+01	-1.082667e+04	-1.086896e+04
7800	0.789055	-2.14984	-6.10728	-0.876488	1.45437	6.30998	1.02695	0.135601	0.204867	0.288754	0.0869324	0.118804	1.0383	0.239275	0.499968	0.728685	-2.4434	-5.17383	-0.918227	1.40082	6.61028	1.57791	0.667733	-1.83993	-5.31776	-1.15239	1.03288	5.94103	0.383911	0.8939	-2.76788	-5.04833	-1.3227	1.1802	5.59805	1.41326	0.730625	-2.68408	-5.46844	-0.589075	1.04095	6.15023	0.878046	0.867211	-1.67317	-5.27595	-0.342593	1.12374	6.17502	1.17803	0.563345	-2.4449	-4.93246	-1.03585	1.60753	6.37448	1.39768	0.977521	-2.57351	-4.13289	-1.16439	1.1131	5.56943	0.880164	0.0375222	-2.19797	-5.57975	-0.883117	1.02418	5.38203	1.0322	0.024279	-1.66075	-6.10619	-1.10184	1.19052	5.74866	0.955022	0.115629	-2.12856	-5.4416	-0.420129	0.863838	5.54801	1.09306	0.0216535	-1.07843	-6.40814	-0.562354	1.19555	5.77978	0.976468	0.309261	-1.954	-6.01875	-1.44292	1.06521	6.01367	0.869341	0.449584	-1.98447	-5.9025	-0.794668	1.02166	6.31155	1.20229	0.0737258	-2.83813	-5.63583	-1.36964	0.534183	6.01867	0.577583	-3.908998e+01	-1.082715e+04	-1.086624e+04
7900	1.05166	-2.33108	-5.67626	-1.98453	1.18047	6.30278	0.0702223	1.01659	0.179469	0.1935	0.519442	0.572684	0.371722	0.098766	0.499849	0.707254	-1.81733	-5.01217	-2.27445	1.30288	6.55795	-0.243948	1.01995	-1.22264	-5.58007	-1.5935	1.34794	5.7604	0.123796	0.610057	-1.35333	-5.03027	-2.05434	0.901529	6.02564	-0.256493	0.257086	-2.58514	-5.64455	-1.94648	1.76977	5.8247	-0.397409	0.00438197	-1.57174	-4.6367	-2.25604	2.18878	6.49749	-0.191092	1.29439	-2.0434	-4.88653	-0.77164	0.541981	6.66955	-0.192534	1.92387	-1.87871	-5.08819	-0.836093	1.52456	6.08679	-0.463799	0.418328	-2.99547	-5.96009	-1.40733	0.365555	6.46888	0.040524	1.31327	-3.18269	-6.1754	-0.552797	-1.19108	6.0926	-0.37422	0.212016	-4.22653	-6.09283	-0.498795	0.796987	6.19685	-0.149618	1.15705	-3.0988	-5.82031	-0.641546	-1.77032	5.87271	-0.152112	0.426653	-3.2675	-5.87798	-1.45941	-0.573615	6.39104	-0.0982699	0.244292	-3.51304	-5.37046	-1.0787	0.222676	6.44217	-0.181047	0.806898	-3.39481	-4.99788	-1.60502	0.723024	6.21029	0.428777	-6.912573e+01	-1.082970e+04	-1.089882e+04
8000	0.0964654	-2.67508	-5.47226	-0.525453	-1.71742	5.89734	0.502565	0.324173	0.0490422	0.122647	0.275676	0.297015	0.140484	0.465641	0.499984	0.298037	-2.58623	-5.37152	-0.453349	-0.812258	6.02175	0.817205	0.494837	-2.58087	-4.86953	-0.666667	-0.689264	5.43866	0.273839	0.300524	-2.39069	-4.83466	-0.619311	-0.474538	6.50086	0.76232	0.676356	-2.50465	-4.73229	-0.398256	-0.580904	5.486	-0.0686199	1.28198	-2.19352	-5.20153	-0.0640675	-1.40345	5.86525	0.782069	0.293778	-2.61649	-5.07049	-0.248918	-0.24857	5.58979	0.594246	0.307997	-2.45804	-4.80229	-0.450353	-0.64462	5.74033	0.179153	0.793784	-2.39887	-5.41722	-0.615346	-1.29694	5.5839	-0.395954	1.33581	-2.24626	-5.73372	-0.936464	-1.15437	5.40822	-0.448998	1.26108	-2.64353	-5.57747	-0.323185	-1.68114	6.01226	-0.501297	1.92295	-2.35997	-5.89029	-0.920368	-1.98787	5.62812	0.0768624	0.815906	-2.43253	-5.76791	-0.935219	-1.32625	5.67539	0.46025	1.39303	-2.62323	-5.4239	-0.992309	-1.30315	5.52391	-0.0902165	0.482719	-2.65103	-5.80662	-1.23021	-1.60674	5.34663	-0.190462	-3.645094e+01	-1.082682e+04	-1.086327e+04
8100	0.250827	-2.21421	-6.47845	-2.01153	-0.0830996	5.34706	1.3321	0.207981	0.0921397	0.867513	2.23431	0.156731	0.152144	0.965081	0.499951	0.596002	-2.29708	-6.43833	-1.72371	0.238084	5.7092	1.56412	0.635469	-2.68594	-6.06806	-1.79256	-0.0476778	6.07041	1.10411	0.297163	-2.22028	-5.8856	-0.996816	0.593409	6.37382	0.5852	1.20319	-1.91226	-6.16189	-2.22255	0.363271	6.12134	1.43885	1.37545	-2.40204	-6.84251	-2.06197	-0.0290227	5.9716	0.59065	0.910703	-2.17084	-6.45304	-1.09443	0.617524	5.71249	-0.148649	1.08187	-2.60687	-5.49478	-0.620891	-0.016235	6.15408	0.708104	0.905946	-1.97397	-4.35447	-1.21943	0.0167282	5.996	0.881778	1.42294	-2.5233	-3.52306	-1.84263	-0.36974	6.31591	0.974044	0.863403	-1.96967	-3.673	-1.02904	-0.103271	6.17617	0.395899	1.22132	-1.95492	-4.73534	-0.649491	0.20624	6.3193	1.25486	0.132766	-2.17158	-4.12382	-2.13411	-0.785367	6.41924	0.853944	1.40336	-2.34769	-5.64175	-2.14079	0.0648396	6.16884	0.137172	0.848462	-2.38455	-3.24857	-1.19684	-0.350165	6.24835	1.02964	-6.699406e+01	-1.082751e+04	-1.089450e+04
8200	0.583727	-1.61996	-5.4969	-1.61734	1.21433	6.20658	1.09472	0.0499931	0.229616	0.461806	0.0849235	0.408353	0.222103	0.0952766	0.499974	0.281181	-1.61492	-5.20136	-1.90048	0.597749	6.10658	0.780869	0.435977	-1.20527	-5.35797	-1.82942	1.17389	6.09578	0.980743	0.31231	-1.37928	-6.09242	-1.58414	0.896501	5.93406	0.838803	0.364993	-1.28498	-4.9269	-1.85884	1.21136	5.68533	1.22101	0.290311	-1.59133	-4.92574	-2.08293	0.667607	6.593	0.977679	0.526897	-2.37735	-4.88392	-1.92699	0.832278	6.28115	0.437491	0.245492	-0.762927	-4.63929	-1.9829	0.564404	6.04635	0.700155	0.659793	-2.17345	-5.39805	-1.29024	0.35377	6.42848	1.09415	0.566403	-1.97289	-5.565	-1.20435	1.53851	6.28085	0.620578	0.713237	-1.61958	-6.01544	-1.61588	0.2568	6.28786	1.06113	1.04143	-1.92722	-5.79053	-0.557762	-0.331122	6.49024	0.967761	0.429259	-2.78945	-4.39921	-1.55265	-0.837252	6.54346	0.912884	1.05138	-2.19914	-4.21594	-1.21196	0.0863954	6.65496	0.998846	0.654114	-2.19788	-5.97824	-0.722193	0.884686	6.41552	0.710919	-3.832914e+01	-1.082702e+04	-1.086535e+04
