iter	M_lnPC_duod(1)	M_lnFu_duod(1)	M_lnFu_colon(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKc2p(1)	V_lnPC_duod(1)	V_lnFu_duod(1)	V_lnFu_colon(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKc2p(1)	Ve_lnC_central(1)	lnPC_duod(1.1)	lnFu_duod(1.1)	lnFu_colon(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKc2p(1.1)	lnPC_duod(1.1.1)	lnFu_duod(1.1.1)	lnFu_colon(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKc2p(1.1.1)	lnPC_duod(1.1.2)	lnFu_duod(1.1.2)	lnFu_colon(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKc2p(1.1.2)	lnPC_duod(1.1.3)	lnFu_duod(1.1.3)	lnFu_colon(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKc2p(1.1.3)	lnPC_duod(1.1.4)	lnFu_duod(1.1.4)	lnFu_colon(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKc2p(1.1.4)	lnPC_duod(1.1.5)	lnFu_duod(1.1.5)	lnFu_colon(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKc2p(1.1.5)	lnPC_duod(1.1.6)	lnFu_duod(1.1.6)	lnFu_colon(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKc2p(1.1.6)	lnPC_duod(1.2)	lnFu_duod(1.2)	lnFu_colon(1.2)	lnV_central(1.2)	lnVmax_vitro(1.2)	lnKm_vitro(1.2)	lnKc2p(1.2)	lnPC_duod(1.2.1)	lnFu_duod(1.2.1)	lnFu_colon(1.2.1)	lnV_central(1.2.1)	lnVmax_vitro(1.2.1)	lnKm_vitro(1.2.1)	lnKc2p(1.2.1)	lnPC_duod(1.2.2)	lnFu_duod(1.2.2)	lnFu_colon(1.2.2)	lnV_central(1.2.2)	lnVmax_vitro(1.2.2)	lnKm_vitro(1.2.2)	lnKc2p(1.2.2)	lnPC_duod(1.2.3)	lnFu_duod(1.2.3)	lnFu_colon(1.2.3)	lnV_central(1.2.3)	lnVmax_vitro(1.2.3)	lnKm_vitro(1.2.3)	lnKc2p(1.2.3)	lnPC_duod(1.2.4)	lnFu_duod(1.2.4)	lnFu_colon(1.2.4)	lnV_central(1.2.4)	lnVmax_vitro(1.2.4)	lnKm_vitro(1.2.4)	lnKc2p(1.2.4)	lnPC_duod(1.2.5)	lnFu_duod(1.2.5)	lnFu_colon(1.2.5)	lnV_central(1.2.5)	lnVmax_vitro(1.2.5)	lnKm_vitro(1.2.5)	lnKc2p(1.2.5)	lnPC_duod(1.2.6)	lnFu_duod(1.2.6)	lnFu_colon(1.2.6)	lnV_central(1.2.6)	lnVmax_vitro(1.2.6)	lnKm_vitro(1.2.6)	lnKc2p(1.2.6)	LnPrior	LnData	LnPosterior
11400	0.478833	-6.74581	-4.83207	-1.71937	1.24333	5.41307	1.04014	0.108376	0.126134	0.0799639	0.142518	0.120999	0.185784	0.133652	0.499985	0.84833	-6.37718	-4.70232	-1.55679	1.31622	5.85004	1.01643	0.527474	-6.02934	-4.21606	-1.93171	1.19156	5.41863	1.08751	0.772861	-6.05132	-5.13682	-2.14426	1.28976	5.94585	0.666584	0.747042	-5.82642	-4.61725	-1.18179	1.81134	5.62233	1.34831	0.899426	-5.80861	-4.91677	-1.98037	1.16309	6.15131	0.956194	0.789123	-6.33187	-4.66378	-2.07093	0.614276	5.5037	0.749395	0.646788	-6.39873	-5.02855	-1.362	1.84987	5.99708	0.454258	0.30271	-6.74999	-4.99882	-2.06346	0.821909	6.07478	0.753117	0.127473	-5.98584	-4.55301	-1.8024	0.601091	6.62302	0.531557	0.439378	-6.44009	-4.9315	-1.83913	0.918523	6.31671	0.795386	0.487863	-6.54051	-5.37888	-1.45472	0.808887	5.97896	0.778655	0.553819	-5.7795	-4.16637	-1.88599	0.80246	6.35755	1.02297	0.516826	-6.57894	-5.06378	-2.19245	0.300908	6.49469	1.06506	0.620233	-6.37306	-4.65508	-2.17154	1.01986	6.34839	1.05058	-2.151094e+01	-1.082678e+04	-1.084829e+04
11500	1.32999	-5.80396	-3.7318	-0.819039	1.27031	6.43964	1.05649	0.132527	0.549836	0.154869	0.458346	0.146147	0.267496	0.369744	0.499988	1.43827	-6.38566	-4.05475	-0.578665	1.09743	6.17718	-0.308953	0.915898	-6.56364	-4.02844	-1.26449	1.06122	6.64779	0.471635	0.788066	-6.5329	-4.52462	-0.261118	1.38694	6.55332	-0.354075	1.14306	-5.49003	-4.47989	-1.02945	1.51599	5.67087	-0.394366	1.213	-5.66024	-3.73576	-0.638331	0.844097	5.96827	-0.206575	1.44452	-6.58586	-3.3381	-0.895499	0.995358	6.21942	-0.127344	1.09558	-6.08199	-4.3166	-1.01126	1.00868	6.55606	-0.223996	1.28516	-5.28232	-3.87523	-1.18065	1.24731	6.19888	1.06135	1.17846	-5.00217	-3.55809	-0.733613	1.34112	6.38092	-0.0537844	1.70059	-5.85196	-3.54206	-1.61485	0.399944	6.09978	0.417714	0.995881	-6.01514	-4.00667	-1.48476	1.23758	6.22776	0.881616	1.18518	-5.77437	-3.89119	-0.366717	0.877263	6.30623	0.454268	1.38666	-5.15952	-3.80777	-1.25139	1.26131	6.38889	0.284494	2.28872	-5.73922	-4.5308	-2.2689	1.21078	6.02592	1.44087	-5.220882e+01	-1.082673e+04	-1.087894e+04
11600	0.299995	-6.86638	-4.07616	-2.2275	2.29273	6.4251	0.0366814	0.122148	0.124761	0.465408	0.257189	0.163419	0.0779353	0.126998	0.499983	0.427705	-6.76892	-3.69661	-1.91239	2.09322	6.12055	-0.101885	0.779033	-6.08933	-2.96229	-1.94411	2.24725	6.03341	-0.290047	0.494051	-6.79508	-4.41776	-1.71297	1.35749	6.34098	-0.125608	0.685902	-6.42529	-3.78261	-1.86872	2.07046	5.80802	-0.296714	0.891383	-6.7788	-4.3011	-1.85926	1.99102	5.8748	-0.166702	0.375936	-6.55853	-3.66406	-1.91531	1.82676	5.66366	-0.624495	0.654989	-6.8125	-3.73063	-2.03142	1.8914	5.51389	-0.16332	0.940572	-6.76402	-4.30019	-1.20404	2.14569	6.32967	0.176836	0.966778	-6.79583	-5.0645	-0.850777	2.28651	6.11154	0.735402	0.613091	-6.01435	-4.90862	-2.14129	2.22608	6.29203	0.0816158	0.771872	-6.26319	-3.97782	-0.964606	2.15459	5.7437	-0.0631455	0.550062	-6.43735	-4.70031	-1.18023	2.02923	5.79759	0.169892	0.698921	-6.61178	-4.8193	-2.10725	2.05558	6.01851	-0.209031	1.14326	-6.63412	-4.14287	-0.69979	1.87422	6.23144	0.529061	-2.176003e+01	-1.082684e+04	-1.084860e+04
11700	0.962172	-6.3663	-4.27336	-1.7457	1.94723	5.75298	0.279861	0.459899	0.321196	0.122454	0.156942	0.104272	0.135654	0.466266	0.499998	0.251056	-6.53828	-4.20359	-1.26053	2.02582	5.93067	0.465723	0.0447149	-6.35329	-4.42442	-1.0174	1.66028	5.78794	0.62528	1.20563	-6.84395	-4.3794	-1.23206	2.20302	5.79959	0.595358	0.353128	-6.57521	-4.02693	-1.17655	2.25476	6.09052	1.0386	1.8225	-6.82215	-4.8873	-1.95978	1.31728	6.18327	0.714387	0.352272	-6.71821	-4.05239	-0.863949	2.22725	5.93669	0.950801	0.28694	-6.60088	-4.61575	-1.68305	1.49571	6.31201	1.00665	0.382638	-6.14215	-4.64247	-2.17233	2.25631	5.69541	-0.600225	0.385693	-6.00634	-4.57386	-2.15666	2.04792	5.51763	-0.111243	0.167569	-6.7257	-5.48971	-2.00863	1.89648	6.60738	0.191215	0.429624	-6.55844	-5.23201	-2.04278	1.85972	5.54826	0.316395	0.242184	-6.23316	-4.68612	-2.01827	2.11787	6.15399	-0.222279	0.573314	-6.02492	-5.28886	-2.03968	2.07564	5.61898	-0.275872	1.36532	-6.26296	-4.68913	-1.43928	1.92337	5.54731	0.308528	-3.609555e+01	-1.082651e+04	-1.086261e+04
11800	0.957309	-6.47686	-4.37533	-1.59078	1.20612	5.55443	0.846327	0.269296	0.25771	0.128107	0.111229	0.223777	0.283347	0.123597	0.499993	0.831222	-6.38846	-4.37372	-1.51662	0.43937	5.96943	1.22461	0.944087	-6.60173	-4.19747	-0.928619	0.889141	6.37269	0.908563	1.14534	-6.48759	-4.41777	-2.05183	-0.15291	5.66269	1.1139	1.02336	-5.78098	-5.12195	-1.30882	0.152898	5.99017	1.11358	1.72065	-6.73357	-4.94599	-1.76811	0.536878	5.40736	1.09453	0.648713	-6.03687	-4.25206	-1.55543	1.349	6.20447	0.942434	1.02916	-6.81594	-4.65768	-1.92555	0.489373	5.76169	1.10913	1.69856	-6.73678	-4.0364	-1.5282	0.942422	5.62473	0.194405	1.20643	-6.4436	-3.56866	-1.2813	0.576541	5.77655	0.469705	1.13906	-6.4791	-4.49384	-1.25308	-0.022728	6.62395	-0.0271578	0.593001	-6.28039	-4.28749	-0.735944	0.44416	5.41656	0.130883	1.83536	-5.77249	-4.51368	-1.91383	1.12834	5.4357	0.124958	1.73255	-6.64928	-4.18176	-1.69223	0.666931	6.11097	0.135216	1.24295	-6.58951	-3.84585	-1.65273	1.44216	5.60095	-0.274524	-4.125797e+01	-1.082661e+04	-1.086786e+04
11900	0.120682	-6.1389	-5.23832	-2.28702	0.62543	6.14069	1.05274	0.208397	0.119051	0.113405	0.0923071	0.13063	0.0742004	0.0990092	0.499926	0.00485252	-6.46207	-5.27155	-2.20621	0.600239	6.24181	0.850754	0.558392	-6.70838	-5.24993	-1.86371	-0.0725956	6.45539	0.442655	0.650917	-6.8463	-5.07478	-2.21767	0.546517	5.88536	0.884327	0.102004	-6.53464	-6.02971	-2.00751	0.398464	6.39792	0.382022	0.0674929	-6.63625	-4.962	-1.659	0.861679	6.44806	0.286123	0.791285	-6.23448	-5.58302	-1.94841	0.399925	6.24834	1.31425	0.206259	-6.26103	-4.68138	-1.64244	1.08178	6.48632	0.858592	1.36703	-6.16111	-4.53975	-2.26105	0.811445	6.10662	0.527334	1.64459	-6.41671	-4.9721	-2.0046	0.992242	6.01658	0.0712876	2.18317	-5.99718	-4.36368	-2.08037	0.559597	6.38389	-0.247904	1.96216	-5.74186	-4.58869	-2.27516	0.489172	5.49778	0.471286	1.76728	-5.82624	-4.31722	-1.78994	1.09714	6.05077	0.749123	1.45144	-5.85997	-4.51531	-2.26584	1.16687	5.74951	-0.00514972	2.06898	-5.90465	-4.63402	-2.05203	1.03695	5.82647	0.663574	-2.010943e+01	-1.082805e+04	-1.084816e+04
12000	2.14465	-5.73295	-2.9806	-1.61739	-0.0852576	5.66616	-0.551005	0.0504551	0.191191	0.283457	0.075503	0.0375699	0.169731	0.0899286	0.499979	2.18312	-6.18606	-2.21779	-1.78425	0.047325	5.72112	-0.24881	2.14343	-6.83446	-1.84954	-1.63446	0.108702	6.17506	-0.120743	2.18689	-5.86663	-2.28403	-1.75135	0.0686557	5.82121	-0.139575	2.17168	-5.88899	-2.34963	-1.60298	-0.0172869	5.57376	-0.368726	2.21205	-6.36209	-2.34517	-1.59361	-0.070562	6.25327	-0.0117408	1.87299	-6.86752	-0.911949	-1.36428	0.126018	5.90031	-0.0821408	1.61172	-5.75673	-1.37144	-1.65987	0.0989101	5.75916	-0.415176	2.15262	-5.93771	-3.03765	-1.91611	-0.309181	5.96138	-0.180302	2.12626	-5.40853	-2.96421	-1.4516	-0.15708	5.87124	-0.0567143	2.28821	-5.72657	-2.51447	-1.4873	-0.613587	5.70503	-0.264544	2.21628	-4.92526	-2.48683	-1.94653	-0.204349	5.745	0.313778	2.15075	-5.62364	-2.66594	-1.8761	-0.58417	5.97072	-0.239365	2.23907	-6.01269	-2.39647	-1.81548	-0.312344	6.08671	-0.136141	2.14097	-5.67407	-3.25537	-1.07071	0.061352	6.40279	-0.261428	-1.291367e+01	-1.082691e+04	-1.083982e+04
12100	1.52315	-6.30451	-1.17121	-1.97703	0.557302	6.22532	-0.493977	0.0746771	0.182008	0.295176	0.0814595	0.0740295	0.111528	0.0859562	0.499982	1.84145	-6.03271	-2.3593	-1.55878	-0.083392	5.49005	-0.62634	1.84642	-5.75952	-2.72874	-1.76534	-0.323145	5.51981	-0.462401	2.18804	-6.47903	-2.23842	-1.52609	-0.228724	6.42059	-0.253687	1.79712	-6.45065	-2.51245	-1.27879	-0.490878	5.42097	-0.196266	2.13107	-5.96708	-1.8974	-1.59471	0.330172	5.53247	-0.521147	1.92928	-6.40793	-2.91056	-1.3456	-0.371005	5.30216	-0.0902625	1.65999	-6.46207	-2.27257	-1.72931	0.0880302	5.85797	-0.634026	1.60887	-6.44454	-0.681105	-1.94325	0.0476191	5.9523	-0.301347	1.54076	-6.58147	-1.17181	-1.67534	0.0393303	5.8954	-0.470315	1.54327	-6.29206	-1.24197	-1.68418	-0.205841	6.1259	-0.243902	1.94754	-6.01985	-1.08753	-2.09535	0.0984321	5.71927	-0.172752	1.54211	-6.65951	-0.0274708	-2.09307	-0.480804	5.49229	-0.669248	1.22277	-5.90153	-1.04735	-2.02152	0.107665	6.3374	-0.381128	1.75131	-6.00309	-1.6889	-1.54664	0.343327	6.05431	0.316454	-2.010025e+01	-1.082684e+04	-1.084695e+04
12200	1.9435	-6.52998	-0.244725	-2.00126	0.830235	5.75565	-0.664451	0.0599213	0.0937145	0.42441	0.100785	1.04721	0.104297	0.189172	0.499909	1.9071	-5.87022	-0.866258	-1.89768	0.156931	5.56187	-0.451898	1.91591	-5.50285	-1.82081	-1.57764	0.597837	5.73963	-0.556226	2.07364	-6.15321	-0.739186	-2.24504	-1.62959	5.71033	-0.282247	2.08496	-5.92877	-0.387672	-1.55021	0.324018	5.50058	-0.588307	1.49362	-5.9393	-0.18805	-1.79812	-0.203222	5.38058	-0.676283	1.84444	-5.99987	-1.00872	-1.82139	0.858382	5.29014	-0.496566	1.48684	-5.95638	-1.44741	-2.05086	0.340503	5.6452	-0.325265	1.92738	-5.68241	-0.605276	-1.76902	-0.701682	5.69469	0.209029	1.77302	-5.90571	-0.914788	-1.57629	-0.620743	5.85809	0.185237	2.01002	-5.47834	-0.915931	-1.96212	-0.797987	6.00848	1.0282	2.01011	-5.71893	-0.0618671	-2.18804	-1.98863	5.78063	0.291104	2.09353	-5.48934	-0.0849408	-1.31823	1.0457	5.60011	-0.446507	1.75178	-5.49798	-1.13674	-1.79776	0.239236	5.87331	-0.213612	2.29795	-5.79293	-0.444341	-1.71234	-0.653539	5.35698	0.365468	-3.356427e+01	-1.082842e+04	-1.086198e+04
12300	1.63037	-5.70033	-2.15904	-0.995909	-1.47729	5.58089	-0.410304	0.676745	0.0819646	0.380364	0.12271	0.162178	0.139788	0.131384	0.499988	 2.07	-5.7484	-1.77506	-1.24624	-0.622448	5.73534	-0.620812	1.54413	-5.83096	-1.80259	-1.76618	-1.15771	6.1286	-0.655006	2.03224	-6.04192	-1.74567	-1.54454	-0.725728	5.96099	-0.282674	1.96314	-6.30401	-2.20911	-0.413927	-0.778744	5.83015	-0.565168	0.554098	-5.33986	-1.84776	-1.44575	-0.74507	5.60013	-0.41216	1.37881	-6.2742	-1.7815	-1.41482	-0.875024	5.68071	-0.149792	1.74888	-5.48703	-1.25013	-1.38858	-0.766655	5.71161	-0.328756	1.70208	-5.56011	-1.46805	-1.19148	-2.12453	5.48827	-0.287425	2.24156	-6.05726	-1.29557	-1.37113	-1.56778	5.30482	-0.6354	0.604196	-6.12942	-1.10041	-1.00027	-2.04521	5.46527	-0.522311	2.21319	-5.69779	-1.16068	-1.6666	-2.00146	5.39637	-0.264133	0.284082	-6.0794	-0.499252	-1.44091	-2.17371	5.44676	0.0613477	0.459614	-5.65026	-1.3898	-1.2147	-2.00578	5.98057	0.245422	2.18724	-5.02547	-1.50355	-0.976395	-2.29945	5.47973	-0.265069	-3.493653e+01	-1.082672e+04	-1.086166e+04
12400	2.26194	-6.00847	-0.262137	-1.89142	-1.51418	5.47041	0.108183	0.587944	0.309296	0.164495	0.156327	0.173091	0.168468	0.543769	0.499969	0.357588	-5.29009	-0.102877	-1.98343	-2.10949	5.60745	1.39051	0.293162	-5.17375	-0.000244994	-1.76649	-2.1711	5.4846	1.28361	0.373892	-5.76048	-0.197875	-1.67059	-1.52198	5.35036	1.12371	0.637579	-5.75566	-0.0132651	-2.1915	-1.55433	5.52754	0.208534	0.162774	-5.75453	-0.521581	-2.25908	-1.45413	5.41953	1.51173	0.828555	-5.43855	-0.131856	-1.79172	-1.50736	5.47266	0.521225	0.946949	-4.89669	-0.687722	-2.0851	-2.11957	5.44125	1.38473	1.84862	-4.89548	-0.0233204	-1.67334	-1.78436	5.49469	-0.320352	0.994579	-5.995	-0.0454301	-1.59222	-1.62852	5.58393	0.0618831	0.926189	-5.57352	-0.119166	-2.09467	-2.10958	5.72053	-0.56944	1.8761	-5.74023	-0.216411	-2.08905	-1.89578	6.48781	0.376281	0.870997	-4.53531	-0.389122	-1.2445	-2.20861	5.33819	-0.496009	0.702421	-4.70353	-0.583957	-1.14554	-2.22489	6.26322	-0.478659	2.1318	-5.13204	-0.350192	-1.69393	-1.63909	5.29478	-0.274339	-3.973681e+01	-1.082714e+04	-1.086687e+04
12500	0.133462	-4.59748	-3.03916	-1.58796	-2.23047	5.83339	1.10426	0.142797	0.153679	0.228065	0.121462	0.209007	0.310042	0.31386	0.499999	0.869067	-4.85137	-2.72576	-1.2924	-2.06673	5.70187	1.48948	1.35234	-5.9499	-1.35072	-1.31419	-1.34395	5.42524	1.30406	0.733124	-3.75648	-2.56926	-1.41454	-1.96878	5.67642	1.17071	1.28338	-4.39475	-2.18933	-1.84139	-1.51454	5.41365	1.05915	1.04145	-4.27879	-2.72474	-1.12346	-1.61864	6.16854	0.562648	0.0012657	-4.51327	-3.39359	-0.889125	-1.40657	5.33455	1.58082	0.755505	-5.33087	-3.16048	-2.0265	-2.04048	6.0646	1.01506	0.212939	-4.98766	-2.42597	-2.00054	-2.04712	5.37398	0.863127	0.332887	-4.59007	-2.47226	-1.89593	-2.01391	6.12236	-0.364815	0.20575	-4.47802	-3.01285	-1.52033	-1.78341	5.46774	1.18972	0.478433	-5.18051	-2.33211	-2.16126	-2.16372	5.81653	0.432008	0.219348	-4.99655	-2.42921	-1.96791	-1.78895	5.58968	-0.228638	0.566947	-4.56609	-1.35186	-1.52565	-1.75648	5.41649	0.776146	0.863062	-4.44566	-2.90271	-2.15356	-2.01346	5.517	1.25389	-4.792485e+01	-1.082648e+04	-1.087441e+04
12600	0.362866	-4.80883	-3.01124	-0.848463	-2.21003	6.35834	0.35704	0.280606	0.333077	0.0912884	0.291062	0.609298	0.0628505	0.193281	0.499987	0.867502	-5.4969	-3.11659	-0.445971	-0.686689	6.508	0.276913	0.148111	-6.31704	-3.70774	-0.750572	-0.241995	6.36228	-0.185563	1.13353	-5.30128	-2.95095	-0.840043	-1.53171	6.47522	0.371148	0.992209	-5.6771	-3.24578	-0.179913	-0.737854	6.61704	0.237288	0.260902	-5.25379	-3.39494	-0.366931	-0.486137	6.41744	0.201747	1.02484	-4.78238	-2.70263	-0.53795	0.412783	6.05464	0.403096	1.10515	-5.34704	-3.03336	-0.30604	-0.545874	6.4988	0.0880338	0.319995	-4.53623	-2.98851	-0.960572	-2.24099	6.49357	0.0936333	0.182034	-4.29655	-3.15231	-1.54503	-1.67508	6.36255	0.483631	0.478213	-4.8215	-2.81701	-0.330242	-2.12473	6.60254	-0.0147452	0.574886	-4.88313	-3.19273	-1.68305	-1.4645	6.31408	-0.59945	0.339732	-3.77626	-3.42051	-0.530932	-1.74724	6.31992	-0.409645	0.254611	-4.50464	-3.20081	-1.90536	-1.21692	6.67282	-0.190774	0.0665058	-4.77121	-3.62778	-1.14244	-2.0656	5.88848	-0.543968	-4.008272e+01	-1.082674e+04	-1.086683e+04
12700	0.426074	-5.70627	-2.93464	-1.1886	-1.936	5.72837	-0.103365	0.237248	0.273114	0.0588947	0.151156	0.0961669	0.237451	0.0575726	0.499896	1.53365	-5.21796	-2.88565	-1.32692	-1.96451	6.04548	0.150518	1.41273	-5.22512	-3.32159	-1.28448	-2.03961	5.82587	0.148868	2.29342	-5.87066	-3.08642	-1.59794	-1.62133	5.51786	0.219729	1.21648	-5.55663	-3.00331	-2.1465	-1.78658	6.58381	0.307159	0.706396	-4.66345	-3.10802	-1.28022	-1.84406	6.46111	-0.259929	0.923574	-4.84962	-3.09364	-1.32075	-2.097	6.08053	-0.0598182	1.10347	-5.71411	-3.14694	-0.720293	-1.63998	6.2304	-0.231101	0.45442	-5.87678	-3.3745	-1.29563	-1.60454	5.95733	-0.152764	0.57886	-5.97457	-3.31509	-1.7026	-1.1791	5.59842	-0.260015	0.230313	-6.27838	-3.16232	-0.901617	-2.04612	6.11045	0.0563988	0.532048	-6.12995	-3.20725	-1.27781	-1.86155	5.377	0.0717073	0.469204	-5.71306	-3.334	-0.93319	-1.47623	6.55274	0.286511	0.754599	-6.26513	-3.28321	-1.10543	-1.56437	6.19383	-0.553669	1.02427	-5.68495	-3.16322	-1.78513	-1.41415	6.30337	0.404471	-2.860634e+01	-1.082869e+04	-1.085729e+04
12800	0.56064	-5.28708	-3.4908	-2.17894	-1.48291	5.71716	0.406072	0.199684	0.216732	0.184843	0.0922874	0.0936092	0.409048	0.202513	0.499918	0.097105	-4.91661	-3.15378	-1.92747	-1.22084	5.4869	0.262333	0.387696	-3.77529	-2.88369	-1.81245	-1.06468	5.98894	0.581789	0.294235	-4.91917	-2.36771	-1.81529	-1.90356	6.03544	0.28713	0.625604	-4.01592	-2.60107	-2.10857	-1.3752	5.73989	0.495107	0.0287839	-4.04298	-4.05755	-2.0847	-1.1652	6.3192	0.832725	0.00965648	-4.79336	-3.38513	-1.86971	-1.43313	6.35275	0.857802	0.554265	-4.35789	-3.06989	-1.48684	-1.22971	6.09505	-0.457196	0.7887	-4.83573	-2.60775	-1.98019	-1.65287	6.35687	0.246139	0.6802	-4.72409	-2.06853	-1.88372	-1.01392	6.45767	0.723809	0.850684	-4.68671	-2.66144	-1.96941	-1.61137	6.49113	0.468639	1.50244	-4.55938	-3.30147	-1.78106	-1.63858	5.6601	0.0837121	0.717632	-4.4251	-2.61368	-1.82621	-1.95669	6.40699	0.123859	1.3638	-4.40595	-2.21235	-2.03792	-2.03109	5.36759	0.268644	1.2374	-5.0448	-3.04959	-1.76922	-1.53245	6.62351	1.05361	-3.883683e+01	-1.082821e+04	-1.086705e+04
12900	1.21573	-4.61635	-2.65493	-1.88414	-1.81344	5.85507	0.164002	0.230169	0.102092	0.0886425	0.227464	0.292969	0.0872623	0.235819	0.499998	1.28905	-4.75701	-2.85262	-1.90963	-2.04572	6.1599	0.150171	1.04665	-4.65347	-2.61416	-1.77341	-1.54118	5.95279	0.217695	1.23295	-5.14492	-2.62707	-1.91294	-1.54675	6.56582	-0.265639	1.57837	-4.97951	-3.26285	-1.55099	-0.873685	5.74611	0.0406212	1.50688	-4.53968	-2.74377	-1.82284	-0.184504	6.59849	-0.306707	0.932058	-5.43044	-3.27084	-1.31284	-1.77862	5.99098	-0.299058	1.45891	-4.31991	-3.10201	-1.65801	-1.86544	6.17954	-0.10005	1.31441	-4.6103	-2.60793	-2.1443	-1.65532	6.3494	0.281638	1.73869	-4.58973	-2.78956	-1.02722	-1.11666	6.08219	1.13727	2.09072	-4.67032	-2.84443	-1.86082	-1.82666	6.07584	-0.056867	1.71264	-4.49544	-2.80204	-2.15147	-2.02865	6.36054	1.39419	0.719555	-4.41	-2.54325	-1.32132	-1.71419	6.21894	0.310299	1.33874	-4.74755	-2.45982	-1.88064	-1.83421	6.46874	0.717354	1.57623	-4.87584	-2.57828	-1.76911	-1.65943	6.54704	0.195857	-3.296051e+01	-1.082650e+04	-1.085946e+04
13000	1.53796	-4.93275	-3.22834	-1.55929	-0.764767	6.27323	-0.389787	0.0544398	0.183505	0.0827429	0.192146	0.0956204	0.215387	0.506286	0.499897	1.1293	-4.85969	-3.3645	-2.10375	-1.03309	6.14714	-0.308572	1.3076	-5.19657	-3.61714	-1.89977	-1.18485	5.79346	0.402804	1.0934	-4.72594	-3.82495	-1.6014	-1.1054	6.20903	-0.146474	1.23206	-4.82341	-3.6264	-1.96716	-0.929862	6.57623	0.0182098	1.09697	-4.87828	-3.61755	-1.63628	-1.36697	6.07031	0.549959	1.26947	-4.43772	-3.3115	-2.28457	-0.951049	5.48303	-0.595694	0.855416	-5.10557	-3.70618	-1.98758	-1.11198	6.33923	-0.595595	1.75778	-5.03453	-3.04489	-1.48857	-1.12983	5.62027	0.468902	1.6607	-4.92664	-3.36809	-1.80862	-1.00906	5.356	0.415698	1.77052	-5.41807	-2.7234	-1.3553	-1.24741	5.45135	1.11988	1.65804	-5.30923	-2.83794	-1.64247	-1.28623	5.78266	0.334614	1.96962	-5.13404	-3.17163	-0.645968	-0.544201	5.47646	0.524908	1.53924	-4.86012	-3.47024	-1.29487	-0.503561	5.48206	0.269633	1.89787	-5.36473	-3.11939	-1.5831	-1.03182	5.83199	-0.221819	-1.833124e+01	-1.082867e+04	-1.084700e+04
13100	2.04704	-4.13448	-3.58995	-0.589033	-1.4305	5.86857	0.913891	0.284616	0.17777	0.0660001	0.493866	0.11083	0.0475603	0.454485	  0.5	2.176	-4.30914	-3.50893	-1.2385	-1.31808	5.73849	0.703867	1.79518	-4.09606	-3.81688	-0.990721	-1.10663	5.58645	0.0644886	1.9284	-4.20657	-4.06647	-0.556865	-1.47141	5.80626	1.20884	2.15874	-4.78224	-3.74114	-0.522195	-1.60177	5.65828	1.22697	2.02374	-4.48809	-3.62463	-0.467285	-0.907036	5.57977	1.09942	1.34479	-4.7315	-3.40493	-1.15897	-1.03407	5.66781	1.16472	1.75635	-4.57508	-3.54593	-0.972445	-1.23661	6.12513	-0.252656	1.81586	-4.18306	-3.39472	-1.46746	-1.64064	6.0487	0.84749	2.08222	-4.2863	-3.24701	-0.275681	-2.01934	6.10527	1.15869	1.2554	-4.28607	-3.49967	-2.10168	-1.89883	6.3759	0.466781	2.24435	-4.03751	-3.24814	-1.43562	-1.5456	6.05991	1.39536	2.28979	-4.28767	-2.98502	-1.28959	-1.55452	6.08464	1.5802	1.48584	-3.71399	-3.59515	-1.92842	-1.25721	6.09811	-0.196404	2.09118	-3.52578	-3.5589	-1.06359	-1.00063	6.02161	0.0541698	-3.144799e+01	-1.082647e+04	-1.085791e+04
